Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
60,[2.x] Fix permissions for team create routes (#669),0.97242403,Fix permissions for team create routes (#669),"Revert ""[2.x] Strip dark classes from welcome component when dark mode isn't selected. (#1224)"" This reverts commit 2ed280ed9cf0e81bf078e4d6915e35d6047f9e15. Revert ""wip"" This reverts commit 1965e32cd6c773704b45f1b3bfb437ddd82a3d78. Revert ""Opt-in dark mode support  (#1209)"" This reverts commit dcc3f9f1213c2a709fcb3e98314e30b513090b1f.",1
61,Merge pull request #2 from laravel/update-sanctum,0.5319969,Fix error handling during 2FA confirmation by @ManuelLeiner in link,This reverts commit b060e22f113f48b7e6b9331a871b918e9d6ae261.,0
62,Undo styling changes in Inertia.php router,0.5623712,Change Inertia Stubs to Composition API by @xiCO2k in link,Update nav menu dark text to be consistent with nav link Update nav menu dark text to be consistent with nav link,0
63,add toc,0.43593448,Add section title aside slot (#727),Strip dark classes from welcome component Jetstream has a welcome page and a welcome component. The previous implementation was excluding both when stripping dark classes but it should only exclude the welcome page. Simplify exclusion of welcome page view,0
64,[2.x] Change Inertia Stubs to Composition API (#1001),0.8118744,Change Inertia Stubs to Composition API by @xiCO2k in link,,1
65,Merge pull request #34 from open-source-contributions/test_enhancement,0.590368,"Fix API vs Web TeamsHasPermissions, add Tests (#89)",Update dependencies Rename imports Update progress usage Update setup arguments Remove .value from usePage() Remove creation of Inertia config on SSR install This is no longer required as Inertia will automatically detect SSR. Remove ssr.noExternal from Vite config This doesn't seem to be required any longer. Fix SSR build Pass empty object to useForm Co-authored-by: Tim MacDonald hello@timacdonald.me,0
66,Fix RegistrationTest for Terms of Services (#632),1.0,Fix RegistrationTest for Terms of Services (#632),,1
67,Fix axios routes (#316),0.6497016,Fix permissions for team create routes (#669),Add opt-in dark mode support use dark-mode compatible application logo,0
68,Add remember name attribute (#86),0.5262601,Add alt attribute/value to image tag (#106),Update composer.json Update tests.yml Update tests.yml Update tests.yml Update tests.yml Update tests.yml Update tests.yml Update composer.json Update tests.yml Update tests.yml wip Fail the install command wip wip wip wip,0
69,"set fully qualified URL for login,regiter and logout (#49)",0.9788528,"Set fully qualified URL for login,register and logout (#49)",,1
70,Update ApiTokenManager.vue (#566),0.5970646,Update TwoFactorAuthenticationForm.vue (#417),Run Fortify migrations during testing Prevent MissingAttributeException,0
71,Update photo buttons margins (#206),0.77449024,Fix button margins on small screens (#206),,1
72,use the new Composition API for Dropdown and Modal components,0.60810626,Use defineComponent in vue stubs for easier typescript setup (#869),,0
73,[2.x] Simplify Tailwind installation (#1060),0.88460594,Simplify Tailwind installation by @jessarcher in link,Adds types to contracts and stubs Adds remaining types to database folder Apply fixes from StyleCI Fixes type Apply fixes from StyleCI Uses fortify dev-feat/types branch Minor changes on auth service provider Improves typing on removes team members Adds missing type on update team name Apply fixes from StyleCI Update composer.json Co-authored-by: StyleCI Bot bot@styleci.io Co-authored-by: Dries Vints dries@vints.io,1
74,Use Ziggy for new Inertia Auth views,0.7427964,"Use named routes on Inertia with Ziggy (#314, #316)","Attribute ""v-if"" should go before ""class"" to keep the same style than are using the other elements.",1
75,[1.x] Remove Hard Coded Livewire Routes (#226),0.9792445,Remove Hard Coded Livewire Routes (#226),,1
76,Add a tag dropdown link (#711),1.0,Add a tag dropdown link (#711),,1
77,refactor: remove unused import (#78),0.7191061,Remove unused imports by @akunbeben in link,,1
78,update link to documentation,0.60780835,Update SSR directory by @jessarcher in link,,0
79,disable profile photo and api by default,0.93654215,Disable profile photo and api by default (096d7dd),,1
80,Make translatable (#598),0.7763537,Make terms translatable (#300),,1
81,Migrate to modules (#1315),0.7118029,Migrate to modules by @timacdonald in link,,1
82,Remove unused mixin (#470),0.65893286,"Use mix helper and remove CDNs  (#450, ca94bd5)",,0
83,vite 4 support (#1193),0.7864058,Vite 4 support by @timacdonald in link,,1
84,"[2.x] Accessibility Update, Keyboard Nav for Team Role Modals and Fix ID for Email Input (#425)",0.61556697,Add key of v-for teams (#239),modified:   src/Console/InstallCommand.php Update InstallCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
85,Fixed button spacing issue in dialog modal footer. (#930),0.6867585,Fix button margins on small screens (#206),,0
86,Updates Tailwind on Installation to v3.0.0 (#920),0.8552226,"Update to Tailwind CSS v3 (#920, #926)",NPM Install Alpine JS x-Focus plugin Import & register Alpine JS x-Focus plugin Replace custom focus trapping with x-Focus Style fix,1
87,remove shop link,0.6431904,Remove redundant remove-member link by @devnll in link,,0
88,Confirmable Support (#196),0.90749586,"Confirmable Support (#196, c1ff4a5)",Test on PHP 8.2 Update composer.json,1
89,Move Jetstream components to Components directory (#1110),0.91931987,Move Jetstream components to Components directory by @jessarcher in link,,1
90,Fixed StyleCI Warnings,0.50735986,Fix purging of CSS classes on production builds (#249),,0
91,Fix consistency in single-line event callbacks,0.44789165,Remove return in ensurePasswordIsConfirmed by @driesvints in link,,0
92,Use named routes on Inertia with Ziggy (#314),0.9966357,"Use named routes on Inertia with Ziggy (#314, #316)",This reverts commit 611b5f5f755bdffec5fb6b94723553aa70556a91.,1
93,Update ApiTokenController.php (#456),0.7636602,Update UpdateUserProfileInformation.php (#247),preloading require latest Laravel,1
94,fix dropdown shadows,0.56536686,Replace shadow-outline with ring (#751)﻿,"Include all user table columns in the UserFactory Without these fields in the factory, the default Jetstream tests will fail when using the Model::preventAccessingMissingAttributes() feature. Update UserFactory.php Co-authored-by: Taylor Otwell taylor@laravel.com",0
95,Dispatch event from component,0.4209938,Merge action-section attributes (#898)﻿,,0
96,Extract switch team logic into HasTeams trait (#312),0.99999994,Extract switch team logic into HasTeams trait (#312),Register: add required to terms checkbox livewire was missed in #1127 the error message is already present Update register.blade.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
97,Added object-cover to profile images (#122),0.7079936,Add object-cover class to team member profile photo by @anamarijapapic in link,wip wip wip wip Update tests.yml Co-authored-by: Dries Vints dries@vints.io,1
98,Fixes incorrect classes for Laracasts link (#1252),0.5511701,Fix error handling during 2FA confirmation by @ManuelLeiner in link,Also need to copy the stub for InviteTeamMember Update UPGRADE.md Co-authored-by: Taylor Otwell taylor@laravel.com,0
99,Update .gitattributes,0.5915941,Enabling Github Flavored Markdown for Terms and Privacy Policy (#645),,0
100,Merge pull request #590 from joelbutcher/patch-1,0.49370044,Reduce amount of queries for Teams feature (#708),Allows additional data to be passed in as props to the front end. My use case would be to have different options for the groups that are being created which is dependent on what subscription plan they are on or something similar. Thanks!,0
101,Change argument order to reflect method name,0.36821944,Fix the order of the v-if attribute. by @milorojas in link,,0
102,Fix ownsTeam when applied to non-User model (#673),0.9999999,Fix ownsTeam when applied to non-User model (#673),Update BrowserSessionsTest.php Update BrowserSessionsTest.php,1
103,Update dropdown.blade.php (#817),0.6959922,Update UpdateUserProfileInformation.php (#247),,0
104,Switch to ESM imports where possible (#1059),0.8386675,Switch to ESM imports by @jessarcher in link,"In TeamMemberManager.vue, when the leave-team link is shown, the remove-member link is redundant as it does the same thing. This commit makes them mutually exclusive, which they already are in the Livewire version: link",1
105,another fix,0.59237146,Fix modal (47ad018),,0
106,Update TwoFactorAuthenticationForm.vue,0.97049475,Update TwoFactorAuthenticationForm.vue (#417),,1
107,"Revert ""Load currentTeam using setRelation (#708)""",0.5260121,Use mix() instead of asset() for hot-reload support (#217),Remove Jet prefix from components Rename Button to PrimaryButton Reorder imports Rename components that conflict with HTML elements,0
108,Apply eslint's eqeqeq recommendation (#580),0.5841324,Avoids eqeqeq errors in eslint (#580)﻿,,0
109,"Revert ""Validate the stack argument (#1111)"" (#1112)",0.651392,Validate the stack argument by @jessarcher in link,Update Register.vue Add 'required' to JetCheckbox 'terms'. Update to include JetInputError also.,0
110,[ FIX_ROUTE_PUBLISH ] add missing extension (#97),0.54948294,Add section title aside slot (#727),"Check current model supports HasTeams before trying to access team information. This would be useful for application with multiple user providers and uses Inertia. As an example, this will fixes laravel/nova-issues#4683 Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip formatting Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Co-authored-by: Taylor Otwell taylor@laravel.com",0
111,Update nav menu dark text to be consistent with nav link (#1225),0.5540962,Reverted dark mode support in link,,0
112,Remove unused import (#405),0.7414263,Remove unused imports by @akunbeben in link,Display validation errors alongside the fields Revert formatting Update error key for recovery_code Bump Fortify Co-authored-by: Dale Weaver dalew@missionconnect.me,1
113,fix Tailwindcss first party TypeScript types weren't working right (#1074),0.80873334,Fix TailwindCSS first party TypeScript types weren't working right by @geisi in link,,1
114,update change log,0.60237694,Update Register.vue by @JoshSalway in link,this release contains support for using the vite manifest for cache busting,0
115,Remove v-show directive from blade template (#1292),0.72379744,"Remove v-show directive from ""user profile information form"" template by @ndresx in link",Install NPM dependencies and build assets Update InstallCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
116,Laravel mix 6 support (#573),0.87865806,Update to Laravel Mix v6 (#582),,1
117,delete an user's tokens,0.91614926,"Delete user tokens when user is deleted (#406, 5bc500e)",Remove unnecessary styles from welcome page Add missing dark variant for welcome nav links Fix underlined trailing whitespace in welcome page,1
118,Don't require autoprefixer (#714),1.0000002,Don't require autoprefixer (#714)﻿,,1
119,update pruge,0.56199443,Update purge settings (36c4685),The intention with this change is to signal to users that the components are theirs for customizing.,0
120,Move Inertia::share to JetstreamServiceProvider,0.64824426,Move Jetstream components to Components directory by @jessarcher in link,Validate the stack argument Update InstallCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
121,Fix StyleCI issues,0.52326024,Style improvements by @jessarcher in link,This reverts commit 43e1e3140e3ba6b39985f86a8c5007752089dfc5.,0
122,fix phpdoc (#397),0.7542425,Fix InstallCommand.php (#55),,1
123,[2.x] Use correct feature flag in password reset tests (#881),0.9739599,Use correct feature flag in password reset tests (#881)﻿,,1
124,remove tailwind/ui,0.78805923,Remove unneeded tailwind config variant definitions (#853)﻿,,1
125,Use auth identifier for compatibility with other Laravel auth providers (#283),0.58647066,Laravel v10 Support by @driesvints in link,,0
126,add alt attribute and value to all images (#106),0.90888965,Add alt attribute/value to image tag (#106),,1
127,Use Default NPM Package Manager of User if Lock File Exists In Base Path (#1187),0.93622065,Use Default NPM Package Manager of User if Lock File Exists In Base Path by @andrewdwallo in link,,1
128,Merge branch 'move-markdown-files',0.5241315,Move Jetstream components to Components directory by @jessarcher in link,,0
129,[2.x] Defer to Fortify for password confirmation (#835),0.95928186,Defer to Fortify for password confirmation (#835),,1
130,Remove overflow property when unmounted (#801),0.99999976,Remove overflow property when unmounted (#801)﻿,Change position of Livewire Style Update app.blade.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
131,Fix multiple issues,0.59979546,Fix modal (47ad018),,0
132,convert checkboxes into custom components,0.48111105,Priorize 'accepted' validation rule for terms checkbox (#980),vite 3 support do not externalise inertiajs/server CS Use a single Vite config file Co-authored-by: Jess Archer jess@jessarcher.com,0
133,Allow remove team member action to be registered and overridden,0.6331451,Change current team of user when creating a new additional team (#618),,0
134,Merge branch '1.x' into inertia-auth-support,0.5564867,Add Inertia SSR Support by @xiCO2k in link,,0
135,remove authenticate session middleware from kernel,0.47159693,Prevent network request when pressing escape to close modal (#695)﻿,,0
136,add missing import (#529),0.7447056,Add missing import must verify email interface (#529),,1
137,update links,0.6344639,Update SSR directory by @jessarcher in link,drop Laravel 8.x support (and PHP < 8) add composer conflict match current framework PHP version,0
138,Fixes type from userPage to usePage (#1277),0.68320304,Change $page.user to $page.auth.user by @SamuelMwangiW in link,,0
139,"Revert ""[3.x] Ensure CI considers backwards compatibility with Laravel 9 (#1258)"" (#1261)",0.6190783,Laravel 9 Support (#952),,0
140,Merge pull request #699 from laravel/ubuntu,0.50637734,Fix missing request (#137),,0
141,[2.x] Change current team of user when creating a new additional team (#618),0.96610457,Change current team of user when creating a new additional team (#618),Next user under auth key Replace .props.user with .props.auth.user in stubs styleci,1
142,Apply fixes from StyleCI (#134),0.5554331,Style improvements by @jessarcher in link,,0
143,emit the proper event,0.38528004,Inertia: Use check instead of authorize for canCreateTeams (#129),Use Vite Update Vite entrypoint config Style fixes Use module version of ZiggyVue build SSR last to show built asset path Co-authored-by: Tim MacDonald hello@timacdonald.me,0
144,update selectors,0.5702224,Update purge settings (36c4685),,0
145,set fully url forget and reset password action (#136),0.9998262,Set fully url forget and reset password action (#136),,1
146,[1.x] Add Jetstream route prefix config (#362),0.9745585,Add Jetstream route prefix config (#362),"Use Ziggy Vue plugin instead of route mixin Ziggy Vue plugin allows route() to be injected into setup() function in components1, which is needed for Inertia SSR since the @routes blade directive isn't available. Fix quotations Update app.js Co-authored-by: Taylor Otwell taylor@laravel.com",1
147,[3.x] Upgrade guide (#1255),0.58903,Upgrade Alpine from V2 to V3 (#808),add new FirstParty TypeScript types to tailwind config,0
148,[1.x] Update the badges to use shields.io,0.5270848,Update guard usage (e871b88),This add the .vue extension to match all other Vue files in the repository.  It also plays nice with Vite.,0
149,Merge branch '2.x' into 3.x,0.39894825,Merge action-section attributes (#879),,0
150,[1.x] Fix composer memory limit crashes (#412),0.97299075,Fix composer memory limit crashes (#412),,1
151,Add Check before deleting a profile photo (#959),0.9999999,Add Check before deleting a profile photo (#959),,1
152,terms inertia pages + vue guest page + controller namespace corrected,0.5134752,Inertia Stack Authentication Page logo link update with inertia-link (#594),,0
153,Fix: if user logs out when viewing the 2FA Form (#1034),0.8789358,Fix if user logs out when viewing the 2FA Form by @jjhamkuijpers in link,,1
154,Update two-factor-authentication-form.blade.php (#1305),0.9118882,Update two-factor-authentication-form.blade.php by @vivante64 in link,,1
155,php8,0.8651386,PHP 8 Support (#416),Use modern Tailwind directive Remove redundant dependency,1
156,Add Github files and fix tests,0.60391474,Fix test by @driesvints in link,,0
157,Fix order v-if (#1208),0.7757002,Fix the order of the v-if attribute. by @milorojas in link,This improves the transition for Vite users.,1
158,Add account deletion feature,0.67608666,"Made sure that the current session is destroyed when deleting your account (#742, 9663d7e)﻿",,0
159,Update CHANGELOG.md,0.6404136,Changed,,0
160,Merge branch 'v2-inertia-publishables' into 2.x,0.41118586,Confirm 2FA when enabling by @driesvints & @taylorotwell in link,,0
161,[2.x] Uses PHP Native Type Declarations 🐘  (#1175),0.8480675,Uses PHP Native Type Declarations 🐘  by @nunomaduro in link,Fix disabled email verification mode wip,1
162,Merge branch 'laravel:2.x' into 2.x,0.4046625,Migrate to modules by @timacdonald in link,,0
163,Fixed the test that's failing when the emailVerification feature is enabled the team feature is enabled.,0.6925918,Fix disabled email verification mode by @driesvints in link,,0
164,Show 'Unknown' instead of 'false' if other browser session Useragent details are not matched in library (#934),0.93517756,Show 'Unknown' instead of 'false' if other browser session Useragent details are not matched in library by @jonhassall in link,,1
165,update css,0.63123417,"Update to Tailwind CSS v3 (#920, #926)",Update UpdateProfileInformationForm.vue Update UpdateProfileInformationForm.vue Co-authored-by: Taylor Otwell taylor@laravel.com,0
166,Update inertia-laravel min. version,0.8427819,Update inertiajs/inertia-laravel to ^0.6.3 by @ashleyshenton in link,,1
167,Merge branch 'add-i18n-to-inertia',0.4924615,Merge action-section attributes (#879),wip Add livewire side Translations,0
168,Use .alias method from Mix (#1009),0.80164105,Use .alias method from Mix by @xiCO2k in link,Run Inertia stub tests wip wip wip wip wip wip wip wip wip wip Add new api and verification flags wip Update InstallCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
169,[2.x] Validate the stack argument (#1113),0.7324269,Validate the stack argument by @jessarcher in link,,1
170,Rename update-changelog.md to update-changelog.yml,0.5339956,Changed,,0
171,Allow disabling route registration (#67),0.76256526,Provide a way of customizing/disabling the default routes (#67),,1
172,Constrain Ziggy version to ^0.9.4 (#395),1.0000001,Constrain Ziggy version to ^0.9.4 (#395),,1
173,formatting,0.43376786,Use application language on layouts (#58),feat: install pest as a dev dependency Update InstallCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
174,[2.x] Remove unused shared inertia data (#459),0.5518931,"Allow publishing of missing Inertia files (#596, b28ee67)",,0
175,modal fixes,0.5689239,Add dependency-less modal focus trapping (#294),,0
176,[2.x] Enable assets versioning only in production (#506),0.444666,Support both CommonMark v1 & v2 (#845),,0
177,Apply suggestions from code review,0.49482006,"Fix API vs Web TeamsHasPermissions, add Tests (#89)",Prevent user reset when not yet finished confirming Show correct message and error,0
178,Merge pull request #840 from laravel/fix-commonmark,0.57167304,Fix commonmark install issue (#840),,0
179,use asset helper,0.44951195,Use mix() instead of asset() for hot-reload support (#217),,0
180,Using faker method instead of properties (#787),0.4954574,Add unverified state to UserFactory (#679),,0
181,Make text translatable in confirm-password livewire view (#628),1.0,Make text translatable in confirm-password livewire view (#628),,1
182,[2.x] Fix Inertia SSR usage with Ziggy route function in setup() (#1069),0.9306915,Fix Inertia SSR usage with Ziggy route function in setup() by @prestonholt in link,,1
183,Tailwind JIT-Mode (#810),0.9268493,"Enable Tailwind JIT-Mode (#810, #809)﻿",,1
184,Make error message translatable (#39),1.0,Make error message translatable (#39),,1
185,Opt-in dark mode support  (#1209),0.8006302,Opt-in dark mode support  by @fotrino in link,,1
186,Create pull-requests.yml,0.42740136,Display available stack options by @jessarcher in link,,0
187,change how auth guards are setup,0.9004896,Change how auth guards are setup (6ac870f),,1
188,update wording,0.8582505,Update wording (055be85)﻿,,1
189,Merge branch 'termsAndPolicy',0.4394303,Merge action-section attributes (#898)﻿,,0
190,Validate the stack argument (#1111),0.78255266,Validate the stack argument by @jessarcher in link,,1
191,Exclude hidden inputs from focusable elements (#757),1.0,Exclude hidden inputs from focusable elements (#757)﻿,Add Inertia SSR Support Add --ssr option. Remove not need imports on default inertia stack style: fixes style: fixes style: fixes Remove webpack.ssr.mix.js on the Inertia default stack,1
192,add object-cover,0.58547914,Add object-cover class to team member profile photo by @anamarijapapic in link,,0
193,[2.x] Update lang attribute (#521),0.6386044,Update  tags & implement  management (#832),,0
194,Use check instead of authorize for canCreateTeams (#129),0.81131756,Inertia: Use check instead of authorize for canCreateTeams (#129),,1
195,[2.x] Inertia - ensure file selection is not empty before updating profile photo preview (#782),0.9812265,Inertia - ensure file selection is not empty before updating profile photo preview (#782),,1
196,[2.x] Convert Profile Photo URL attribute to newer syntax (#1237),0.8668134,Convert Profile Photo URL attribute to newer syntax by @jrd-lewis in link,Adding Storage Path support to the HasProfilePhoto Trait Update HasProfilePhoto.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
197,Merge pull request #306 from pataar/patch-1,0.5110283,Fix migration (1883071)﻿,,0
198,update vue component,0.5870154,Update banner component svg icon (#857),Allow user to enter setup key in authenticator apps if they can't scan the QR code,0
