Index,Message,Description,Message Abstract,Description Abstract
11,CHANGELOG: update for 1.9.0 release,,CHANGELOG: update for 1.9.0 release,
12,Update issues-opened.yml,Remove action to add issue to project. Board has been deprecated.,Update issues-opened.yml,Remove action to add issue to project. Board has been deprecated.
13,Remove invalid quote from ldflags,,Remove invalid quote from ldflags,
14,build GHA: Address set-output deprecation warnings,,build GHA: Address set-output deprecation warnings,
15,auto-close-stale-issues: Bump action/stale to latest available release,,auto-close-stale-issues: Bump action/stale to latest available release,
16,acceptance-test GHA: Address set-output deprecation warnings,,acceptance-test GHA: Address set-output deprecation warnings,
17,jira GHA: Address set-output deprecation warnings,Closes #12426,jira GHA: Address set-output deprecation warnings,Closes #12426
18,Remove community plugins from the vendored plugins list (#12436),This step removes community plugins from the Packer binary release. These plugins are being maintained and released independently of Packer and have become out of date. To ensure users are using the latest version of the plugins they are being removed in favor of the external plugin installation processes.,Remove community plugins from the vendored plugins list (#12436),This step removes community plugins from the Packer binary release. These plugins are being maintained and released independently of Packer and have become out of date. To ensure users are using the latest version of the plugins they are being removed in favor of the external plugin installation processes.
19,docs: add missing end quote,,docs: add missing end quote,
20,Bump github.com/shirou/gopsutil to v3 (#12437),This change updates gopsutil to the latest available version. Fixes: https://github.com/hashicorp/packer/issues/12430,Bump github.com/shirou/gopsutil to v3 (#12437),This change updates gopsutil to the latest available version. Fixes: link
21,Align Packer logo color,,Align Packer logo color,
22,Update ldflags used to build release binaries,Prior to v1.8.6 a change to the release pipeline was introduced to automatically set and bump product version information. In that change the ldflags for striping debug symbols was removed resulting in binaries with full debug symbols. Thus resulting in larger binary deliverables. This change adds the missing ldflags back into the build pipeline. Results for Packer 1.8.5 ``` ~>  unzip ~/packer_1.8.5_linux_amd64.zip ~>  go tool nm -size packer| c++filt reading packer: no symbol section reading packer: no symbols ``` Results for Packer 1.8.6 ~>  unzip ~/packer_1.8.6_linux_amd64.zip ~>  go tool nm -size packer| c++filt | tail -n 10  8d97ac0       2816 D vendor/golang.org/x/text/unicode/norm.nfcSparseValues  8df2f60       6144 D vendor/golang.org/x/text/unicode/norm.nfcValues  8f96fc8          8 D vendor/golang.org/x/text/unicode/norm.nfkcData  8d985c0       2816 D vendor/golang.org/x/text/unicode/norm.nfkcIndex  8fa40a0         48 D vendor/golang.org/x/text/unicode/norm.nfkcSparse  8f4a3c0         24 D vendor/golang.org/x/text/unicode/norm.nfkcSparseOffset  8db5c00       3580 D vendor/golang.org/x/text/unicode/norm.nfkcSparseValues  8e48d60      12032 D vendor/golang.org/x/text/unicode/norm.nfkcValues  8f96fd0          8 D vendor/golang.org/x/text/unicode/norm.recompMap  8fe5bd0         12 D vendor/golang.org/x/text/unicode/norm.recompMapOnce Closes #12392,Update ldflags used to build release binaries,Prior to v1.8.6 a change to the release pipeline was introduced to automatically set and bump product version information. In that change the ldflags for striping debug symbols was removed resulting in binaries with full debug symbols. Thus resulting in larger binary deliverables. This change adds the missing ldflags back into the build pipeline. Results for Packer 1.8.5 module Results for Packer 1.8.6 ~>  unzip ~/packer_1.8.6_linux_amd64.zip ~>  go tool nm -size packer| c++filt | tail -n 10  8d97ac0       2816 D vendor/golang.org/x/text/unicode/norm.nfcSparseValues  8df2f60       6144 D vendor/golang.org/x/text/unicode/norm.nfcValues  8f96fc8          8 D vendor/golang.org/x/text/unicode/norm.nfkcData  8d985c0       2816 D vendor/golang.org/x/text/unicode/norm.nfkcIndex  8fa40a0         48 D vendor/golang.org/x/text/unicode/norm.nfkcSparse  8f4a3c0         24 D vendor/golang.org/x/text/unicode/norm.nfkcSparseOffset  8db5c00       3580 D vendor/golang.org/x/text/unicode/norm.nfkcSparseValues  8e48d60      12032 D vendor/golang.org/x/text/unicode/norm.nfkcValues  8f96fd0          8 D vendor/golang.org/x/text/unicode/norm.recompMap  8fe5bd0         12 D vendor/golang.org/x/text/unicode/norm.recompMapOnce Closes #12392
23,Update CHANGELOG,,Update CHANGELOG,
24,Update CHANGELOG, Add a few missing entries Fix minor typos,Update CHANGELOG,Add a few missing entries Fix minor typos
25,Update CHANGELOG,,Update CHANGELOG,
26,Merge pull request #12402 from hashicorp/nywilken/bump-go-version-1.20.4,.go-version: Bump version of Go to 1.20.4,Merge pull request #12402 from hashicorp/nywilken/bump-go-version-1.20.4,.go-version: Bump version of Go to 1.20.4
27,.go-version: Bump version of Go to 1.20.4,,.go-version: Bump version of Go to 1.20.4,
28,Merge pull request #12400 from josiahsmythe-bah/patch-1,Fixed formatting issue,Merge pull request #12400 from josiahsmythe-bah/patch-1,Fixed formatting issue
29,Fixed formatting issue,,Fixed formatting issue,
30,.github: re-pin github-script to v3,"When tsscr bumped the version of the action to v6, we experienced some failures in our nightly runs. To make the action operable again, we pin the action to the former: v3.",.github: re-pin github-script to v3,"When tsscr bumped the version of the action to v6, we experienced some failures in our nightly runs. To make the action operable again, we pin the action to the former: v3."
31,Merge pull request #12391 from hashicorp/nywilken/circular-datasource-link,[HPR-1038] Remove circular reference between data source doc pages,Merge pull request #12391 from hashicorp/nywilken/circular-datasource-link,[HPR-1038] Remove circular reference between data source doc pages
32,Remove circular reference between data source documentation pages, Update the data source documentation with a link to the amazon-ami configuration reference guide.  Closes #12336,Remove circular reference between data source documentation pages,Update the data source documentation with a link to the amazon-ami configuration reference guide. Closes #12336
33,Merge pull request #12389 from hashicorp/nywilken/release-branch-checks,Add release branches to Go GHA workflows,Merge pull request #12389 from hashicorp/nywilken/release-branch-checks,Add release branches to Go GHA workflows
34,Add release branches to Go GHA workflows,,Add release branches to Go GHA workflows,
35,docs: add docs to show diffs between JSON and HCL2,,docs: add docs to show diffs between JSON and HCL2,
36,Merge pull request #12380 from hashicorp/bump-go-1.20,Bump Go tooling to version 1.20,Merge pull request #12380 from hashicorp/bump-go-1.20,Bump Go tooling to version 1.20
37,Remove external archived provisioner plugins (#12374),This change removes a set of plugins that have not been updated in a while. These plugins have been archived for some time now. Users wishing to continue using these plugins should use the packer plugins install or packer init commands to install the external plugin.,Remove external archived provisioner plugins (#12374),This change removes a set of plugins that have not been updated in a while. These plugins have been archived for some time now. Users wishing to continue using these plugins should use the packer plugins install or packer init commands to install the external plugin.
38,Remove IONOS plugins from vendored plugins (#12385)," Remove profitbricks plugin Remove oneandone plugin  The following plugins have been unmaintained for some time now, and their upstream cloud provider has consolidate the services. These plugins will continue to be available to Packer via direct installation using packer init or the packer plugins install command. But they will no longer be bundled with Packer.",Remove IONOS plugins from vendored plugins (#12385),"Remove profitbricks plugin Remove oneandone plugin The following plugins have been unmaintained for some time now, and their upstream cloud provider has consolidate the services. These plugins will continue to be available to Packer via direct installation using packer init or the packer plugins install command. But they will no longer be bundled with Packer."
39,Fix url git repository modern Windows version in the Autounattend Windows Guide (#12382),,Fix url git repository modern Windows version in the Autounattend Windows Guide (#12382),
40,Bump version of golanci-lint,,Bump version of golanci-lint,
41,Run make fmt to fix checks,,Run make fmt to fix checks,
42,Bump go.mod to 1.20,  Fix go vet issue   Bump Go tooling to version 1.20   Update workflows to use go-version file ,Bump go.mod to 1.20,Fix go vet issue Bump Go tooling to version 1.20 Update workflows to use go-version file
43,Result of tsccr-helper -pin-all-workflows . (#12381),Co-authored-by: hashicorp-tsccr[bot] hashicorp-tsccr[bot]@users.noreply.github.com,Result of tsccr-helper -pin-all-workflows . (#12381),Co-authored-by: hashicorp-tsccr[bot] hashicorp-tsccr[bot]@users.noreply.github.com
44,Remove external plugin for Digital Ocean (#12376),The Digital Ocean plugin is now maintained and released by the Digital Ocean team. To ensure users are downloading the latest available version the plugin will nolonger be bundled with Packer.,Remove external plugin for Digital Ocean (#12376),The Digital Ocean plugin is now maintained and released by the Digital Ocean team. To ensure users are downloading the latest available version the plugin will nolonger be bundled with Packer.
45,packer: track template type in spans,"The template type for a builder, provisioner, post-processor or datasource was not tracked with telemetry data. This commit adds the infrastructure to track this, bumping the schema for non-crashes to `beta/packer/6' at the same time.",packer: track template type in spans,"The template type for a builder, provisioner, post-processor or datasource was not tracked with telemetry data. This commit adds the infrastructure to track this, bumping the schema for non-crashes to `beta/packer/6' at the same time."
46,packer: add HCL2 support for telemetry,"Packer's telemetry package captures the field names from a configuration on legacy JSON templates, but did not contain any code for handling HCL2 template configurations. This commit adds a routine to extract the field names from a HCL2 configuration once flattened, and adds some glue code to propagate the configurations to the telemetry structures.",packer: add HCL2 support for telemetry,"Packer's telemetry package captures the field names from a configuration on legacy JSON templates, but did not contain any code for handling HCL2 template configurations. This commit adds a routine to extract the field names from a HCL2 configuration once flattened, and adds some glue code to propagate the configurations to the telemetry structures."
47,Update fix command autocomplete to work for JSON template files only (#12366),,Update fix command autocomplete to work for JSON template files only (#12366),
48,Enhance zsh completion for the packer command (#12356),Now completes more commands and also matches template files both for pkr.hcl and pkr.json as suggested by the packer template naming scheme.,Enhance zsh completion for the packer command (#12356),Now completes more commands and also matches template files both for pkr.hcl and pkr.json as suggested by the packer template naming scheme.
49,clarify local and input variables (#12334),  clarify local and input variables   Apply suggestions from code review   Co-authored-by: Rose M Koron 32436232+rkoron007@users.noreply.github.com  Apply suggestions from code review  Co-authored-by: Rose M Koron 32436232+rkoron007@users.noreply.github.com Co-authored-by: Wilken Rivera wilken@hashicorp.com  Apply suggestions from code review  Co-authored-by: Wilken Rivera wilken@hashicorp.com  Co-authored-by: Rose M Koron 32436232+rkoron007@users.noreply.github.com Co-authored-by: Wilken Rivera wilken@hashicorp.com,clarify local and input variables (#12334),clarify local and input variables Apply suggestions from code review Co-authored-by: Rose M Koron 32436232+rkoron007@users.noreply.github.com Apply suggestions from code review Co-authored-by: Rose M Koron 32436232+rkoron007@users.noreply.github.com Co-authored-by: Wilken Rivera wilken@hashicorp.com Apply suggestions from code review Co-authored-by: Wilken Rivera wilken@hashicorp.com Co-authored-by: Rose M Koron 32436232+rkoron007@users.noreply.github.com Co-authored-by: Wilken Rivera wilken@hashicorp.com
50,cmd/console: Add config-type flag to command help (#12360),It is not clear that the console command runs in legacy JSON mode by default and that users can specify the -config-type flag to toggle HCL2 mode. This change adds the config-type flag to the command's help text to alert users of the gotcha. In the next minor Packer release the console command will be updated to default to HCL2 mode. Relates to: #12359 Relates to: #10603,cmd/console: Add config-type flag to command help (#12360),It is not clear that the console command runs in legacy JSON mode by default and that users can specify the -config-type flag to toggle HCL2 mode. This change adds the config-type flag to the command's help text to alert users of the gotcha. In the next minor Packer release the console command will be updated to default to HCL2 mode. Relates to: #12359 Relates to: #10603
51,Update allowed dependencies to track (#12355),  Packer plugins rely on the Packer SDK for the majority of its HCL dependency. To prevent issues with the version of go-cty or hcl/v2 pkg getting out of sync this changes sets the allowed dependency to packer-plugin-sdk only.   HashiCorp is standardizing on pinning versions of allowed GitHub actions to prevent the introduction of potential security issues. This change removes GitHub actions from dependabot. ,Update allowed dependencies to track (#12355),Packer plugins rely on the Packer SDK for the majority of its HCL dependency. To prevent issues with the version of go-cty or hcl/v2 pkg getting out of sync this changes sets the allowed dependency to packer-plugin-sdk only. HashiCorp is standardizing on pinning versions of allowed GitHub actions to prevent the introduction of potential security issues. This change removes GitHub actions from dependabot.
52,Update CHANGELOG,,Update CHANGELOG,
53,website: fix typo in documentation of validate command (#12344),,website: fix typo in documentation of validate command (#12344),
54,Migrate external UCloud plugin to ucloud/packer-plugin-ucloud (#12335)," Update external plugin documentation source  The UCloud plugin for Packer is now maintained by the UCloud team, under their respective GitHub org. This changes updates the source address for the external plugin that should be used for pulling new plugin documentation.  Remove packer-plugin-ucloud from vendored plugins.",Migrate external UCloud plugin to ucloud/packer-plugin-ucloud (#12335),"Update external plugin documentation source The UCloud plugin for Packer is now maintained by the UCloud team, under their respective GitHub org. This changes updates the source address for the external plugin that should be used for pulling new plugin documentation. Remove packer-plugin-ucloud from vendored plugins."
55,Update website/data/plugins-manifest.json,adding comma! Co-authored-by: Lucas Bajolet 105649352+lbajolet-hashicorp@users.noreply.github.com,Update website/data/plugins-manifest.json,adding comma! Co-authored-by: Lucas Bajolet 105649352+lbajolet-hashicorp@users.noreply.github.com
56,Update Outscale plugin HCP Ready tag,Adding the HCP Ready tag to the Outscale plugin. The HCP compatibility was added in this PR: https://github.com/outscale/packer-plugin-outscale/pull/70,Update Outscale plugin HCP Ready tag,Adding the HCP Ready tag to the Outscale plugin. The HCP compatibility was added in this PR: link
57,build(deps): bump actions/setup-go from 2 to 4 (#12316),Bumps actions/setup-go from 2 to 4. - Release notes - Commits  updated-dependencies: - dependency-name: actions/setup-go   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): bump actions/setup-go from 2 to 4 (#12316),Bumps actions/setup-go from 2 to 4. - Release notes - Commits updated-dependencies: - dependency-name: actions/setup-go   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
58,build(deps): bump github/issue-labeler from 3.0 to 3.1 (#12328),Bumps github/issue-labeler from 3.0 to 3.1. - Release notes - Commits  updated-dependencies: - dependency-name: github/issue-labeler   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): bump github/issue-labeler from 3.0 to 3.1 (#12328),Bumps github/issue-labeler from 3.0 to 3.1. - Release notes - Commits updated-dependencies: - dependency-name: github/issue-labeler   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
59,Migrate external Linode plugin to linode/packer-plugin-linode (#12329)," Update external plugin documentation source  The Linode plugin for Packer is now maintained by the Linode team, under their respective GitHub org. This changes updates the source address for the external plugin that should be used for pulling new plugin documentation.  Removed packer-plugin-linode for list of vendored plugins  The Linode plugin for Packer is now maintained by the Linode team, under their respective GitHub org. This changes removes Linode from the vendored plugins lists.",Migrate external Linode plugin to linode/packer-plugin-linode (#12329),"Update external plugin documentation source The Linode plugin for Packer is now maintained by the Linode team, under their respective GitHub org. This changes updates the source address for the external plugin that should be used for pulling new plugin documentation. Removed packer-plugin-linode for list of vendored plugins The Linode plugin for Packer is now maintained by the Linode team, under their respective GitHub org. This changes removes Linode from the vendored plugins lists."
60,website: adds content-check command and README update (#12317),,website: adds content-check command and README update (#12317),
61,add meta descriptions (#12315),  add meta descriptions   rework   tweak   clean up hcl description   gt dash ,add meta descriptions (#12315),add meta descriptions rework tweak clean up hcl description gt dash
62,Register documentation for Volcengine plugin (#12202),,Register documentation for Volcengine plugin (#12202),
63,Add external data source plugin as a community integration   (#12150),,Add external data source plugin as a community integration   (#12150),
64,build(deps): bump github.com/hashicorp/packer-plugin-sdk (#12306),Bumps github.com/hashicorp/packer-plugin-sdk from 0.3.4 to 0.4.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: github.com/hashicorp/packer-plugin-sdk   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): bump github.com/hashicorp/packer-plugin-sdk (#12306),Bumps github.com/hashicorp/packer-plugin-sdk from 0.3.4 to 0.4.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: github.com/hashicorp/packer-plugin-sdk   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
65,build(deps): bump github.com/hashicorp/hcp-sdk-go from 0.34.0 to 0.36.0 (#12292),Bumps github.com/hashicorp/hcp-sdk-go from 0.34.0 to 0.36.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: github.com/hashicorp/hcp-sdk-go   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): bump github.com/hashicorp/hcp-sdk-go from 0.34.0 to 0.36.0 (#12292),Bumps github.com/hashicorp/hcp-sdk-go from 0.34.0 to 0.36.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: github.com/hashicorp/hcp-sdk-go   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
66,build(deps): bump aws-actions/configure-aws-credentials from 1 to 2 (#12302),Bumps aws-actions/configure-aws-credentials from 1 to 2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: aws-actions/configure-aws-credentials   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): bump aws-actions/configure-aws-credentials from 1 to 2 (#12302),Bumps aws-actions/configure-aws-credentials from 1 to 2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: aws-actions/configure-aws-credentials   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
67,Merge pull request #12300 from hashicorp/ashleemboyer-patch-1,Delete test-link-rewrites.yml,Merge pull request #12300 from hashicorp/ashleemboyer-patch-1,Delete test-link-rewrites.yml
68,Delete test-link-rewrites.yml,,Delete test-link-rewrites.yml,
69,[COMPLIANCE] Add Copyright and License Headers (#12254),Co-authored-by: hashicorp-copywrite[bot] 110428419+hashicorp-copywrite[bot]@users.noreply.github.com,[COMPLIANCE] Add Copyright and License Headers (#12254),Co-authored-by: hashicorp-copywrite[bot] 110428419+hashicorp-copywrite[bot]@users.noreply.github.com
70,Update golang.org/x/net to address GO-2023-1571,» Go Modules Scanner     ⚠︎ found OSV reported vulnerability GHSA-vvpx-j8f3-3w6h in golang.org/x/net@v0.5.0     ⚠︎ found OSV reported vulnerability GO-2023-1571 in golang.org/x/net@v0.5.0,Update golang.org/x/net to address GO-2023-1571,» Go Modules Scanner     ⚠︎ found OSV reported vulnerability GHSA-vvpx-j8f3-3w6h in golang.org/x/net@v0.5.0     ⚠︎ found OSV reported vulnerability GO-2023-1571 in golang.org/x/net@v0.5.0
71,build(deps): bump github/issue-labeler from 2.6 to 3.0 (#12261),Bumps github/issue-labeler from 2.6 to 3.0. - Release notes - Commits  updated-dependencies: - dependency-name: github/issue-labeler   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): bump github/issue-labeler from 2.6 to 3.0 (#12261),Bumps github/issue-labeler from 2.6 to 3.0. - Release notes - Commits updated-dependencies: - dependency-name: github/issue-labeler   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
72,website: Update plugin tier for Nutanix to partner verified (#12291),,website: Update plugin tier for Nutanix to partner verified (#12291),
73,Update JSON template does not return substitute values in 1.8.6 version (#12290),"This change fixes a regression introduced in Packer 1.8.6, where configurations custom builder names , via the name attribute, would internally interpolate the proper build names, but would display the name to STDOUT as uninterpolated values. The change updates the creation of a CoreBuild for legacy JSON templates to use use the interpolated name as the final build type, which gets rendered to the screen. Test Results Before Fix ~>  go test ./... -run='TestCoreBuild_buildNameIntepolation' -v --- FAIL: TestCoreBuild_buildTypeIntepolation (0.01s)     core_test.go:930: build type interpolation failed; expected ""test.mybuild-RandomToken"", got ""test.{{user `build_name`}}""     core_test.go:930: build type interpolation failed; expected ""test.build-vardata"", got ""test.{{user `build_name`}}""     core_test.go:930: build type interpolation failed; expected ""test.build-12345"", got ""test.{{user `build_name`}}"" FAIL Test Results After Fix ~>  go test ./... -run='TestCoreBuild_buildNameIntepolation' -v === RUN   TestCoreBuild_buildTypeIntepolation --- PASS: TestCoreBuild_buildTypeIntepolation (0.01s) PASS Closes #12281",Update JSON template does not return substitute values in 1.8.6 version (#12290),"This change fixes a regression introduced in Packer 1.8.6, where configurations custom builder names , via the name attribute, would internally interpolate the proper build names, but would display the name to STDOUT as uninterpolated values. The change updates the creation of a CoreBuild for legacy JSON templates to use use the interpolated name as the final build type, which gets rendered to the screen. Test Results Before Fix ~>  go test ./... -run='TestCoreBuild_buildNameIntepolation' -v --- FAIL: TestCoreBuild_buildTypeIntepolation (0.01s)     core_test.go:930: build type interpolation failed; expected ""test.mybuild-RandomToken"", got ""test.{{user module}}""     core_test.go:930: build type interpolation failed; expected ""test.build-vardata"", got ""test.{{user module}}""     core_test.go:930: build type interpolation failed; expected ""test.build-12345"", got ""test.{{user module}}"" FAIL Test Results After Fix ~>  go test ./... -run='TestCoreBuild_buildNameIntepolation' -v === RUN   TestCoreBuild_buildTypeIntepolation --- PASS: TestCoreBuild_buildTypeIntepolation (0.01s) PASS Closes #12281"
74,CHANGELOG: Add HCP Packer description regression fix,,CHANGELOG: Add HCP Packer description regression fix,
75,Update CHANGELOG,,Update CHANGELOG,
76,Bump bundled plugins to latest available version (#12271),,Bump bundled plugins to latest available version (#12271),
77,build(deps): bump github.com/hashicorp/hcp-sdk-go from 0.33.0 to 0.34.0 (#12262),Bumps github.com/hashicorp/hcp-sdk-go from 0.33.0 to 0.34.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: github.com/hashicorp/hcp-sdk-go   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,build(deps): bump github.com/hashicorp/hcp-sdk-go from 0.33.0 to 0.34.0 (#12262),Bumps github.com/hashicorp/hcp-sdk-go from 0.33.0 to 0.34.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: github.com/hashicorp/hcp-sdk-go   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
78,Update github.com/hashicorp/go-getter/v2 pkgs to address CVE-2023-0475,,Update github.com/hashicorp/go-getter/v2 pkgs to address CVE-2023-0475,
79,build(deps): bump github.com/hashicorp/hcp-sdk-go from 0.31.0 to 0.33.0,Bumps github.com/hashicorp/hcp-sdk-go from 0.31.0 to 0.33.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: github.com/hashicorp/hcp-sdk-go   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/hashicorp/hcp-sdk-go from 0.31.0 to 0.33.0,Bumps github.com/hashicorp/hcp-sdk-go from 0.31.0 to 0.33.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: github.com/hashicorp/hcp-sdk-go   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
80,build(deps): bump hashicorp/actions-go-build from 0.1.7 to 0.1.9,Bumps hashicorp/actions-go-build from 0.1.7 to 0.1.9. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: hashicorp/actions-go-build   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,build(deps): bump hashicorp/actions-go-build from 0.1.7 to 0.1.9,Bumps hashicorp/actions-go-build from 0.1.7 to 0.1.9. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: hashicorp/actions-go-build   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
81,Update CHANGELOG for 1.8.6 and 1.9.0,,Update CHANGELOG for 1.8.6 and 1.9.0,
82,Update instance runner for workflow,Small Linux runners are only supported within on-prem actions. This change updates the workflow to use a public Linux runner.,Update instance runner for workflow,Small Linux runners are only supported within on-prem actions. This change updates the workflow to use a public Linux runner.
83,Fix crash when variables block is undefined,This change fixes a crash that occurs when trying to add undeclared variables into an empty variables map. The variables block when defined will always be non-nil but in the case where variables are declared and initialized from a legacy JSON variables file the map must be initialized first.,Fix crash when variables block is undefined,This change fixes a crash that occurs when trying to add undeclared variables into an empty variables map. The variables block when defined will always be non-nil but in the case where variables are declared and initialized from a legacy JSON variables file the map must be initialized first.
84,Bump development version to 1.9.0,Stable releases for 1.8.x will be made off of the release/1.8.x branch. Main will represent the next minor version. When ready for a release a new release branch will be created for the version.,Bump development version to 1.9.0,Stable releases for 1.8.x will be made off of the release/1.8.x branch. Main will represent the next minor version. When ready for a release a new release branch will be created for the version.
85,copywrite: add command/plugin.go to ignore list,The command/plugin.go file is auto-generated and should not be processed as part of copywrite headers.,copywrite: add command/plugin.go to ignore list,The command/plugin.go file is auto-generated and should not be processed as part of copywrite headers.
86,copywrite: setup configuration for licensing,"Copywrite is a tool developed internally at Hashicorp in order to maintain our source code up-to-date in terms of license headers. Since this will be monitored soon, we are preparing for this by adding the configuration for files to ignore.",copywrite: setup configuration for licensing,"Copywrite is a tool developed internally at Hashicorp in order to maintain our source code up-to-date in terms of license headers. Since this will be monitored soon, we are preparing for this by adding the configuration for files to ignore."
87,add changelog update for vendor label for linux packaging,,add changelog update for vendor label for linux packaging,
