Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
37,docs(fix): fix typos and improve intro wording (#687),0.51991326,"fix path lookup & re-add infra docs (#480) (592fd11), closes #478","Bumps @typescript-eslint/parser from 5.59.0 to 5.59.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@typescript-eslint/parser""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
38,chore(scripts): remove semantic-release (#525),0.58324945,internal changes: removed flow and babel from the code base as it was giving serious problems with third party repositories,Bumps prettier from 2.8.7 to 2.8.8. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: prettier   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
39,fix: failing test,0.5831805,improve error message for help (#2482) (99ae2a3),Bumps eslint from 8.38.0 to 8.39.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: eslint   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
40,fix: --config-name behaviour for fuctional configs (#2006),0.8346998,--config-name behaviour for functional configs (#2006) (29ecf8d),"Bumps @types/node from 18.15.13 to 18.16.0. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",1
41,chore: setup prettier as standalone (#2908),0.7105335,prettier config (#2719) (181295f),,1
42,feat(typescript): setup base infra,0.53986573,add create and new alias for init (#2616) (5a9789d), @webpack-cli/generators@3.0.2 @webpack-cli/serve@2.0.2 webpack-cli@5.0.2,0
43,tests(config): remove unnecessary assertion (#689),0.5589065,use npm ci for tests (#367) (#368) (0de8a4e),,0
44,fix(generators): use correct exit code (#2569),0.5873871,use logger for error with proper exit code (#2076) (2c9069f),"Bumps @types/node from 18.15.12 to 18.15.13. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
45,chore: upgrade webpack (#2729),0.7504419,Note: Version bump only for package webpack-cli,,1
46,chore(deps-dev): bump @typescript-eslint/eslint-plugin (#3723),0.59125525,error message on invalid plugin options (#2380) (f9ce1d3),"Bumps @types/node from 18.15.11 to 18.15.12. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
47,refactor: use console for logging (#1740),0.6238303,display used config path when logging level=log (#2431) (f8406e1),"Bumps @types/jest from 29.5.0 to 29.5.1. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/jest""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
48,misc(utils): refactor npmpackageexists function (#622),0.48810375,remove the redundant utils export (#3343) (a9ce5d0),Bumps webpack from 5.79.0 to 5.80.0. - Release notes - Commits  updated-dependencies: - dependency-name: webpack   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
49,chore(deps-dev): bump @typescript-eslint/parser from 5.46.0 to 5.46.1 (#3535),0.48491976,avoid deprecation message (9d6dbda),,0
50,chore(deps-dev): bump webpack from 5.26.0 to 5.26.1 (#2511),0.6583879,Note: Version bump only for package webpack-cli,"Bumps @typescript-eslint/parser from 5.58.0 to 5.59.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@typescript-eslint/parser""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
51,chore(release): 5.0.0 (#3492),0.6890643,5.1.0 (2023-05-07),"Bumps @typescript-eslint/eslint-plugin from 5.58.0 to 5.59.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@typescript-eslint/eslint-plugin""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
52,chore(deps-dev): bump eslint from 7.18.0 to 7.19.0 (#2387),0.600161,3.0.8 (2018-06-16),"Bumps @commitlint/cli from 17.6.0 to 17.6.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@commitlint/cli""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
53,1.5.0 lockfile,0.44635767,5.1.0 (2023-05-07),Bumps webpack-dev-server from 4.13.2 to 4.13.3. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: webpack-dev-server   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
54,chore(deps-dev): bump sass from 1.59.2 to 1.59.3 (#3676),0.5293734,4.8.0 (2021-08-15),"Bumps @commitlint/config-conventional from 17.6.0 to 17.6.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@commitlint/config-conventional""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
55,docs: add CLA link (#3461),0.53817457,"fix path lookup & re-add infra docs (#480) (592fd11), closes #478",Bumps colorette from 2.0.19 to 2.0.20. - Release notes - Commits  updated-dependencies: - dependency-name: colorette   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
56,chore: Minor typographical fixes (#1183),0.5158505,prettier config (#2719) (181295f),"Bumps @typescript-eslint/parser from 5.57.1 to 5.58.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@typescript-eslint/parser""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
57,"fix(prettier): add parser, filePath (#553)",0.5093318,"fix path lookup & re-add infra docs (#480) (592fd11), closes #478","Bumps @commitlint/config-conventional from 17.4.4 to 17.6.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@commitlint/config-conventional""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
58,chore(deps-dev): bump webpack from 5.26.1 to 5.26.2 (#2513),0.6301788,Note: Version bump only for package webpack-cli,"Bumps @commitlint/cli from 17.5.1 to 17.6.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@commitlint/cli""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
59,chore(release): publish %s,0.4594757,respect stats from the config (webpack@4) (#2098) (2d6e5c6),Bumps webpack from 5.78.0 to 5.79.0. - Release notes - Commits  updated-dependencies: - dependency-name: webpack   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
60,fix(create): add default sw in create template (#1153),0.4555726,"remove the --hot option in favor of directly using the HotModuleReplacement plugin (only for build command, for serve it will work)",Bumps sass from 1.61.0 to 1.62.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: sass   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
61,chore: add strict checks,0.43184996,Internal Documentation is added,"Bumps @typescript-eslint/eslint-plugin from 5.57.1 to 5.58.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@typescript-eslint/eslint-plugin""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
62,feat(opencollective prompt): work on windows setting atime by code,0.46988112,use async / await for info command (#494) (6833db9),,0
63,chore(deps-dev): bump @typescript-eslint/parser from 5.41.0 to 5.42.0 (#3466),0.48619804,avoid deprecation message (9d6dbda),Bumps eslint from 8.37.0 to 8.38.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: eslint   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
64,chore: add v3 as a tmp dep for dev-server,0.52203643,"V.3.2.1 replaces opencollective dependency with a lighter version and it fixes configuration lookup using ts, babel and so on. ",Bumps lint-staged from 13.2.0 to 13.2.1. - Release notes - Commits  updated-dependencies: - dependency-name: lint-staged   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
65,Merge pull request #693 from lakatostamas/feature/find-config-recursively,0.49222648,"fix path lookup & re-add infra docs (#480) (592fd11), closes #478",,0
66,Merge pull request #1036 from rishabh3112/fix/version-test,0.5314812,"fix for extending tests to --json (@axe312ger, https://github.com/webpack/webpack-cli/pull/242)", chore(deps-dev): bump webpack from 5.77.0 to 5.78.0  Bumps webpack from 5.77.0 to 5.78.0. - Release notes - Commits  updated-dependencies: - dependency-name: webpack   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com  docs: update options   Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Nitin Kumar snitin315@gmail.com,0
67,chore(deps): bump lodash from 4.17.11 to 4.17.15 in /packages/init,0.5786274,4.3.1 (2020-12-31),Bumps sass from 1.60.0 to 1.61.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: sass   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
68,docs(readme): removes the docs url for removed packages,0.50772274,remove the redundant utils export (#3343) (a9ce5d0),"Bumps @typescript-eslint/parser from 5.57.0 to 5.57.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@typescript-eslint/parser""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
69,resend changes in bin and argv,0.65642273,pass all argv to configurations when serve command used (#2345) (5070b9b),"Bumps @typescript-eslint/eslint-plugin from 5.57.0 to 5.57.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@typescript-eslint/eslint-plugin""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
70,chore: update yarn.lock (#2202),0.4465075,This patch contains a fix for a hanging exit condition. A full changelog found here,Bumps webpack-dev-server from 4.13.1 to 4.13.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: webpack-dev-server   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
71,"Revert ""chore(deps): pin root dependencies for utils""",0.50464165,dependencies: fix vulnerabilities (#458) (3953648),Bumps ts-jest from 29.0.5 to 29.1.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ts-jest   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
72,chore(deps): bump path-parse from 1.0.6 to 1.0.7 (#2890),0.48809883,removes debug in migrate (#342) (e9c6800),"Bumps @types/node from 18.15.10 to 18.15.11. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
73,chore(deps-dev): bump webpack,0.5901297,Note: Version bump only for package webpack-cli,Bumps webpack from 5.76.3 to 5.77.0. - Release notes - Commits  updated-dependencies: - dependency-name: webpack   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
74,test: add support for multiple test cases for smoke tests (#2495),0.5028987,use npm ci for tests (#367) (#368) (0de8a4e),,0
75,feat: add summary to smoketests (#3288),0.5299298,    },"Bumps @typescript-eslint/eslint-plugin from 5.56.0 to 5.57.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@typescript-eslint/eslint-plugin""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
76,chore: change arg in testutil,0.42486283,pass all argv to configurations when serve command used (#2345) (5070b9b),"Bumps @commitlint/cli from 17.5.0 to 17.5.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@commitlint/cli""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
77,docs: add GitHub discussions badge (#3787),0.4595292,This patch contains a fix for a hanging exit condition. A full changelog found here,Bumps eslint from 8.36.0 to 8.37.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: eslint   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
78,refactor: migrate basic group (#1837),0.462248,removes debug in migrate (#342) (e9c6800),"Bumps @typescript-eslint/parser from 5.56.0 to 5.57.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@typescript-eslint/parser""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
79,tests: use sync api for fs tests (#2099),0.47758475,respect stats from the config (webpack@4) (#2098) (2d6e5c6),Bumps sass-loader from 13.2.1 to 13.2.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: sass-loader   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
80,tests: add test for zero config (#1418),0.5971071,use npm ci for tests (#367) (#368) (0de8a4e),"Bumps @types/node from 18.15.6 to 18.15.10. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com",0
81,feat(cli): Typescript support,0.5397668,allow to pass parseOption to CLI class (#2299) (2af0801),Bumps prettier from 2.8.6 to 2.8.7. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: prettier   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
