Index,Message,Description,Message Abstract,Description Abstract
129,"Add Expose support, drop ngrok binary and move it to be managed by Brew, drop copying ngrok share URL to clipbaord","  Extract basic driver with public/ from basic driver, and simplify both   Apply fixes from StyleCI   Set HTTP_HOST in BaseDriverTest   Move server helpers to their own file; add type hints   Update drivers location and loading   Extract much of server.php into a Server class  Move all but the Laravel and Basic drivers into a subfolder Load all but the Laravel and Basic drivers via glob  Add beforeLoading hook to simplify the frontControllerPath method for some drivers   Apply fixes from StyleCI   Add additional notes to upgrade.md   Apply fixes from StyleCI   Require PHP 8.0   Add type hints and return type hints to Brew   Apply fixes from StyleCI   Add type hints and return type hints to CommandLine   Add type hints and return type hints to Configuration   Add type hints and return type hints to Diagnose   Apply fixes from StyleCI   Add type hints and return type hints to DnsMasq   Add type hints and return hints to Filesystem   Add type hints and return types to Nginx   Add type hints and return types to ngrok   Add type hints and return types to PhpFpm   Apply fixes from StyleCI   Add type hints and return types to Site and Valet   Apply fixes from StyleCI   Require passing a version number to isolate command   Apply fixes from StyleCI   Bump compat to php 8; add type hints and return types to helpers   Apply fixes from StyleCI   Use constructor promotion   Apply fixes from StyleCI   Write tests for Server.php   Apply fixes from StyleCI   Move upgrade calls into Upgrader class, and add upgrade to check for old custom drivers   Apply fixes from StyleCI   Replace some \n with PHP_EOL; move custom drivers into Custom namespace   Apply fixes from StyleCI   Add doc blocks   Clean up NullWriter; drop legacy config check   Allow null response from frontControllerPath   Apply fixes from StyleCI   Drop exits, fix 404 path   Better handle new installations   Apply fixes from StyleCI   Drop extensions   Clean up DX for fetch-share-url   Apply fixes from StyleCI   Fix site::unlink method signature and docblock   Tweak the wording for the which command   Support isolated sites running PHP 7.4   Add a bunch more CLI command tests (#1332)   Wip some cli tests   Apply fixes from StyleCI   Test parked command   Test forget command   Update Filesystem::rmDirAndContents to respect symlinks   Wip cli commands   Apply fixes from StyleCI   Test link command, unlink command, and secure command   Apply fixes from StyleCI   Add tests for unsecure, unsecure --all, secured commands   Add placeholders for the remaining CLI commands Add nginx::restart to unsecure --all command Co-authored-by: StyleCI Bot bot@styleci.io   Drop old config migrations   Add status command (#1329)   Build the foundation of a status command   Apply fixes from StyleCI   Wip testing status command   Apply fixes from StyleCI   Fix status test   Apply fixes from StyleCI   Fix race condition in creating test config file   Apply fixes from StyleCI   Reset container for each test   Differentiate response code based on success or failure of status command   Apply fixes from StyleCI   Add the ability to test if a Brew service is running   Apply fixes from StyleCI   Check for more services running in status command   Apply fixes from StyleCI   Test Status   Apply fixes from StyleCI   Drop Yoast from base application test case   Co-authored-by: StyleCI Bot bot@styleci.io   Test most of the remaining CLI commands   Test set tld command   Test set loopback command   Test proxy, unproxy, and proxies commands   Apply fixes from StyleCI   Test which command   Test diagnose command   Test directory-listing and which-php commands   Text isolate and unisolate and isolated commands   Apply fixes from StyleCI   Test trust command   Apply fixes from StyleCI   Test on-latest-version command   Move uninstall text to a class, and tweak text and presentation   Apply fixes from StyleCI   Test use command   Test stop command   Test start command   Test restart command   Co-authored-by: StyleCI Bot bot@styleci.io   Drop unnecessary doc blocks (#1339)   Drop unnecessary doc blocks   Apply fixes from StyleCI   Co-authored-by: StyleCI Bot bot@styleci.io   Tweak status output and install output   Add debug instructions to valet status, expand ""valet installed"" status check   Drop extensions directory   Apply fixes from StyleCI   Remove more docblocks   Upgrade ngrok to 3.1.0   Test force uninstall command   Test log command   Drop copying Ngrok share to clipboard; add first steps of Expose code   Add logic paths for Expose vs. ngrok and the share-tool config   Apply fixes from StyleCI   Take the first steps of manually installing ngrok and expose when needed   Apply fixes from StyleCI   Next steps Brew-installed ngrok   Apply fixes from StyleCI   Add class to represent Composer; continue ngrok + expose updates   Apply fixes from StyleCI   Add ensureInstalled() method to Expose and installOrFail() to Composer   Apply fixes from StyleCI   Require global PHP 8+ to install   Exit if invalid domain is passed to valet share   Update Composer dependencies to use Illuminate/Container   Drop the idea of passing a custom domain to valet share   Co-authored-by: StyleCI Bot bot@styleci.io","Add Expose support, drop ngrok binary and move it to be managed by Brew, drop copying ngrok share URL to clipbaord","Extract basic driver with public/ from basic driver, and simplify both Apply fixes from StyleCI Set HTTP_HOST in BaseDriverTest Move server helpers to their own file; add type hints Update drivers location and loading Extract much of server.php into a Server class Move all but the Laravel and Basic drivers into a subfolder Load all but the Laravel and Basic drivers via glob Add beforeLoading hook to simplify the frontControllerPath method for some drivers Apply fixes from StyleCI Add additional notes to upgrade.md Apply fixes from StyleCI Require PHP 8.0 Add type hints and return type hints to Brew Apply fixes from StyleCI Add type hints and return type hints to CommandLine Add type hints and return type hints to Configuration Add type hints and return type hints to Diagnose Apply fixes from StyleCI Add type hints and return type hints to DnsMasq Add type hints and return hints to Filesystem Add type hints and return types to Nginx Add type hints and return types to ngrok Add type hints and return types to PhpFpm Apply fixes from StyleCI Add type hints and return types to Site and Valet Apply fixes from StyleCI Require passing a version number to isolate command Apply fixes from StyleCI Bump compat to php 8; add type hints and return types to helpers Apply fixes from StyleCI Use constructor promotion Apply fixes from StyleCI Write tests for Server.php Apply fixes from StyleCI Move upgrade calls into Upgrader class, and add upgrade to check for old custom drivers Apply fixes from StyleCI Replace some \n with PHP_EOL; move custom drivers into Custom namespace Apply fixes from StyleCI Add doc blocks Clean up NullWriter; drop legacy config check Allow null response from frontControllerPath Apply fixes from StyleCI Drop exits, fix 404 path Better handle new installations Apply fixes from StyleCI Drop extensions Clean up DX for fetch-share-url Apply fixes from StyleCI Fix site::unlink method signature and docblock Tweak the wording for the which command Support isolated sites running PHP 7.4 Add a bunch more CLI command tests (#1332) Wip some cli tests Apply fixes from StyleCI Test parked command Test forget command Update Filesystem::rmDirAndContents to respect symlinks Wip cli commands Apply fixes from StyleCI Test link command, unlink command, and secure command Apply fixes from StyleCI Add tests for unsecure, unsecure --all, secured commands Add placeholders for the remaining CLI commands Add nginx::restart to unsecure --all command Co-authored-by: StyleCI Bot bot@styleci.io Drop old config migrations Add status command (#1329) Build the foundation of a status command Apply fixes from StyleCI Wip testing status command Apply fixes from StyleCI Fix status test Apply fixes from StyleCI Fix race condition in creating test config file Apply fixes from StyleCI Reset container for each test Differentiate response code based on success or failure of status command Apply fixes from StyleCI Add the ability to test if a Brew service is running Apply fixes from StyleCI Check for more services running in status command Apply fixes from StyleCI Test Status Apply fixes from StyleCI Drop Yoast from base application test case Co-authored-by: StyleCI Bot bot@styleci.io Test most of the remaining CLI commands Test set tld command Test set loopback command Test proxy, unproxy, and proxies commands Apply fixes from StyleCI Test which command Test diagnose command Test directory-listing and which-php commands Text isolate and unisolate and isolated commands Apply fixes from StyleCI Test trust command Apply fixes from StyleCI Test on-latest-version command Move uninstall text to a class, and tweak text and presentation Apply fixes from StyleCI Test use command Test stop command Test start command Test restart command Co-authored-by: StyleCI Bot bot@styleci.io Drop unnecessary doc blocks (#1339) Drop unnecessary doc blocks Apply fixes from StyleCI Co-authored-by: StyleCI Bot bot@styleci.io Tweak status output and install output Add debug instructions to valet status, expand ""valet installed"" status check Drop extensions directory Apply fixes from StyleCI Remove more docblocks Upgrade ngrok to 3.1.0 Test force uninstall command Test log command Drop copying Ngrok share to clipboard; add first steps of Expose code Add logic paths for Expose vs. ngrok and the share-tool config Apply fixes from StyleCI Take the first steps of manually installing ngrok and expose when needed Apply fixes from StyleCI Next steps Brew-installed ngrok Apply fixes from StyleCI Add class to represent Composer; continue ngrok + expose updates Apply fixes from StyleCI Add ensureInstalled() method to Expose and installOrFail() to Composer Apply fixes from StyleCI Require global PHP 8+ to install Exit if invalid domain is passed to valet share Update Composer dependencies to use Illuminate/Container Drop the idea of passing a custom domain to valet share Co-authored-by: StyleCI Bot bot@styleci.io"
130,Fixes permission denied check when result starts with 'Permission denied' (#1343),,Fixes permission denied check when result starts with 'Permission denied' (#1343),
131,Test log command,,Test log command,
132,Test force uninstall command,,Test force uninstall command,
133,Upgrade ngrok to 3.1.0,,Upgrade ngrok to 3.1.0,
134,Merge branch 'version-4' of github.com:laravel/valet into version-4,,Merge branch 'version-4' of github.com:laravel/valet into version-4,
135,Remove more docblocks,,Remove more docblocks,
136,Apply fixes from StyleCI,,Apply fixes from StyleCI,
137,Drop extensions directory,,Drop extensions directory,
138,"Add debug instructions to valet status, expand ""valet installed"" status check",,"Add debug instructions to valet status, expand ""valet installed"" status check",
139,Tweak status output and install output,,Tweak status output and install output,
140,Drop unnecessary doc blocks (#1339),  Drop unnecessary doc blocks   Apply fixes from StyleCI   Co-authored-by: StyleCI Bot bot@styleci.io,Drop unnecessary doc blocks (#1339),Drop unnecessary doc blocks Apply fixes from StyleCI Co-authored-by: StyleCI Bot bot@styleci.io
141,Test most of the remaining CLI commands,"  Test set tld command   Test set loopback command   Test proxy, unproxy, and proxies commands   Apply fixes from StyleCI   Test which command   Test diagnose command   Test directory-listing and which-php commands   Text isolate and unisolate and isolated commands   Apply fixes from StyleCI   Test trust command   Apply fixes from StyleCI   Test on-latest-version command   Move uninstall text to a class, and tweak text and presentation   Apply fixes from StyleCI   Test use command   Test stop command   Test start command   Test restart command   Co-authored-by: StyleCI Bot bot@styleci.io",Test most of the remaining CLI commands,"Test set tld command Test set loopback command Test proxy, unproxy, and proxies commands Apply fixes from StyleCI Test which command Test diagnose command Test directory-listing and which-php commands Text isolate and unisolate and isolated commands Apply fixes from StyleCI Test trust command Apply fixes from StyleCI Test on-latest-version command Move uninstall text to a class, and tweak text and presentation Apply fixes from StyleCI Test use command Test stop command Test start command Test restart command Co-authored-by: StyleCI Bot bot@styleci.io"
142,Add status command (#1329),  Build the foundation of a status command   Apply fixes from StyleCI   Wip testing status command   Apply fixes from StyleCI   Fix status test   Apply fixes from StyleCI   Fix race condition in creating test config file   Apply fixes from StyleCI   Reset container for each test   Differentiate response code based on success or failure of status command   Apply fixes from StyleCI   Add the ability to test if a Brew service is running   Apply fixes from StyleCI   Check for more services running in status command   Apply fixes from StyleCI   Test Status   Apply fixes from StyleCI   Drop Yoast from base application test case   Co-authored-by: StyleCI Bot bot@styleci.io,Add status command (#1329),Build the foundation of a status command Apply fixes from StyleCI Wip testing status command Apply fixes from StyleCI Fix status test Apply fixes from StyleCI Fix race condition in creating test config file Apply fixes from StyleCI Reset container for each test Differentiate response code based on success or failure of status command Apply fixes from StyleCI Add the ability to test if a Brew service is running Apply fixes from StyleCI Check for more services running in status command Apply fixes from StyleCI Test Status Apply fixes from StyleCI Drop Yoast from base application test case Co-authored-by: StyleCI Bot bot@styleci.io
143,Drop old config migrations,,Drop old config migrations,
144,Add a bunch more CLI command tests (#1332),"  Wip some cli tests   Apply fixes from StyleCI   Test parked command   Test forget command   Update Filesystem::rmDirAndContents to respect symlinks   Wip cli commands   Apply fixes from StyleCI   Test link command, unlink command, and secure command   Apply fixes from StyleCI   Add tests for unsecure, unsecure --all, secured commands   Add placeholders for the remaining CLI commands Add nginx::restart to unsecure --all command Co-authored-by: StyleCI Bot bot@styleci.io",Add a bunch more CLI command tests (#1332),"Wip some cli tests Apply fixes from StyleCI Test parked command Test forget command Update Filesystem::rmDirAndContents to respect symlinks Wip cli commands Apply fixes from StyleCI Test link command, unlink command, and secure command Apply fixes from StyleCI Add tests for unsecure, unsecure --all, secured commands Add placeholders for the remaining CLI commands Add nginx::restart to unsecure --all command Co-authored-by: StyleCI Bot bot@styleci.io"
145,Update tests.yml,,Update tests.yml,
146,Merge pull request #1328 from laravel/mes/support-isolated-php-74,Support isolated sites running PHP 7.4,Merge pull request #1328 from laravel/mes/support-isolated-php-74,Support isolated sites running PHP 7.4
147,Support isolated sites running PHP 7.4,,Support isolated sites running PHP 7.4,
148,Tweak the wording for the which command,,Tweak the wording for the which command,
149,Merge branch 'version-4' of github.com:laravel/valet into version-4,,Merge branch 'version-4' of github.com:laravel/valet into version-4,
150,Fix site::unlink method signature and docblock,,Fix site::unlink method signature and docblock,
151,Apply fixes from StyleCI,,Apply fixes from StyleCI,
152,Clean up DX for fetch-share-url,,Clean up DX for fetch-share-url,
153,Drop extensions,,Drop extensions,
154,Apply fixes from StyleCI,,Apply fixes from StyleCI,
155,Better handle new installations,,Better handle new installations,
156,Merge,,Merge,
157,"Drop exits, fix 404 path",,"Drop exits, fix 404 path",
158,Apply fixes from StyleCI,,Apply fixes from StyleCI,
159,Allow null response from frontControllerPath,,Allow null response from frontControllerPath,
160,Merge v3,,Merge v3,
161,Merge pull request #1325 from laravel/mes/ngrok-auth-token-command,Add set-ngrok-token command,Merge pull request #1325 from laravel/mes/ngrok-auth-token-command,Add set-ngrok-token command
162,Apply fixes from StyleCI,,Apply fixes from StyleCI,
163,Add set-ngrok-token command,,Add set-ngrok-token command,
164,Clean up NullWriter; drop legacy config check,,Clean up NullWriter; drop legacy config check,
165,Apply fixes from StyleCI,,Apply fixes from StyleCI,
166,Clean up NullWriter references,,Clean up NullWriter references,
167,Merge branch 'version-4' of github.com:laravel/valet into version-4,,Merge branch 'version-4' of github.com:laravel/valet into version-4,
168,Add doc blocks,,Add doc blocks,
169,Apply fixes from StyleCI,,Apply fixes from StyleCI,
170,Replace some \n with PHP_EOL; move custom drivers into Custom namespace,,Replace some \n with PHP_EOL; move custom drivers into Custom namespace,
171,Apply fixes from StyleCI,,Apply fixes from StyleCI,
172,Require passing a version number to isolate command,,Require passing a version number to isolate command,
173,Apply fixes from StyleCI,,Apply fixes from StyleCI,
174,Merge branch 'version-4' of github.com:laravel/valet into version-4,,Merge branch 'version-4' of github.com:laravel/valet into version-4,
175,"Move upgrade calls into Upgrader class, and add upgrade to check for old custom drivers",,"Move upgrade calls into Upgrader class, and add upgrade to check for old custom drivers",
176,Apply fixes from StyleCI,,Apply fixes from StyleCI,
177,Merge branch 'version-4' of github.com:laravel/valet into version-4,,Merge branch 'version-4' of github.com:laravel/valet into version-4,
178,Write tests for Server.php,,Write tests for Server.php,
179,Apply fixes from StyleCI,,Apply fixes from StyleCI,
180,Merge branch 'version-4' of github.com:laravel/valet into version-4,,Merge branch 'version-4' of github.com:laravel/valet into version-4,
181,Use constructor promotion,,Use constructor promotion,
182,Apply fixes from StyleCI,,Apply fixes from StyleCI,
183,Bump compat to php 8; add type hints and return types to helpers,,Bump compat to php 8; add type hints and return types to helpers,
184,Clean up helpers,,Clean up helpers,
185,Merge pull request #1321 from laravel/mes/type-hints-and-return-hints,Add type hints and return types,Merge pull request #1321 from laravel/mes/type-hints-and-return-hints,Add type hints and return types
186,Apply fixes from StyleCI,,Apply fixes from StyleCI,
187,Merge branch 'mes/type-hints-and-return-hints' of github.com:laravel/valet into mes/type-hints-and-return-hints,,Merge branch 'mes/type-hints-and-return-hints' of github.com:laravel/valet into mes/type-hints-and-return-hints,
188,Require passing a version number to isolate command,,Require passing a version number to isolate command,
