Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Update nav menu dark text to be consistent with nav link (#239),0.74752355,Update nav menu dark text to be consistent with nav link by @RhysLees in https://github.com/laravel/breeze/pull/239,,1
[1.x] Inertia v1 (#238),0.7632755,Inertia Stack (#44)),  Update dependencies   Rename imports   Update progress usage   Update setup arguments   Remove .value from Vue usePage()   Update Vite ssr.noExternal setting   Update to Inertia 1.0   Update Inertia Laravel package   Remove creation of Inertia config on SSR install   This is no longer required as Inertia will automatically detect SSR.  Remove ssr.noExternal from Vite config  This doesn't seem to be required any longer.   Remove unused import   Pass empty object to useForm ,1
[1.x] Laravel v10 (#235),0.73884016,Laravel 9 Support (#119),  Laravel v10   Update tests.yml   Update tests.yml   Update composer.json   Update tests.yml   Update tests.yml   wip   wip ,1
Use Illuminate console components (#237),0.5822556,Use Illuminate console components for prompting by @jessarcher in https://github.com/laravel/breeze/pull/237,,0
Prompt when the stack argument is not provided (#236),0.6253889,Prompt when the stack argument is not provided by @jessarcher in https://github.com/laravel/breeze/pull/236,,0
[1.x] Uses PHP Native Type Declarations 🐘  (#201),0.56734633,Uses PHP Native Type Declarations 🐘  by @nunomaduro in https://github.com/laravel/breeze/pull/201,  Adds types to stubs   Fixes import order   Fixes $policies annotation   Improves types on Request::rules   Adds types to profile page related features (#234) ,0
Fixed name of isFocused prop (#232),0.5926313,Renamed isFocused prop on TextInput component by @drewmw5 in https://github.com/laravel/breeze/pull/232,,0
Remove unused vue imports (#231),0.8130143,Remove unused vue imports by @dillingham in https://github.com/laravel/breeze/pull/231,  Remove unused usePage   Remove unused ref ,1
vite 4 support (#226),0.34153488,Fix Vue warning (#62)﻿,,0
Fixed capitilization of autoComplete prop (#230),0.44548017,Add email (username) autocomplete (#51),,0
[1.x] Blade stack - Moved duplicated logo component to guest layout (#228),0.9009496,Blade stack - Moved duplicated logo component to guest layout by @magdicom in https://github.com/laravel/breeze/pull/228,  move duplicated logo component to guest layout   Added link to register page from login page   Added link to register page from login page   Update .gitignore   Remove link to registration page   remove auth card   Co-authored-by: Taylor Otwell taylor@laravel.com,1
Fix typo in delete user forms (#225),0.7328364,Fix typo in delete user forms by @alexcanana in https://github.com/laravel/breeze/pull/225,,1
Use Default NPM Package Manager of User if Lock File Exists In Base Path (#224),0.77023184,Use Default NPM Package Manager of User if Lock File Exists In Base Path by @andrewdwallo in https://github.com/laravel/breeze/pull/224,  modified:   src/Console/InstallsBladeStack.php     modified:   src/Console/InstallsInertiaStacks.php   Update InstallsBladeStack.php   Update InstallsInertiaStacks.php   Co-authored-by: Taylor Otwell taylor@laravel.com,1
Fix close modal with escape keydown and cleanup import react (#218),0.7536159,Fix close modal with escape keydown and cleanup import react by @fouteox in https://github.com/laravel/breeze/pull/218,  React formatting   Coherence type for input   Fix close modal with escape key and cleanup import react   fix label   add id for label and try delete import react in ssr.jsx   fix React import and refactor Modal with native Portal in headlessui   fix space   tiny fix ,1
status must be String (#219),0.46663547,Status must be String by @marsuboss in https://github.com/laravel/breeze/pull/219,,0
fix-psr-4-warning (#221),0.67135024,Fix-psr-4-warning by @Kamona-WD in https://github.com/laravel/breeze/pull/221,,0
Create issues.yml,0.28244096,Fix Vue warning (#62)﻿,,0
Add missing translation methods to Blade stack (#215),0.7615156,Add missing translation methods to Blade stack by @jessarcher in https://github.com/laravel/breeze/pull/215,  Add missing translation methods to Blade stack   formatting   formatting   Co-authored-by: Taylor Otwell taylor@laravel.com,1
formatting,0.29978564,Changed,,0
React formatting (#214),0.6424874,React formatting by @fouteox in https://github.com/laravel/breeze/pull/214,  React formatting   Coherence type for input ,0
Vue code formatting (#212),0.7552431,Vue code formatting by @jessarcher in https://github.com/laravel/breeze/pull/212,  Configure StyleCI to format Vue files   Formatting ,1
Fix closing tag (#213),0.5614307,Fix closing tag by @kaozaza2 in https://github.com/laravel/breeze/pull/213,fix invalid closing tag.,0
Update PasswordUpdateTest.php (#211),0.5233951,Fix namespace in PasswordUpdateTest.php by @irsyadadl in https://github.com/laravel/breeze/pull/211,,0
Opt-in dark mode support :crescent_moon:  (#209),0.58452404,Opt-in dark mode support :crescent_moon:  by @jessarcher in https://github.com/laravel/breeze/pull/209,  Add opt-in dark mode support   Formatting ,0
"Add ""Profile"" page (#205)",0.51448274,"Add ""Profile"" page by @jessarcher in https://github.com/laravel/breeze/pull/205",  Add profile page   Improve layout spacing and consistency between stacks   Fix Blade profile test   Update ProfileTest.php   Update ProfileTest.php   Update ProfileController.php   Update ProfileTest.php   Update ProfileTest.php   Update ProfileController.php   Simplify logic   Avoid route naming conflict   Add dedicated password controller   Display profile saved notification for Blade stack   Formatting   Co-authored-by: Taylor Otwell taylor@laravel.com,0
RegisteredUserController stubs should use the User model name instead of table name in the validators (#206),0.76966506,RegisteredUserController stubs should use the User model name instead of table name in the validators by @viliamjr in https://github.com/laravel/breeze/pull/206, Class name instead of table name in validators:  Validators in RegisteredUserController stubs should reference the User class name instead of table name to avoid  error throw when registering a new user after change the database schema (postgres) from the 'users' table.  Fix code style: suggested by StyleCI.,1
fix preloading in dev (#199),0.5335827,Fix preloading in dev by @timacdonald in https://github.com/laravel/breeze/pull/199,,0
[1.x] Vite preloading (#196),0.411574,Vite preloading by @timacdonald in https://github.com/laravel/breeze/pull/196,  preloading   require latest laravel version ,0
[1.x]: Bumpp React and Vue Dependencies (#197),0.7001221,Bump React and Vue Dependencies by @dammy001 in https://github.com/laravel/breeze/pull/197,,1
"Replace double quote("") with single quote(') (#195)",0.33917946,"Replace double quote("") with single quote(') by @itxshakil in https://github.com/laravel/breeze/pull/195",Consistent design guideline,0
Improves GitHub Actions Workflow (#194),0.28696504,Clean up route definition for Single Action Controllers by @istiak-tridip in https://github.com/laravel/breeze/pull/249,  wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip ,0
Upgrade to React 18 (#192),0.64941305,Upgrade to React 18 by @kjoedion in https://github.com/laravel/breeze/pull/192,  Use React 18 createRoot API   Update to latest version of react (18)   Make styleci happy ,0
Fixes HandleInertiaRequests::handle related types. (#193),0.42641532,Improve Vite compatibility by @jessarcher in https://github.com/laravel/breeze/pull/154,  types   types ,0
Make Blade app header optional (#189),0.8558675,Make Blade app header optional by @jessarcher in https://github.com/laravel/breeze/pull/189,,1
Add verified middleware to Blade dashboard (#190),0.7289322,Consistently use verified middleware on /dashboard route. by @jessarcher in https://github.com/laravel/breeze/pull/190,,1
Display errors alongside fields in Blade stack (#191),0.8622716,Display errors alongside fields in Blade stack by @jessarcher in https://github.com/laravel/breeze/pull/191,,1
Make app directory consistently lowercase (#187),0.74478185,Make app directory consistently lowercase by @jessarcher in https://github.com/laravel/breeze/pull/187,,1
"[1.x] Remove ""Breeze"" component prefix (#179)",0.8265703,"Remove ""Breeze"" component prefix by @jessarcher in https://github.com/laravel/breeze/pull/179",  Remove Breeze prefix from components   Standardize layout components   Rename components that conflict with HTML elements ,1
Test stubs in CI (#184),0.36916736,Update stubs/inertia/app case in installInertiaStack (#53),,0
support vite manifest change versions,0.3449018,Update stubs/inertia/app case in installInertiaStack (#53),,0
Set application home URI to /dashboard (#181),0.64520144,Set application home URI to /dashboard by @nikolaynikolaevn in https://github.com/laravel/breeze/pull/181,"Set the application home to /dashboard since the /home URI does not exist by default but /dashboard exists on the Breeze Next.js example app. Alternatively, this could be set to ""/"" as this URL should be available on most apps. This then will be used by the VerifyEmailController for redirection to config('app.frontend_url').RouteServiceProvider::HOME.'?verified=1'.",0
[1.x] Install NPM dependencies and build assets (#180),0.5046207,Install NPM dependencies and build assets by @jessarcher in https://github.com/laravel/breeze/pull/180,  Install NPM dependencies and build assets   Update InstallCommand.php   Co-authored-by: Taylor Otwell taylor@laravel.com,0
[1.x] Style improvements (#177),0.44525462,Style improvements by @jessarcher in https://github.com/laravel/breeze/pull/177,  Remove unnecessary styles from Vue welcome page   Add missing dark variant for welcome nav links   Fix underlined trailing white space in Vue welcome page   Make StyleCI happy ,0
[1.x] Validate the stack argument (#178),0.4992481,Prompt when the stack argument is not provided by @jessarcher in https://github.com/laravel/breeze/pull/236,  Validate the stack argument   Update InstallCommand.php   Co-authored-by: Taylor Otwell taylor@laravel.com,0
[1.x] Display validation errors alongside their field (#175),0.5886244,Display validation errors alongside their field by @jessarcher in https://github.com/laravel/breeze/pull/175,  Add InputError component for React   Display validation errors alongside the fields ,0
Switch to fonts.bunny.net instead of Google Fonts (#174),0.53139627,Switch to fonts.bunny.net instead of Google Fonts by @lucasRolff in https://github.com/laravel/breeze/pull/174,,0
Transliterate throttle key (#173),0.7112408,Transliterate throttle key by @JurianArie in https://github.com/laravel/breeze/pull/173,,1
Improves console output of install command (#172),0.38924354,React installation option (#73),,0
[1.x] Vite 3 support (#171),0.34562936,Fix Vue warning (#62)﻿,  vite 3 support   don't externalise inertia server   CS   Use a single Vite config file   Co-authored-by: Jess Archer jess@jessarcher.com,0
Update SSR directory (#168),0.5876583,Update SSR directory by @jessarcher in https://github.com/laravel/breeze/pull/168,,0
Fix: React SSR installation error (#169),0.7143321,Fix: React SSR installation error by @renomureza in https://github.com/laravel/breeze/pull/169,  Fix: React SSR installation error   Update InstallsInertiaStacks.php   Co-authored-by: Taylor Otwell taylor@laravel.com,1
Laravel 8 don't support the vite. (#167),0.81686544,Laravel 8 don't support the vite. by @Jehong-Ahn in https://github.com/laravel/breeze/pull/167,  Laravel 8 don't support the vite.   formatting   Co-authored-by: Tim MacDonald hello@timacdonald.me,1
add default reloading to breeze stacks (#166),0.7192136,Add default view / routes reloading to breeze stacks by @timacdonald in https://github.com/laravel/breeze/pull/166,,1
fixes ziggy when using SSR and determining the current URL (#163),0.70355356,Fix ziggy determing current URL when using SSR by @timacdonald in https://github.com/laravel/breeze/pull/163,,1
bump tailwind forms issue to fix console warning withV Vite (#161),0.68037575,Bump @tailwindcss/forms fix console warning with Vite by @timacdonald in https://github.com/laravel/breeze/pull/161,,0
[1.x] Vite (#158),0.28894243,Inertia Stack (#44)),  Use Vite   Update Vite entrypoint config   Style fixes   Update ziggy imports   see: https://github.com/laravel/jetstream/pull/1069/files  build SSR last to show built asset path  Co-authored-by: Tim MacDonald hello@timacdonald.me,0
fix Tailwindcss first party TypeScript types weren't working right (#160),0.694929,fix TailwindCSS first party TypeScript types weren't working right by @geisi in https://github.com/laravel/breeze/pull/160,,0
bump TailwindCSS to 3.1 (#156),0.7596395,Update Tailwind config (de0cbf4),add new FirstParty TypeScript types to tailwind config,1
Update pull-requests.yml,0.3138798,"Add @inertiajs/progress to package dependencies (#46, #49)",,0
Update update-changelog.yml,0.39234716,Update versions (aa90bfd),,0
[1.x] Improve Vite compatibility (#154),0.43909264,Improve Vite compatibility by @jessarcher in https://github.com/laravel/breeze/pull/154,  Use jsx extension for files containing JSX   Switch to ESM imports   This improves the transition for Vite users.,0
[1.x] Fix inability to click dropdown content in React version (#153),0.798602,Fix inability to click dropdown content in React version by @jessarcher in https://github.com/laravel/breeze/pull/153," Fix inability to click dropdown content in React version  The click-away element was covering the content, even though the content had a higher z-index, because the Transition component wrapped the content in a <div> that started a new stacking context due to the transform and opacity classes on it.  Linting",1
[1.x] Simplify Tailwind installation (#155),0.70883536,Update Tailwind config (de0cbf4),  Remove duplicate app.css file   Use modern Tailwind directives   Remove redundant dependency ,1
Create pull-requests.yml,0.2560503,"Add @inertiajs/progress to package dependencies (#46, #49)",,0
[1.x] Add Inertia SSR Support  (#146),0.5730336,Update Inertia version (d5f7582),  feat: Add Inertia SSR Support.   feat: Add Support for Inertia React   style: fixes. ,0
Use .alias method from Mix (#145),0.47953156,Use .alias method from Mix by @xiCO2k in https://github.com/laravel/breeze/pull/145,,0
update cors.php (#144),0.7407649,Update cors.php by @trungpv1601 in https://github.com/laravel/breeze/pull/144,Co-authored-by: trungpv trungpv@trungpvs-MacBook-Pro-2.local,1
Update .styleci.yml,0.37979332,Update font and welcome page by @jessarcher in https://github.com/laravel/breeze/pull/253,,0
Update .styleci.yml (#143),0.4220323,Update font and welcome page by @jessarcher in https://github.com/laravel/breeze/pull/253,,0
updated inertia to current latest i.e. 0.11.0 (#142),0.7562084,Update Inertia version (d5f7582),,1
"[1.x] Use central, reusable workflow to update changelog (#139)",0.27092478,Update versions (aa90bfd),  Use reusable workflow to update changelog   Update update-changelog.yml   Co-authored-by: Dries Vints dries@vints.io,0
feat: add routes name to register and login  paths (#140),0.6263876,Add routes name to register and login  paths by @alphaolomi in https://github.com/laravel/breeze/pull/140,,0
Remove unused import (#141),0.613902,Remove unused component (#54)﻿,,0
Update CHANGELOG.md,0.4553762,Update versions (aa90bfd),,0
[1.x] Group common middleware instead of duplicating on inertia-common (#135),0.75255716,Group common middleware instead of duplicating on inertia-common by @dammy001 in https://github.com/laravel/breeze/pull/135,  [1.x] Group common middleware instead of duplicating   Update auth.php   fix styleci ,1
[1.x]: redirect to breeze 9.x instead of 8.x (#134),0.5481195,Fix ziggy determing current URL when using SSR by @timacdonald in https://github.com/laravel/breeze/pull/163,  [1.x]: redirect to breeze 9.x instead of 8.x   Update README.md   Co-authored-by: Taylor Otwell taylor@laravel.com,0
[1.x] Group common middleware instead of duplicating (#131),0.6995019,Group common middleware instead of duplicating by @dammy001 in https://github.com/laravel/breeze/pull/131,  group common middleware instead of duplicating   Update auth.php   Update auth.php ,0
Don't mix __() and trans() in the same file (#132),0.48474264,Don't mix __() and trans() in the same file by @hailwood in https://github.com/laravel/breeze/pull/132,,0
Update asserted redirect route (#133),0.4622114,Fix url replacement (5af95ec),,0
update BladeStack dependencies (#129),0.715034,Update BladeStack dependencies by @dammy001 in https://github.com/laravel/breeze/pull/129,,1
update InertiaReactStack dependencies (#130),0.7327923,Update Inertia version (d5f7582),,1
update InitialVueStack packages to latest (#128),0.49812758,Update InitialVueStack packages to latest by @dammy001 in https://github.com/laravel/breeze/pull/128,,0
Transition Inertia Vue stubs to <script setup> syntax (#127),0.8444874,Transition Inertia Vue stubs to <script setup> syntax by @jessarcher in https://github.com/laravel/breeze/pull/127,  Transition to ,1
fix url replacement,0.87642056,Fix url replacement (5af95ec),,1
update version,0.72333866,Update versions (aa90bfd),,1
update inertia version,0.874722,Update Inertia version (d5f7582),,1
Update app.blade.php (#125),0.6239972,Update BladeStack dependencies by @dammy001 in https://github.com/laravel/breeze/pull/129,"The meta tag approach for csrf tokens won't work in SPA apps, only in blade apps. Removing it fixed the issue I had with uploading files after I login!",0
Merge pull request #124 from stefanzweifel/patch-1,0.37007603,"Update <Link> tags & implement <Head> management (title tag) (#90, 4dce8a8, 128fd28, #94)",[1.x] Use release target branch in changelog compare URL,0
Use release target branch in changelog compare URL,0.35117924,Initial stable release.﻿,,0
Merge pull request #121 from stefanzweifel/patch-1,0.37575212,"Update <Link> tags & implement <Head> management (title tag) (#90, 4dce8a8, 128fd28, #94)",[1.x] Push updated Changelog to default branch,0
FIX: Api stack EmailVerificationTest (#122),0.86714256,Api stack EmailVerificationTest assertRedirect (#122),,1
Use release.target_commitish as branch name,0.31205007,Initial stable release.﻿,,0
Push updated changelog to default branch,0.2531954,Update Tailwind config (de0cbf4),,0
Fix exception throwing on older PHP versions (#120),0.7485221,Fix exception throwing on older PHP versions by @driesvints in https://github.com/laravel/breeze/pull/120,,1
Merge pull request #119 from laravel/laravel9,0.68672323,Laravel 9 Support (#119),Laravel 9 Support,0
Laravel 9 Support,0.9197634,Laravel 9 Support (#119),,1
Fix API Controllers @return tag (#117),0.480376,Fix Inertia Controllers @return tag and Inertia Vue Input Component by @thewebartisan7 in https://github.com/laravel/breeze/pull/112,  Fix API Controllers @return tag   Use JsonResponse instated of RedirectResponse   Update EmailVerificationNotificationController.php   Co-authored-by: Taylor Otwell taylor@laravel.com,0
Remove brackets inside react label component (#116),0.48371124,React - Remove unnecessary text input wrapper by @jessarcher in https://github.com/laravel/breeze/pull/270,,0
Rename update-changelog.md to update-changelog.yml,0.3190572,Update versions (aa90bfd),,0
update outdated dependencies (#114),0.565378,Update versions (aa90bfd),,0
Fix Inertia Controllers @return tag and Inertia Vue Input Component (#112),0.88015175,Fix Inertia Controllers @return tag and Inertia Vue Input Component by @thewebartisan7 in https://github.com/laravel/breeze/pull/112,  Fix correct @return tag for Inertia response   Fix Component/Input.vue autofocus   Update Input.vue   Update Input.vue   Co-authored-by: Taylor Otwell taylor@laravel.com,1
Auto update changelog on release (#113),0.45450982,Update versions (aa90bfd),,0
Updates Tailwind on Installation to v3.0.0 (#110),0.788139,Update Tailwind config (de0cbf4),  Change purge to content Tailwind v3.0.0   Changes flex-shrink to shrink Tailwind v3.0.0   Updates Tailwind on Installation to v3.0.0   Removed tailwind variants as no longer required ,1
Delete .DS_Store,0.41545042,Remove unused component (#54)﻿,,0
"Breeze ""API"" / SPA Stack (#109)",1.0,"Breeze ""API"" / SPA Stack (#109)","This adds a new api ""stack"" to Breeze. This stack removes all JS and CSS related scaffolding and installs controllers that properly handle the API authentication (powered by Sanctum) that would typically be required when authenticating a JavaScript SPA such as applications powered by Next.js / Nuxt.js, etc.",1
Use KeyboardEvent key attribute for Escape (#108),1.0000001,Use KeyboardEvent key attribute for Escape (#108)﻿,Use KeyboardEvent key attribute for Escape instead of deprecated keyCode. See https://developer.mozilla.org/en-US/docs/Web/API/KeyboardEvent/keyCode,1
Change minimum Sanctum version to 2.8 (#107),0.42035007,Update versions (aa90bfd),Enables installation in PHP 8 projects,0
use named dashboard route (#106),0.94280094,Use dashboard named routes (#106)﻿,Co-authored-by: Hamlet hamlet@ungads.com,1
upgrade alpinejs to v3 (#105),1.0000001,Upgrade alpinejs to v3 (#105),  upgrade alpinejs to v3   add semicolon ,1
Merge branch '1.x' of github.com:laravel/breeze into 1.x,0.6599915,Remove unused import by @MohmmedAshraf in https://github.com/laravel/breeze/pull/141,,0
update namespace,0.7821835,Change namespace (7b39f9c)﻿,,1
Change logo to work on Dark Theme (#101),0.36607158,Update nav menu dark text to be consistent with nav link by @RhysLees in https://github.com/laravel/breeze/pull/239,,0
Fixes installation of pest on vue/react stacks (#100),0.5826007,Fix Vue warning (#62)﻿,,0
[1.x] Adds --pest option (#99),0.54963857,Pest scaffolding (#99),  Adds --pest option   Removes non used class   Removes non needed namespace ,0
Update README.md (#98),0.54807425,Update versions (aa90bfd),,0
Reformat validation rules using the array syntax (#96),0.34729117,Display validation errors alongside their field by @jessarcher in https://github.com/laravel/breeze/pull/175,  Update NewPasswordController.php   Update PasswordResetLinkController.php   Update RegisteredUserController.php   Update LoginRequest.php ,0
Merge pull request #95 from buismaarten/patch-1,0.41686893,Update versions (aa90bfd),Fixed application logo indentation,0
Fixed application logo indentation,0.3471898,Blade stack - Moved duplicated logo component to guest layout by @magdicom in https://github.com/laravel/breeze/pull/228,,0
Fix React Dropdown.js Link (#94),0.6624894,Fix inability to click dropdown content in React version by @jessarcher in https://github.com/laravel/breeze/pull/153,,0
Fix - Change from POST to GET on responsive dashboard link (#92),0.959028,Change from POST to GET on responsive dashboard link (#92)﻿,  Change from POST to GET on dashboard link   Style CI changes ,1
[Inertia] Update  tags & implement  management (title tag) (#90),0.6345012,"Update <Link> tags & implement <Head> management (title tag) (#90, 4dce8a8, 128fd28, #94)",  Update minimal Inertia versions   Fix: InertiaLink -> Link   Implement  management for the Title tag   Apply fixes from StyleCI   Update ConfirmPassword.js   Update ForgotPassword.js   Update Login.js   Update Register.js   Update ResetPassword.js   Update VerifyEmail.js   Update Dashboard.js   Update app.js   Update ConfirmPassword.vue   Update ForgotPassword.vue   Update Login.vue   Update Register.vue   Update ResetPassword.vue   Update VerifyEmail.vue   Update Dashboard.vue   Update Welcome.vue   Update app.js   Co-authored-by: Taylor Otwell taylorotwell@users.noreply.github.com Co-authored-by: Taylor Otwell taylor@laravel.com,0
prefix all Vue components import with .vue (#89),0.84614956,Add Vue file extension to all Vue components imported (#89),,1
update url,0.6355565,Update url for JS (eba8457),,0
Apply fixes from StyleCI (#86),0.45147616,Tailwind CSS v3 support (#110)﻿,,0
Fix EmailVerificationTest to pass using Uuids (#85),1.0000001,Fix EmailVerificationTest to pass using Uuids (#85)﻿,"Most of the solutions to use UUIDs as primary key for models relies on Eloquent events. The Breeze email verification's test fakes the Event bus before a fake user is created, so if you're going to use an event based solution for generating uuid it will fail while trying to create the user (integrity constraint on SQL). The solution should be quite easy: creating the user before start faking the event bus.",1
revert dark mode logo,0.38671464,Opt-in dark mode support :crescent_moon:  by @jessarcher in https://github.com/laravel/breeze/pull/209,,0
Dark mode for logo,0.47316524,Opt-in dark mode support :crescent_moon:  by @jessarcher in https://github.com/laravel/breeze/pull/209,,0
update change log,0.33860546,Changed,,0
update versions,0.77421063,Update versions (aa90bfd),,1
Apply fixes from StyleCI (#84),0.4462946,Tailwind CSS v3 support (#110)﻿,,0
remove unneeded props,0.61100787,Remove unused component (#54)﻿,,0
Update 1_Bug_report.md,0.43210393,Update versions (aa90bfd),,0
fix purge line to include *.js (#83),1.0,Fix purge line to include *.js (#83)﻿,  fix purge line to include *.js   fix styles ,1
fix cors policy errors with inertia stack (#82),1.0000002,Fix CORS policy errors with inertia stack (#82)﻿,,1
fix dropdown,0.89086926,Fix dropdown (87e849a),,1
Remove unused import (#78),0.5999602,Remove unused component (#54)﻿,,0
update changelog,0.45250475,Update versions (aa90bfd),,0
React installation option (#73),0.9999999,React installation option (#73),  use common folder for inertia frontend   adding react things   formatting   wip   wip   wip   wip   wip   fix logout wording   Apply fixes from StyleCI (#72)   wip   Apply fixes from StyleCI (#74)   wip   Apply fixes from StyleCI (#75)   add transition / headless ui   Apply fixes from StyleCI (#76) ,1
Use new Password::defaults() feature. (#71),0.99414074,Use new Password::defaults() feature (#71),Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,1
[1.x] Bump Inertia version to match Spark (#70),0.9570241,Bump Inertia version to match Spark (#70)﻿,,1
Fix create method docblock return value (#69),0.99999994,Fix create method docblock return value (#69)﻿,,1
Use boolean() instead of filled() (#68),1.0000001,Use boolean() instead of filled() (#68),"  Use boolean() instead of filled()   Simplify ""remember"" value in Inertia login form ",1
add jsconfig.js (#66),0.488059,Fix purge line to include *.js (#83)﻿,,0
Uses password rule by default (#65),0.9999999,Uses password rule by default (#65),,1
