Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
[1.x] Laravel v10 (#235),0.73884016,Laravel 9 Support (#119),Laravel v10 Update tests.yml Update tests.yml Update composer.json Update tests.yml Update tests.yml wip wip,1
Use Illuminate console components (#237),0.67109853,Use Illuminate console components for prompting by @jessarcher in link,,0
Prompt when the stack argument is not provided (#236),0.7740664,Prompt when the stack argument is not provided by @jessarcher in link,,1
[1.x] Uses PHP Native Type Declarations 🐘  (#201),0.8537487,Uses PHP Native Type Declarations 🐘  by @nunomaduro in link,Adds types to stubs Fixes import order Fixes $policies annotation Improves types on Request::rules Adds types to profile page related features (#234),1
Fixed name of isFocused prop (#232),0.71466243,Renamed isFocused prop on TextInput component by @drewmw5 in link,,1
Remove unused vue imports (#231),0.8545149,Remove unused vue imports by @dillingham in link,Remove unused usePage Remove unused ref,1
vite 4 support (#226),0.7600871,Vite 4 support by @timacdonald in link,,1
Fixed capitilization of autoComplete prop (#230),0.44548017,Add email (username) autocomplete (#51),,0
[1.x] Blade stack - Moved duplicated logo component to guest layout (#228),0.913885,Blade stack - Moved duplicated logo component to guest layout by @magdicom in link,move duplicated logo component to guest layout Added link to register page from login page Added link to register page from login page Update .gitignore Remove link to registration page remove auth card Co-authored-by: Taylor Otwell taylor@laravel.com,1
Fix typo in delete user forms (#225),0.9024795,Fix typo in delete user forms by @alexcanana in link,,1
Use Default NPM Package Manager of User if Lock File Exists In Base Path (#224),0.96691096,Use Default NPM Package Manager of User if Lock File Exists In Base Path by @andrewdwallo in link,modified:   src/Console/InstallsBladeStack.php     modified:   src/Console/InstallsInertiaStacks.php Update InstallsBladeStack.php Update InstallsInertiaStacks.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
Fix close modal with escape keydown and cleanup import react (#218),0.9531262,Fix close modal with escape keydown and cleanup import react by @fouteox in link,React formatting Coherence type for input Fix close modal with escape key and cleanup import react fix label add id for label and try delete import react in ssr.jsx fix React import and refactor Modal with native Portal in headlessui fix space tiny fix,1
status must be String (#219),0.63088024,Status must be String by @marsuboss in link,,0
fix-psr-4-warning (#221),0.87941515,Fix-psr-4-warning by @Kamona-WD in link,,1
Create issues.yml,0.28244096,Fix Vue warning (#62)﻿,,0
Add missing translation methods to Blade stack (#215),0.92116,Add missing translation methods to Blade stack by @jessarcher in link,Add missing translation methods to Blade stack formatting formatting Co-authored-by: Taylor Otwell taylor@laravel.com,1
formatting,0.33752018,Vue code formatting by @jessarcher in link,,0
React formatting (#214),0.6869241,React formatting by @fouteox in link,React formatting Coherence type for input,0
Vue code formatting (#212),0.7997902,Vue code formatting by @jessarcher in link,Configure StyleCI to format Vue files Formatting,1
Fix closing tag (#213),0.6946397,Fix closing tag by @kaozaza2 in link,fix invalid closing tag.,0
Update PasswordUpdateTest.php (#211),0.6861337,Fix namespace in PasswordUpdateTest.php by @irsyadadl in link,,0
Opt-in dark mode support :crescent_moon:  (#209),0.86910594,Opt-in dark mode support :crescent_moon:  by @jessarcher in link,Add opt-in dark mode support Formatting,1
"Add ""Profile"" page (#205)",0.70566285,"Add ""Profile"" page by @jessarcher in link",Add profile page Improve layout spacing and consistency between stacks Fix Blade profile test Update ProfileTest.php Update ProfileTest.php Update ProfileController.php Update ProfileTest.php Update ProfileTest.php Update ProfileController.php Simplify logic Avoid route naming conflict Add dedicated password controller Display profile saved notification for Blade stack Formatting Co-authored-by: Taylor Otwell taylor@laravel.com,1
RegisteredUserController stubs should use the User model name instead of table name in the validators (#206),0.9839084,RegisteredUserController stubs should use the User model name instead of table name in the validators by @viliamjr in link,Class name instead of table name in validators: Validators in RegisteredUserController stubs should reference the User class name instead of table name to avoid  error throw when registering a new user after change the database schema (postgres) from the 'users' table. Fix code style: suggested by StyleCI.,1
fix preloading in dev (#199),0.8204354,Fix preloading in dev by @timacdonald in link,,1
[1.x] Vite preloading (#196),0.6384929,Vite preloading by @timacdonald in link,preloading require latest laravel version,0
[1.x]: Bumpp React and Vue Dependencies (#197),0.7959374,Bump React and Vue Dependencies by @dammy001 in link,,1
"Replace double quote("") with single quote(') (#195)",0.59511435,"Replace double quote("") with single quote(') by @itxshakil in link",Consistent design guideline,0
Improves GitHub Actions Workflow (#194),0.28683826,Clean up route definition for Single Action Controllers by @istiak-tridip in link,wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip,0
Upgrade to React 18 (#192),0.8314133,Upgrade to React 18 by @kjoedion in link,Use React 18 createRoot API Update to latest version of react (18) Make styleci happy,1
Fixes HandleInertiaRequests::handle related types. (#193),0.3821777,API Stub EnsureEmailIsVerified Middleware: Remove unused function arguments in params by @raksbisht in link,types types,0
Make Blade app header optional (#189),0.874063,Make Blade app header optional by @jessarcher in link,,1
Add verified middleware to Blade dashboard (#190),0.75072235,Consistently use verified middleware on /dashboard route. by @jessarcher in link,,1
Display errors alongside fields in Blade stack (#191),0.8889988,Display errors alongside fields in Blade stack by @jessarcher in link,,1
Make app directory consistently lowercase (#187),0.8109487,Make app directory consistently lowercase by @jessarcher in link,,1
"[1.x] Remove ""Breeze"" component prefix (#179)",0.81789875,"Remove ""Breeze"" component prefix by @jessarcher in link",Remove Breeze prefix from components Standardize layout components Rename components that conflict with HTML elements,1
Test stubs in CI (#184),0.42378205,Remove unused files from stubs by @emargareten in link,,0
support vite manifest change versions,0.45259848,Vite 3 support by @timacdonald in link,,0
Set application home URI to /dashboard (#181),0.89898217,Set application home URI to /dashboard by @nikolaynikolaevn in link,"Set the application home to /dashboard since the /home URI does not exist by default but /dashboard exists on the Breeze Next.js example app. Alternatively, this could be set to ""/"" as this URL should be available on most apps. This then will be used by the VerifyEmailController for redirection to config('app.frontend_url').RouteServiceProvider::HOME.'?verified=1'.",1
[1.x] Install NPM dependencies and build assets (#180),0.84517455,Install NPM dependencies and build assets by @jessarcher in link,Install NPM dependencies and build assets Update InstallCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
[1.x] Style improvements (#177),0.6684327,Style improvements by @jessarcher in link,Remove unnecessary styles from Vue welcome page Add missing dark variant for welcome nav links Fix underlined trailing white space in Vue welcome page Make StyleCI happy,0
[1.x] Validate the stack argument (#178),0.6874237,Validate the stack argument by @jessarcher in link,Validate the stack argument Update InstallCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
[1.x] Display validation errors alongside their field (#175),0.7102965,Display validation errors alongside their field by @jessarcher in link,Add InputError component for React Display validation errors alongside the fields,1
Switch to fonts.bunny.net instead of Google Fonts (#174),0.9536452,Switch to fonts.bunny.net instead of Google Fonts by @lucasRolff in link,,1
Transliterate throttle key (#173),0.81435174,Transliterate throttle key by @JurianArie in link,,1
Improves console output of install command (#172),0.46539903,Improved console output by @nunomaduro in link,,0
[1.x] Vite 3 support (#171),0.7313726,Vite 3 support by @timacdonald in link,vite 3 support don't externalise inertia server CS Use a single Vite config file Co-authored-by: Jess Archer jess@jessarcher.com,1
Update SSR directory (#168),0.80225635,Update SSR directory by @jessarcher in link,,1
Fix: React SSR installation error (#169),0.9215321,Fix: React SSR installation error by @renomureza in link,Fix: React SSR installation error Update InstallsInertiaStacks.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
Laravel 8 don't support the vite. (#167),0.9695574,Laravel 8 don't support the vite. by @Jehong-Ahn in link,Laravel 8 don't support the vite. formatting Co-authored-by: Tim MacDonald hello@timacdonald.me,1
add default reloading to breeze stacks (#166),0.7966591,Add default view / routes reloading to breeze stacks by @timacdonald in link,,1
fixes ziggy when using SSR and determining the current URL (#163),0.8931165,Fix ziggy determing current URL when using SSR by @timacdonald in link,,1
bump tailwind forms issue to fix console warning withV Vite (#161),0.8522878,Bump @tailwindcss/forms fix console warning with Vite by @timacdonald in link,,1
[1.x] Vite (#158),0.44896504,Vite by @jessarcher in link,Use Vite Update Vite entrypoint config Style fixes Update ziggy imports see: link build SSR last to show built asset path Co-authored-by: Tim MacDonald hello@timacdonald.me,0
fix Tailwindcss first party TypeScript types weren't working right (#160),0.9005027,fix TailwindCSS first party TypeScript types weren't working right by @geisi in link,,1
bump TailwindCSS to 3.1 (#156),0.93844116,Bump TailwindCSS to 3.1 by @geisi in link,add new FirstParty TypeScript types to tailwind config,1
Update pull-requests.yml,0.31633666,Update cors.php by @trungpv1601 in link,,0
Update update-changelog.yml,0.39234716,Update versions (aa90bfd),,0
[1.x] Improve Vite compatibility (#154),0.69939446,Improve Vite compatibility by @jessarcher in link,Use jsx extension for files containing JSX Switch to ESM imports This improves the transition for Vite users.,0
[1.x] Fix inability to click dropdown content in React version (#153),0.9277535,Fix inability to click dropdown content in React version by @jessarcher in link,"Fix inability to click dropdown content in React version The click-away element was covering the content, even though the content had a higher z-index, because the Transition component wrapped the content in a  that started a new stacking context due to the transform and opacity classes on it. Linting",1
[1.x] Simplify Tailwind installation (#155),0.8287739,Simplify Tailwind installation by @jessarcher in link,Remove duplicate app.css file Use modern Tailwind directives Remove redundant dependency,1
Create pull-requests.yml,0.2560503,"Add @inertiajs/progress to package dependencies (#46, #49)",,0
[1.x] Add Inertia SSR Support  (#146),0.87648237,Add Inertia SSR Support  by @xiCO2k in link,feat: Add Inertia SSR Support. feat: Add Support for Inertia React style: fixes.,1
Use .alias method from Mix (#145),0.8396322,Use .alias method from Mix by @xiCO2k in link,,1
update cors.php (#144),0.8556866,Update cors.php by @trungpv1601 in link,Co-authored-by: trungpv trungpv@trungpvs-MacBook-Pro-2.local,1
Update .styleci.yml,0.43736368,Update font and welcome page by @jessarcher in link,,0
Update .styleci.yml (#143),0.46179944,Update font and welcome page by @jessarcher in link,,0
updated inertia to current latest i.e. 0.11.0 (#142),0.8512731,Updated Inertia Version to Latest by @As1fAli in link,,1
"[1.x] Use central, reusable workflow to update changelog (#139)",0.30844012,Update command comments by @taylorotwell in link,Use reusable workflow to update changelog Update update-changelog.yml Co-authored-by: Dries Vints dries@vints.io,0
feat: add routes name to register and login  paths (#140),0.75690126,Add routes name to register and login  paths by @alphaolomi in link,,1
Remove unused import (#141),0.72732335,Remove unused import by @MohmmedAshraf in link,,1
Update CHANGELOG.md,0.4553762,Update versions (aa90bfd),,0
[1.x] Group common middleware instead of duplicating on inertia-common (#135),0.9617293,Group common middleware instead of duplicating on inertia-common by @dammy001 in link,[1.x] Group common middleware instead of duplicating Update auth.php fix styleci,1
[1.x]: redirect to breeze 9.x instead of 8.x (#134),0.5832318,"Remove ""Breeze"" component prefix by @jessarcher in link",[1.x]: redirect to breeze 9.x instead of 8.x Update README.md Co-authored-by: Taylor Otwell taylor@laravel.com,0
[1.x] Group common middleware instead of duplicating (#131),0.85284805,Group common middleware instead of duplicating on inertia-common by @dammy001 in link,group common middleware instead of duplicating Update auth.php Update auth.php,1
Don't mix __() and trans() in the same file (#132),0.9525292,Don't mix __() and trans() in the same file by @hailwood in link,,1
Update asserted redirect route (#133),0.48916963,Clean up route definition for Single Action Controllers by @istiak-tridip in link,,0
update BladeStack dependencies (#129),0.87511563,Update BladeStack dependencies by @dammy001 in link,,1
update InertiaReactStack dependencies (#130),0.8973099,Update InertiaReactStack dependencies by @dammy001 in link,,1
update InitialVueStack packages to latest (#128),0.8653571,Update InitialVueStack packages to latest by @dammy001 in link,,1
Transition Inertia Vue stubs to ,1.0000001,Transition Inertia Vue stubs to ,,1
fix url replacement,0.87642056,Fix url replacement (5af95ec),,1
update version,0.7233384,Update versions (aa90bfd),,1
update inertia version,0.874722,Update Inertia version (d5f7582),,1
Update app.blade.php (#125),0.55242604,Update BladeStack dependencies by @dammy001 in link,"The meta tag approach for csrf tokens won't work in SPA apps, only in blade apps. Removing it fixed the issue I had with uploading files after I login!",0
Merge pull request #124 from stefanzweifel/patch-1,0.41586727,Bump TailwindCSS to 3.1 by @geisi in link,[1.x] Use release target branch in changelog compare URL,0
Use release target branch in changelog compare URL,0.35117924,Initial stable release.﻿,,0
Merge pull request #121 from stefanzweifel/patch-1,0.4304671,Bump TailwindCSS to 3.1 by @geisi in link,[1.x] Push updated Changelog to default branch,0
FIX: Api stack EmailVerificationTest (#122),0.86714256,Api stack EmailVerificationTest assertRedirect (#122),,1
Use release.target_commitish as branch name,0.31205007,Initial stable release.﻿,,0
Push updated changelog to default branch,0.28142092,Update command comments by @taylorotwell in link,,0
Fix exception throwing on older PHP versions (#120),0.85987735,Fix exception throwing on older PHP versions by @driesvints in link,,1
Merge pull request #119 from laravel/laravel9,0.68672323,Laravel 9 Support (#119),Laravel 9 Support,0
Laravel 9 Support,0.9197634,Laravel 9 Support (#119),,1
Fix API Controllers @return tag (#117),0.46704978,Fix Inertia Controllers @return tag and Inertia Vue Input Component by @thewebartisan7 in link,Fix API Controllers @return tag Use JsonResponse instated of RedirectResponse Update EmailVerificationNotificationController.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
Remove brackets inside react label component (#116),0.56008995,React - Remove unnecessary text input wrapper by @jessarcher in link,,0
Rename update-changelog.md to update-changelog.yml,0.3190572,Update versions (aa90bfd),,0
update outdated dependencies (#114),0.61235744,Update outdated dependencies for react stack by @eumatv in link,,0
Fix Inertia Controllers @return tag and Inertia Vue Input Component (#112),0.9443241,Fix Inertia Controllers @return tag and Inertia Vue Input Component by @thewebartisan7 in link,Fix correct @return tag for Inertia response Fix Component/Input.vue autofocus Update Input.vue Update Input.vue Co-authored-by: Taylor Otwell taylor@laravel.com,1
Auto update changelog on release (#113),0.45450982,Update versions (aa90bfd),,0
Updates Tailwind on Installation to v3.0.0 (#110),0.80295473,Bump TailwindCSS to 3.1 by @geisi in link,Change purge to content Tailwind v3.0.0 Changes flex-shrink to shrink Tailwind v3.0.0 Updates Tailwind on Installation to v3.0.0 Removed tailwind variants as no longer required,1
Delete .DS_Store,0.41545033,Remove unused component (#54)﻿,,0
"Breeze ""API"" / SPA Stack (#109)",1.0,"Breeze ""API"" / SPA Stack (#109)","This adds a new api ""stack"" to Breeze. This stack removes all JS and CSS related scaffolding and installs controllers that properly handle the API authentication (powered by Sanctum) that would typically be required when authenticating a JavaScript SPA such as applications powered by Next.js / Nuxt.js, etc.",1
Use KeyboardEvent key attribute for Escape (#108),1.0000001,Use KeyboardEvent key attribute for Escape (#108)﻿,Use KeyboardEvent key attribute for Escape instead of deprecated keyCode. See link,1
Change minimum Sanctum version to 2.8 (#107),0.42035007,Update versions (aa90bfd),Enables installation in PHP 8 projects,0
use named dashboard route (#106),0.94280094,Use dashboard named routes (#106)﻿,Co-authored-by: Hamlet hamlet@ungads.com,1
upgrade alpinejs to v3 (#105),1.0000001,Upgrade alpinejs to v3 (#105),upgrade alpinejs to v3 add semicolon,1
Merge branch '1.x' of github.com:laravel/breeze into 1.x,0.4294138,Upgrade to PostCSS 8 as Laravel Mix v6 is out (#31)﻿,,0
update namespace,0.7821836,Change namespace (7b39f9c)﻿,,1
Change logo to work on Dark Theme (#101),0.4288873,Update nav menu dark text to be consistent with nav link by @RhysLees in link,,0
Fixes installation of pest on vue/react stacks (#100),0.5826007,Fix Vue warning (#62)﻿,,0
[1.x] Adds --pest option (#99),0.68208677,Uses Pest 2 by @nunomaduro in link,Adds --pest option Removes non used class Removes non needed namespace,0
Update README.md (#98),0.54807425,Update versions (aa90bfd),,0
Reformat validation rules using the array syntax (#96),0.40576205,Display validation errors alongside their field by @jessarcher in link,Update NewPasswordController.php Update PasswordResetLinkController.php Update RegisteredUserController.php Update LoginRequest.php,0
Merge pull request #95 from buismaarten/patch-1,0.41686893,Update versions (aa90bfd),Fixed application logo indentation,0
Fixed application logo indentation,0.3259326,Blade stack - Moved duplicated logo component to guest layout by @magdicom in link,,0
Fix React Dropdown.js Link (#94),0.8442437,Fix inability to click dropdown content in React version by @jessarcher in link,,1
Fix - Change from POST to GET on responsive dashboard link (#92),0.959028,Change from POST to GET on responsive dashboard link (#92)﻿,Change from POST to GET on dashboard link Style CI changes,1
[Inertia] Update  tags & implement  management (title tag) (#90),0.7955884,"Update  tags & implement  management (title tag) (#90, 4dce8a8, 128fd28, #94)",Update minimal Inertia versions Fix: InertiaLink -> Link Implement  management for the Title tag Apply fixes from StyleCI Update ConfirmPassword.js Update ForgotPassword.js Update Login.js Update Register.js Update ResetPassword.js Update VerifyEmail.js Update Dashboard.js Update app.js Update ConfirmPassword.vue Update ForgotPassword.vue Update Login.vue Update Register.vue Update ResetPassword.vue Update VerifyEmail.vue Update Dashboard.vue Update Welcome.vue Update app.js Co-authored-by: Taylor Otwell taylorotwell@users.noreply.github.com Co-authored-by: Taylor Otwell taylor@laravel.com,1
prefix all Vue components import with .vue (#89),0.84614956,Add Vue file extension to all Vue components imported (#89),,1
update url,0.6355566,Update url for JS (eba8457),,0
Apply fixes from StyleCI (#86),0.4748733,Style improvements by @jessarcher in link,,0
Fix EmailVerificationTest to pass using Uuids (#85),1.0000001,Fix EmailVerificationTest to pass using Uuids (#85)﻿,"Most of the solutions to use UUIDs as primary key for models relies on Eloquent events. The Breeze email verification's test fakes the Event bus before a fake user is created, so if you're going to use an event based solution for generating uuid it will fail while trying to create the user (integrity constraint on SQL). The solution should be quite easy: creating the user before start faking the event bus.",1
revert dark mode logo,0.519217,Opt-in dark mode support :crescent_moon:  by @jessarcher in link,,0
Dark mode for logo,0.5901904,Opt-in dark mode support :crescent_moon:  by @jessarcher in link,,0
update change log,0.34815082,Update command comments by @taylorotwell in link,,0
update versions,0.77421075,Update versions (aa90bfd),,1
Apply fixes from StyleCI (#84),0.45828843,Style improvements by @jessarcher in link,,0
remove unneeded props,0.61100787,Remove unused component (#54)﻿,,0
Update 1_Bug_report.md,0.47824383,Fix password-update pest tests by @mtvbrianking in link,,0
fix purge line to include *.js (#83),1.0,Fix purge line to include *.js (#83)﻿,fix purge line to include *.js fix styles,1
fix cors policy errors with inertia stack (#82),1.0000002,Fix CORS policy errors with inertia stack (#82)﻿,,1
fix dropdown,0.8908693,Fix dropdown (87e849a),,1
Remove unused import (#78),0.71525294,Remove unused import by @MohmmedAshraf in link,,1
update changelog,0.4525048,Update versions (aa90bfd),,0
React installation option (#73),0.9999999,React installation option (#73),use common folder for inertia frontend adding react things formatting wip wip wip wip wip fix logout wording Apply fixes from StyleCI (#72) wip Apply fixes from StyleCI (#74) wip Apply fixes from StyleCI (#75) add transition / headless ui Apply fixes from StyleCI (#76),1
Use new Password::defaults() feature. (#71),0.99414074,Use new Password::defaults() feature (#71),Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,1
[1.x] Bump Inertia version to match Spark (#70),0.9570241,Bump Inertia version to match Spark (#70)﻿,,1
Fix create method docblock return value (#69),0.99999994,Fix create method docblock return value (#69)﻿,,1
Use boolean() instead of filled() (#68),1.0000001,Use boolean() instead of filled() (#68),"Use boolean() instead of filled() Simplify ""remember"" value in Inertia login form",1
add jsconfig.js (#66),0.488059,Fix purge line to include *.js (#83)﻿,,0
Uses password rule by default (#65),0.9999999,Uses password rule by default (#65),,1
Fix Vue warning (#62),1.0000002,Fix Vue warning (#62)﻿,"When visiting forgot-password page there is a console [Vue warn]: Extraneous non-props attributes (errors, auth) were passed to component but could not be automatically inherited because component renders fragment or text root nodes. The reason is Attribute Inheritance on Multiple Root Nodes Inertia shares errors as a prop by default and Breeze shares auth as a prop by default. If those props are not explicitly defined on each page component a Vue runtime warning will be issued. We can wrap all the root nodes of the page component in a  to create a single root component and get rid of the warning, But those props will be inherited as Non-Prop Attributes resulting in  Suggested solution : explicitly define errors and auth as props on each page component.",1
Update controller docblock (#60),0.539118,Fix create method docblock return value (#69)﻿,,0
Fixes Login event firing before Register (#59),0.9814936,Fix Login event firing before Register (#59)﻿,,1
Fix return type for phpstan (#57),0.5054101,Uses PHP Native Type Declarations 🐘  by @nunomaduro in link,,0
Fixes Vue warning (#55),0.9672165,Fix Vue warning (#62)﻿,"Fixes Vue warning Added errors and auth props to get rid of this Vue warning: [Vue warn]: Extraneous non-props attributes (errors, auth) were passed to component but could not be automatically inherited because component renders fragment or text root nodes. See: link. I guess this error is caused by a layout feature/bug in Inertia, so it might be solved by Inertiajs. Update Login.vue Co-authored-by: Taylor Otwell taylor@laravel.com",1
Remove unused component (#54),1.0,Remove unused component (#54)﻿,BreezeCheckbox is registered but not used.,1
Update stubs/inertia/app case in copyDirectory (#53),0.78004897,Update stubs/inertia/app case in installInertiaStack (#53),stubs/inertia app folder is lowercase.  One copyDirectory references it as uppercase App.  Note App folder in stubs/default is uppercase.,1
Simplify Inertia logout links (#48),0.99999994,Simplify Inertia logout links (#48),Co-authored-by: Claudio Dekker 1752195+claudiodekker@users.noreply.github.com,1
[1.x] Add email (username) autocomplete (#51),0.9277562,Add email (username) autocomplete (#51),As recommended by: - link - link,1
Simplify Inertia progress (#49),0.6212757,Inertia Stack (#44)),,0
[1.x] Reduce verbosity by introducing a 'Guest' layout (#52),0.97210807,Reduce verbosity by introducing a 'Guest' layout (#52),[1.x] Reduce verbosity by introducing a 'Guest' layout Consistent usage of  Prefix 'Breeze' for Authenticated Layout More  consistency fixes Another  consistency fix,1
Merge pull request #50 from claudiodekker/fix-install-command,0.4605167,Update stubs/inertia/app case in installInertiaStack (#53),[1.x] Fix unexpected ':' in key-value array,0
[1.x] Fix unexpected ':' in key-value array,0.2941109,Fix Vue warning (#62)﻿,,0
Apply fixes from StyleCI (#47),0.48957542,Style improvements by @jessarcher in link,,0
Add @inertiajs/progress to package dependencies (#46),0.99678165,"Add @inertiajs/progress to package dependencies (#46, #49)",add @inertiajs/progress to the base scaffold Update app.js Update InstallCommand.php Update app.js Co-authored-by: Taylor Otwell taylor@laravel.com,1
Copy webpack.config.js on inertia init (#45),1.0,Copy webpack.config.js on inertia init (#45),,1
Inertia Stack (#44),0.98013145,Inertia Stack (#44)),Adds the Inertia stack to Laravel Breeze,1
Apply fixes from StyleCI (#42),0.4753422,Style improvements by @jessarcher in link,,0
update tailwind config,0.95911753,Update Tailwind config (de0cbf4),,1
"Change ""Logout"" text to ""Log out"" and ""Login"" to ""Log in"" (#41)",1.0000002,"Change ""Logout"" text to ""Log out"" and ""Login"" to ""Log in"" (#41)﻿",link link,1
Redirect to intended path after login (#39),0.9999998,Redirect to intended path after login (#39),Redirect to intended path after login,1
💅 added brand new logo && social card (#37),0.37890244,Update font and welcome page by @jessarcher in link,,0
fix conflicts,0.2833937,Update versions (aa90bfd),,0
update autoprefixer version,0.428036,Update versions (aa90bfd),,0
Upgrade to PostCSS 8 as laravel-mix 6 is out,0.98308045,Upgrade to PostCSS 8 as Laravel Mix v6 is out (#31)﻿,,1
Minor changes to improve SPA compatibility (#29),0.93189895,Improve SPA compatibility (#29),,1
Reuse blade component (#30),0.99999994,Reuse blade component (#30)﻿,,1
