Index,Message,Description,Message Abstract,Description Abstract
65,docs(start/tutorial): fix typo (#10456),,docs(start/tutorial): fix typo (#10456),
66,ci(comment): update org (#10451),,ci(comment): update org (#10451),
67,chore: sort contributors list,,chore: sort contributors list,
68,Merge branch 'release-next' into dev,,Merge branch 'release-next' into dev,
69,Merge branch 'release-next',,Merge branch 'release-next',
70,chore: Update version for release (#10443),,chore: Update version for release (#10443),
71,Exit prerelease mode,,Exit prerelease mode,
72,fix: surface errors to the proper error boundary after _internalSetRoutes (#10437),  fix: surface errors to the proper error boundary after _internalSetRoutes   Update .changeset/hmr-error-boundary.md    Co-authored-by: Matt Brophy matt@brophy.org,fix: surface errors to the proper error boundary after _internalSetRoutes (#10437),fix: surface errors to the proper error boundary after _internalSetRoutes Update .changeset/hmr-error-boundary.md Co-authored-by: Matt Brophy matt@brophy.org
73,chore: Update version for release (pre) (#10436),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,chore: Update version for release (pre) (#10436),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
74,Enter prerelease mode,,Enter prerelease mode,
75,Merge branch 'main' into release-next,,Merge branch 'main' into release-next,
76,Fix usage of Navigate in strict mode when using a data router (#10435),,Fix usage of Navigate in strict mode when using a data router (#10435),
77,Fix useNAvigate when called from  inside a  (#10432),,Fix useNAvigate when called from  inside a  (#10432),
78,Fix pathless relative routing with a basename (#10433),,Fix pathless relative routing with a basename (#10433),
79,Fix usage of Component API within descendant routes (#10434),,Fix usage of Component API within descendant routes (#10434),
80,"Revert ""chore: update no-response workflow (#10355)"" (#10420)",,"Revert ""chore: update no-response workflow (#10355)"" (#10420)",
81,Update development repo docs,,Update development repo docs,
82,Merge branch 'release-next' into dev,,Merge branch 'release-next' into dev,
83,Merge branch 'release-next',,Merge branch 'release-next',
84,chore: Update version for release (#10414),,chore: Update version for release (#10414),
85,Exit prerelease mode,,Exit prerelease mode,
86,chore: Update version for release (pre) (#10410),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,chore: Update version for release (pre) (#10410),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
87,Avoid unnecessary router subscribes (#10409),Co-authored-by: Alexander Nanberg alex.nanberg@hotmail.com,Avoid unnecessary router subscribes (#10409),Co-authored-by: Alexander Nanberg alex.nanberg@hotmail.com
88,Fix up same-hash link short circuiting logic (#10408),,Fix up same-hash link short circuiting logic (#10408),
89,Fix: validation isComplete in Docs/use fetcher (#10407),Co-authored-by: Ivan Rodriguez ivan.rodriguez@tauruseer.com,Fix: validation isComplete in Docs/use fetcher (#10407),Co-authored-by: Ivan Rodriguez ivan.rodriguez@tauruseer.com
90,Add docs on requetsContext,,Add docs on requetsContext,
91,Update caniuse-lite to get rid of warning from unit tests,Browserslist: caniuse-lite is outdated. Please run:   npx update-browserslist-db@latest   Why you should do it regularly: https://github.com/browserslist/update-db#readme,Update caniuse-lite to get rid of warning from unit tests,Browserslist: caniuse-lite is outdated. Please run:   npx update-browserslist-db@latest   Why you should do it regularly: link
92,chore: Update version for release (pre) (#10402),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,chore: Update version for release (pre) (#10402),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
93,Add missing static propr for StaticRouterProvider (#10401),,Add missing static propr for StaticRouterProvider (#10401),
94,"ci: disable github action file annotations for eslint, tsc, and jest (#10399)",Signed-off-by: Logan McAnsh logan@mcan.sh,"ci: disable github action file annotations for eslint, tsc, and jest (#10399)",Signed-off-by: Logan McAnsh logan@mcan.sh
95,chore: remove styfle/cancel-workflow-action usage (#10397),,chore: remove styfle/cancel-workflow-action usage (#10397),
96,chore: Update version for release (pre) (#10398),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,chore: Update version for release (pre) (#10398),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
97,Enter prerelease mode,,Enter prerelease mode,
98,Merge branch 'main' into release-next,,Merge branch 'main' into release-next,
99,"Revert ""Add better control over submission serialization  (#10342)""",This reverts commit 9d81bf6438de6faef5f401a4c021dd93d5a80205.,"Revert ""Add better control over submission serialization  (#10342)""",This reverts commit 9d81bf6438de6faef5f401a4c021dd93d5a80205.
100,"Revert ""Support direct handlers in useSubmit/fetcher.submit/fetcher.load (#10362)""",This reverts commit 4357e373eac2612460f085c4d6d54851b456c9ab.,"Revert ""Support direct handlers in useSubmit/fetcher.submit/fetcher.load (#10362)""",This reverts commit 4357e373eac2612460f085c4d6d54851b456c9ab.
101,Allow useNavigate to be called from child component effects (#10394),Co-authored-by: 42shadow42 42shadow42@gmail.com,Allow useNavigate to be called from child component effects (#10394),Co-authored-by: 42shadow42 42shadow42@gmail.com
102,refactor(react-router): Fix useRoutesImpl for SSR (#10395),,refactor(react-router): Fix useRoutesImpl for SSR (#10395),
103,Clean up useRoutes RouterProvider detection (#10389),,Clean up useRoutes RouterProvider detection (#10389),
104,Remove outdated repo FAQ.md,,Remove outdated repo FAQ.md,
105,docs(routers/create-browser-router): fix Future Flags link (#10388),,docs(routers/create-browser-router): fix Future Flags link (#10388),
106,Remove useSyncExternalStore in favor of useState (#10377),,Remove useSyncExternalStore in favor of useState (#10377),
107,Fix descendant Routes rendering alongside RouterProvider errors (#10374),,Fix descendant Routes rendering alongside RouterProvider errors (#10374),
108,Allow useRevalidate to resolve a loader-driven error boundary UI (#10369),,Allow useRevalidate to resolve a loader-driven error boundary UI (#10369),
109,Fail gracefully on invalid Link to values (#10367),,Fail gracefully on invalid Link to values (#10367),
110,chore: format,,chore: format,
111,Support direct handlers in useSubmit/fetcher.submit/fetcher.load (#10362),,Support direct handlers in useSubmit/fetcher.submit/fetcher.load (#10362),
112,chore: format,,chore: format,
113,Add better control over submission serialization  (#10342),,Add better control over submission serialization  (#10342),
114,chore: sort contributors list,,chore: sort contributors list,
115,update useState URL to current (#10378),,update useState URL to current (#10378),
116,chore: update LICENSE.md (#10368),  chore: update LICENSE.md   Update LICENSE.md   Update LICENSE.md    Co-authored-by: Michael Jackson michael@jackson.us,chore: update LICENSE.md (#10368),chore: update LICENSE.md Update LICENSE.md Update LICENSE.md Co-authored-by: Michael Jackson michael@jackson.us
117,"revert: ""chore: update LICENSE.md""",,"revert: ""chore: update LICENSE.md""",
118,chore: update LICENSE.md,,chore: update LICENSE.md,
119,chore: update no-response workflow (#10355),,chore: update no-response workflow (#10355),
120,chore: fix ESLint warnings (#10359),,chore: fix ESLint warnings (#10359),
121,chore(router): fix future flags table (#10358),,chore(router): fix future flags table (#10358),
122,chore: sort contributors list,,chore: sort contributors list,
123,Update routes.md fixing broken link (#10346),,Update routes.md fixing broken link (#10346),
124,Stabilize useNavigate/useSubmit/fetcher.submit for data routers (#10336),,Stabilize useNavigate/useSubmit/fetcher.submit for data routers (#10336),
125,Add proper 404 error for missing loader (#10345),,Add proper 404 error for missing loader (#10345),
126,Fix fetcher revalidation logic (#10344),  Fix fetcher revalidation logic   Fetchers no longer revalidate on search param changes or when routing to the same URL   Also fixed a semi-related bug where fetcher.load redirects wouldn't be marked as done on the completion of the redirect   bundle bump ,Fix fetcher revalidation logic (#10344),Fix fetcher revalidation logic Fetchers no longer revalidate on search param changes or when routing to the same URL Also fixed a semi-related bug where fetcher.load redirects wouldn't be marked as done on the completion of the redirect bundle bump
127,Add docs section in Link/Navlink for reloadDocument (#10338),,Add docs section in Link/Navlink for reloadDocument (#10338),
128,fix inadvertent re-renders when using Component instead of element (#10287),Co-authored-by: Mark Dalgleish mark.john.dalgleish@gmail.com,fix inadvertent re-renders when using Component instead of element (#10287),Co-authored-by: Mark Dalgleish mark.john.dalgleish@gmail.com
129,Log loader/action errors in dev from default error boundary (#10286),,Log loader/action errors in dev from default error boundary (#10286),
130,docs(use-navigate.md): restore hint for replace (#10311),Co-authored-by: Axel Elanis@users.noreply.github.com,docs(use-navigate.md): restore hint for replace (#10311),Co-authored-by: Axel Elanis@users.noreply.github.com
131,Update deferred.md (#10306),,Update deferred.md (#10306),
132,chore: format,,chore: format,
133,docs(create-browser-router.md): correct link (#10297),,docs(create-browser-router.md): correct link (#10297),
134,"fix(react-router): ""Current Future Flags"" table (#10296)",,"fix(react-router): ""Current Future Flags"" table (#10296)",
135,Add basic data router example (#10285),,Add basic data router example (#10285),
136,fix: Decouple AbortController for revalidating fetchers (#10271),,fix: Decouple AbortController for revalidating fetchers (#10271),
137,Merge branch 'release-next' into dev,,Merge branch 'release-next' into dev,
138,Merge branch 'release-next',,Merge branch 'release-next',
139,chore: Update version for release (#10284),,chore: Update version for release (#10284),
140,Exit prerelease mode,,Exit prerelease mode,
141,Add docs for data router SSR (#10254),,Add docs for data router SSR (#10254),
142,chore(deps): bump mcansh/release-comment-action from 0.2.0 to 0.3.1 (#10279), chore(deps): bump mcansh/release-comment-action from 0.2.0 to 0.3.1  Bumps mcansh/release-comment-action from 0.2.0 to 0.3.1. - Release notes - Commits  updated-dependencies: - dependency-name: mcansh/release-comment-action   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com  Update release-comments.yml   Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Michaël De Boey info@michaeldeboey.be,chore(deps): bump mcansh/release-comment-action from 0.2.0 to 0.3.1 (#10279),chore(deps): bump mcansh/release-comment-action from 0.2.0 to 0.3.1 Bumps mcansh/release-comment-action from 0.2.0 to 0.3.1. - Release notes - Commits updated-dependencies: - dependency-name: mcansh/release-comment-action   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Update release-comments.yml Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Michaël De Boey info@michaeldeboey.be
143,chore: sort contributors list,,chore: sort contributors list,
144,docs(readme): Change links to full path (#10272),,docs(readme): Change links to full path (#10272),
145,Disallow undefined as a return value from Loaderfunction/ActionFunction (#10267),,Disallow undefined as a return value from Loaderfunction/ActionFunction (#10267),
146,ci: release commenting overhaul (#10265),,ci: release commenting overhaul (#10265),
147,chore: format,,chore: format,
148,Add Path definition to types,Closes #10262,Add Path definition to types,Closes #10262
149,chore: Update version for release (pre) (#10260),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,chore: Update version for release (pre) (#10260),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
150,"Revert ""Exit prerelease mode""",This reverts commit 80e10e7ae97d9c95ff481b3dad725cefac1a2a2b.,"Revert ""Exit prerelease mode""",This reverts commit 80e10e7ae97d9c95ff481b3dad725cefac1a2a2b.
151,fix lint issue anbd lint in CI (#10256),,fix lint issue anbd lint in CI (#10256),
152,Exit prerelease mode,,Exit prerelease mode,
153,chore(deps): bump actions/stale from 7 to 8 (#10253),Bumps actions/stale from 7 to 8. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,chore(deps): bump actions/stale from 7 to 8 (#10253),Bumps actions/stale from 7 to 8. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
154,chore: sort contributors list,,chore: sort contributors list,
155,docs(start/concepts): fix typo (#10249),,docs(start/concepts): fix typo (#10249),
156,chore: Update version for release (pre) (#10248),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,chore: Update version for release (pre) (#10248),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
157,Remove instanceof check for DeferredData (#10247),,Remove instanceof check for DeferredData (#10247),
158,Match location.state type to code (#10244),Fixes #10241,Match location.state type to code (#10244),Fixes #10241
159,chore: Update version for release (pre) (#10243),,chore: Update version for release (pre) (#10243),
160,Enter prerelease mode,,Enter prerelease mode,
161,Merge branch 'main' into release-next,,Merge branch 'main' into release-next,
162,Add normalizeFormMEthod flag to the docs (#10242),,Add normalizeFormMEthod flag to the docs (#10242),
163,Add docs on Future Flags (#10237),,Add docs on Future Flags (#10237),
164,chore: sort contributors list,,chore: sort contributors list,
165,docs(start/concepts): fix warning (#10221),,docs(start/concepts): fix warning (#10221),
166,don't include fetcher submision on navigation in fetch action redirect (#10225),,don't include fetcher submision on navigation in fetch action redirect (#10225),
167,Patch patch cause the spec is weird (#10216),,Patch patch cause the spec is weird (#10216),
168,Provide fetcher submission to shouldRevalidate if fetcher action redirects (#10208),,Provide fetcher submission to shouldRevalidate if fetcher action redirects (#10208),
169,Rename changesets,,Rename changesets,
170,Add future.v7_normalizeFormMethod flag (#10207),  Add future.v7_normalizeFormMethod flag   update Form/useSubmit types   Updates ,Add future.v7_normalizeFormMethod flag (#10207),Add future.v7_normalizeFormMethod flag update Form/useSubmit types Updates
171,Fix route ID generation when using Fragments in createRoutesFromElements (#10193),,Fix route ID generation when using Fragments in createRoutesFromElements (#10193),
172,docs(start/faq): fix grammar (#10205),,docs(start/faq): fix grammar (#10205),
173,Properly handle lazy errors during router initialization (#10201),,Properly handle lazy errors during router initialization (#10201),
174,Update examples to 6.9.0 for lazy/Component usage (#10202),,Update examples to 6.9.0 for lazy/Component usage (#10202),
175,Remove wrapper API from data browser router tests (#10196),,Remove wrapper API from data browser router tests (#10196),
176,chore: format,,chore: format,
177,fix(react-router-dom): fix detectErrorBoundary function (#10190),,fix(react-router-dom): fix detectErrorBoundary function (#10190),
178,Convert data-memory-router-tests to use createMemoryRouter directly (#10188),,Convert data-memory-router-tests to use createMemoryRouter directly (#10188),
179,Update examples to use 6.9.0 for lazy,,Update examples to use 6.9.0 for lazy,
180,Fix fetcher.submission reference in docs,,Fix fetcher.submission reference in docs,
181,Fix links in changelogs to point to PRs,,Fix links in changelogs to point to PRs,
182,chore: sort contributors list,,chore: sort contributors list,
183,Merge branch 'release-next' into dev,,Merge branch 'release-next' into dev,
184,Merge branch 'release-next',,Merge branch 'release-next',
185,chore: Update version for release (#10185),,chore: Update version for release (#10185),
186,Exit prerelease mode,,Exit prerelease mode,
187,Bang the root (#10182),,Bang the root (#10182),
188,Docs updates for lazy/Component/ErrorBoundary (#10178),,Docs updates for lazy/Component/ErrorBoundary (#10178),
189,chore: Update version for release (pre) (#10174),,chore: Update version for release (pre) (#10174),
190,Enter prerelease mode,,Enter prerelease mode,
191,Merge branch 'main' into release-next,,Merge branch 'main' into release-next,
192,Rename changesets for clarity,,Rename changesets for clarity,
193,Add data router exports to react-router-dom-v5-compat (#10171),,Add data router exports to react-router-dom-v5-compat (#10171),
194,Lazy Loaded Route Modules (#10045),Co-authored-by: Mark Dalgleish mark.john.dalgleish@gmail.com,Lazy Loaded Route Modules (#10045),Co-authored-by: Mark Dalgleish mark.john.dalgleish@gmail.com
195,docs: updated NavLink docs,,docs: updated NavLink docs,
196,chore: format,,chore: format,
197,the new way of describing app type in vite (#10165),,the new way of describing app type in vite (#10165),
198,docs(routers/create-memory-router): fix typos (#10159),Co-authored-by: Mehdi Achour machour@gmail.com,docs(routers/create-memory-router): fix typos (#10159),Co-authored-by: Mehdi Achour machour@gmail.com
199,docs(guides/deferred): add FAQ about using Response objects with defer (#10000),,docs(guides/deferred): add FAQ about using Response objects with defer (#10000),
200,docs(hooks/use-submit): Fix typo (#10023),,docs(hooks/use-submit): Fix typo (#10023),
201,chore: format,,chore: format,
202,fix: generatePath incorrectly applying parameters #9051 (#10078),,fix: generatePath incorrectly applying parameters #9051 (#10078),
203,fix(react-router): improve memoization for context providers (#9983),Co-authored-by: Matt Brophy matt@brophy.org,fix(react-router): improve memoization for context providers (#9983),Co-authored-by: Matt Brophy matt@brophy.org
204,chore: sort contributors list,,chore: sort contributors list,
205,docs(start/tutorial): Fix typo (#10154),  Fix typo error   Update contributors.yml ,docs(start/tutorial): Fix typo (#10154),Fix typo error Update contributors.yml
206,VisuallyHidden isn't the default export of @reach/visually-hidden (#10153),,VisuallyHidden isn't the default export of @reach/visually-hidden (#10153),
207,docs(start/tutorial): fix EditContact loaded data (#10151),,docs(start/tutorial): fix EditContact loaded data (#10151),
208,Fix typescript error (#10149),,Fix typescript error (#10149),
209,Specifiy that layouts require an  to work (#10147),  Add more info to docs   add name to contributors.yml   Update docs/start/concepts.md    Co-authored-by: Tim Dorr timdorr@users.noreply.github.com,Specifiy that layouts require an  to work (#10147),Add more info to docs add name to contributors.yml Update docs/start/concepts.md Co-authored-by: Tim Dorr timdorr@users.noreply.github.com
210,Merge branch 'release-next' into dev,,Merge branch 'release-next' into dev,
211,Merge branch 'release-next',,Merge branch 'release-next',
212,chore: Update version for release (#10142),,chore: Update version for release (#10142),
213,Exit prerelease mode,,Exit prerelease mode,
214,"docs(start/tutorial): fix highlighting in ""URL Params in Loaders"" step (#10140)",,"docs(start/tutorial): fix highlighting in ""URL Params in Loaders"" step (#10140)",
215,chore: Update version for release (pre) (#10137),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,chore: Update version for release (pre) (#10137),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
216,fix: treat absolute/same-origin/different-basename  values as external (#10135),,fix: treat absolute/same-origin/different-basename  values as external (#10135),
217,docs(tutorial): Fix logic loader data in edit route (#10132),,docs(tutorial): Fix logic loader data in edit route (#10132),
218,chore: Update version for release (pre) (#10129),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,chore: Update version for release (pre) (#10129),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
219,"fix(router): ""hard"" redirect to different paths on the same origin if redirect location does not contain basename (#10076)",Co-authored-by: Matt Brophy matt@brophy.org,"fix(router): ""hard"" redirect to different paths on the same origin if redirect location does not contain basename (#10076)",Co-authored-by: Matt Brophy matt@brophy.org
220,chore: Update version for release (pre) (#10128),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,chore: Update version for release (pre) (#10128),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
221,Hotfix: absolute URLs on server router (#10112),Co-authored-by: Matt Brophy matt@brophy.org,Hotfix: absolute URLs on server router (#10112),Co-authored-by: Matt Brophy matt@brophy.org
222,chore: Update version for release (pre) (#10124),,chore: Update version for release (pre) (#10124),
223,Enter prerelease mode,,Enter prerelease mode,
224,Merge branch 'main' into release-next,,Merge branch 'main' into release-next,
225,Downgrade changeset to patch,,Downgrade changeset to patch,
226,feat: mutable route tree (#9996),"  initial work + test outline   wip: addRoute,updateRoute,deleteRoute   refactor(hmr): internal api for updating routes and revalidating   refactor: _internalSetRoutes   test: update method name after rename   revalidate in tests   chore: remove data for routes with no loader test: cover navigation interruption   add changeset   Add a couple more tests   Fix invalid useRouteLoaderData test   Handle HMR use cases for revalidating fetchers   Bump bundle    Co-authored-by: Pedro Cattori pcattori@gmail.com Co-authored-by: Matt Brophy matt@brophy.org",feat: mutable route tree (#9996),"initial work + test outline wip: addRoute,updateRoute,deleteRoute refactor(hmr): internal api for updating routes and revalidating refactor: _internalSetRoutes test: update method name after rename revalidate in tests chore: remove data for routes with no loader test: cover navigation interruption add changeset Add a couple more tests Fix invalid useRouteLoaderData test Handle HMR use cases for revalidating fetchers Bump bundle Co-authored-by: Pedro Cattori pcattori@gmail.com Co-authored-by: Matt Brophy matt@brophy.org"
227,null should be returned otherwise (#10117),,null should be returned otherwise (#10117),
228,loader is async (#10116),,loader is async (#10116),
229,Update tutorial.md (#10113),,Update tutorial.md (#10113),
230,chore: sort contributors list,,chore: sort contributors list,
231,docs(route/route): fix an example code mistake (#10105),,docs(route/route): fix an example code mistake (#10105),
232,chore: sort contributors list,,chore: sort contributors list,
233,Update tutorial.md (#10101),,Update tutorial.md (#10101),
234,Move invariant to UNSAFE_ export (#10066),,Move invariant to UNSAFE_ export (#10066),
235,__staticRouterHydrationData html tag escape (#10068),Co-authored-by: Matt Brophy matt@brophy.org,__staticRouterHydrationData html tag escape (#10068),Co-authored-by: Matt Brophy matt@brophy.org
236,"Revert ""docs(start/tutorial): remove unnecessary dependency (#10093)"" (#10099)",,"Revert ""docs(start/tutorial): remove unnecessary dependency (#10093)"" (#10099)",
237,docs(start/tutorial) fix: typo and highlighting (#10095),,docs(start/tutorial) fix: typo and highlighting (#10095),
238,chore: sort contributors list,,chore: sort contributors list,
239,fix demo error (#10096),,fix demo error (#10096),
