Index,Message,Description,Message Abstract,Description Abstract
50,Improve error message for unclosed shortcode with inner content,,Improve error message for unclosed shortcode with inner content,
51,Don't fail when calling Paginate with an empty pages.PagesGroup,Fixes #10802,Don't fail when calling Paginate with an empty pages.PagesGroup,Fixes #10802
52,server: Replace golang.org/x/net/context with context,,server: Replace golang.org/x/net/context with context,
53,tpl: Add hasSuffix alias,strings.HasPrefix already has an alias of hasPrefix but strings.HasSuffix has no such alias. This PR adds a hasSuffix alias to the tpl function with corresponding function documentation. It also adds a Minor update to the hasPrefix function documentation re: keywords and relatedfuncs. Completes https://github.com/gohugoio/hugo/issues/10474,tpl: Add hasSuffix alias,strings.HasPrefix already has an alias of hasPrefix but strings.HasSuffix has no such alias. This PR adds a hasSuffix alias to the tpl function with corresponding function documentation. It also adds a Minor update to the hasPrefix function documentation re: keywords and relatedfuncs. Completes link
54,watcher: use time.NewTicker to prevent leaks,Replace time.Tick with time.NewTicker.,watcher: use time.NewTicker to prevent leaks,Replace time.Tick with time.NewTicker.
55,ensure we default to 10 correctly,,ensure we default to 10 correctly,
56,switch transfers to workers,,switch transfers to workers,
57,customize parallel transfer count,,customize parallel transfer count,
58,metadecoders: Add support for native org dates in frontmatter,"PR #7433 added support for Org timestamps for the DATE header. This PR widens the support with additional front matter headers LASTMOD, PUBLISHDATE and EXPIRYDATE. Fixes #8536",metadecoders: Add support for native org dates in frontmatter,"PR #7433 added support for Org timestamps for the DATE header. This PR widens the support with additional front matter headers LASTMOD, PUBLISHDATE and EXPIRYDATE. Fixes #8536"
59,releaser: Prepare repository for 0.112.0-DEV,[ci skip],releaser: Prepare repository for 0.112.0-DEV,[ci skip]
60,releaser: Bump versions for release of 0.111.2,[ci skip],releaser: Bump versions for release of 0.111.2,[ci skip]
61,Fix .Fragments when called cross sites on uninitialized output format,Fixes #10794,Fix .Fragments when called cross sites on uninitialized output format,Fixes #10794
62,Allow page.TableOfContents on self in shortcode,Fixes #10791,Allow page.TableOfContents on self in shortcode,Fixes #10791
63,tpl/partial: Consolidate GoDoc,,tpl/partial: Consolidate GoDoc,
64,"Fix ""context canceled"" with partial","Make sure the context used for timeouts isn't created based on the incoming context, as we have cases where this can cancel the context prematurely. Fixes #10789","Fix ""context canceled"" with partial","Make sure the context used for timeouts isn't created based on the incoming context, as we have cases where this can cancel the context prematurely. Fixes #10789"
65,cache: Fix --gc failure on Windows,"Fixes ""Error: failed to prune cache"" on Windows and removes work around from ec1c97e7e9d62ce5245135e0906fdedf14af0cae. Follows #10781.",cache: Fix --gc failure on Windows,"Fixes ""Error: failed to prune cache"" on Windows and removes work around from ec1c97e7e9d62ce5245135e0906fdedf14af0cae. Follows #10781."
66,Page context handling in i18n,"This is a workaround. We need to improve on this, but not today. Fixes #10782",Page context handling in i18n,"This is a workaround. We need to improve on this, but not today. Fixes #10782"
67,Work around --gc failure on Windows <= 10,"This applies two related fixes/improvements:  The --gc now keeps empty _resources/_gen/images etc folders, even if empty. This should have been the behaviour from the start. Also, if removal of an empty dir on Windows fails with the ""used by another process"" error, just ignore it for now.  Fixes #10781",Work around --gc failure on Windows <= 10,"This applies two related fixes/improvements: The --gc now keeps empty _resources/_gen/images etc folders, even if empty. This should have been the behaviour from the start. Also, if removal of an empty dir on Windows fails with the ""used by another process"" error, just ignore it for now. Fixes #10781"
68,Update to Go 1.20.1,Fixes #10785,Update to Go 1.20.1,Fixes #10785
69,snap: Fix dart-sass-embedded installation,Closes #10783,snap: Fix dart-sass-embedded installation,Closes #10783
70,Correct typos in Go comments,,Correct typos in Go comments,
71,releaser: Prepare repository for 0.112.0-DEV,[ci skip],releaser: Prepare repository for 0.112.0-DEV,[ci skip]
72,releaser: Bump versions for release of 0.111.1,[ci skip],releaser: Bump versions for release of 0.111.1,[ci skip]
73,Merge branch 'release-0.111.0',,Merge branch 'release-0.111.0',
74,"Fix ""page"" not defined",Fixes #10774,"Fix ""page"" not defined",Fixes #10774
75,releaser: Prepare repository for 0.112.0-DEV,[ci skip],releaser: Prepare repository for 0.112.0-DEV,[ci skip]
76,releaser: Bump versions for release of 0.111.0,[ci skip],releaser: Bump versions for release of 0.111.0,[ci skip]
77,"Revert ""build(deps): bump gocloud.dev from 0.24.0 to 0.28.0 (#10610)""",This reverts commit c3a59a7d5a53eff9723861d0c4b18a574e2769bc. See #10770,"Revert ""build(deps): bump gocloud.dev from 0.24.0 to 0.28.0 (#10610)""",This reverts commit c3a59a7d5a53eff9723861d0c4b18a574e2769bc. See #10770
78,build: Bump build images,To fix changed Shuffle behaviour on Go 1.20.,build: Bump build images,To fix changed Shuffle behaviour on Go 1.20.
79,build: Update Linux ARM build image,,build: Update Linux ARM build image,
80,tpl/tplimpl: Remove the Google News internal template,"This was deprecated, with a warning message, on 21 Nov 2021. Reference #9190",tpl/tplimpl: Remove the Google News internal template,"This was deprecated, with a warning message, on 21 Nov 2021. Reference #9190"
81,strings: fix Truncate behavior for formatted html,"Before this fix, strings.Truncate would erroneously re-include attributes from the opening tag in the closing tag when closing formatted html, due to a bug in how tagnames were extracted from the regex capture group for html tags used in truncate.go. This change ensures that only the tagname is retained and all attributes are discarded when storing the tags for closing them later. Fixes #10399",strings: fix Truncate behavior for formatted html,"Before this fix, strings.Truncate would erroneously re-include attributes from the opening tag in the closing tag when closing formatted html, due to a bug in how tagnames were extracted from the regex capture group for html tags used in truncate.go. This change ensures that only the tagname is retained and all attributes are discarded when storing the tags for closing them later. Fixes #10399"
82,tpl/strings: Adjust benchmark,,tpl/strings: Adjust benchmark,
83,tpl/strings: Add BenchmarkTruncate,,tpl/strings: Add BenchmarkTruncate,
84,cods: Regen docs helper,,cods: Regen docs helper,
85,Move the Related doc counter to prevent a race,Closes #10768,Move the Related doc counter to prevent a race,Closes #10768
86,Misc ioutil deprecation adjustments,To make the tests pass.  Replace io => os.ReadFile in magefile.go Adjust failing image test vs fs.DirEntry Adjust poller test  See #10732,Misc ioutil deprecation adjustments,To make the tests pass. Replace io => os.ReadFile in magefile.go Adjust failing image test vs fs.DirEntry Adjust poller test See #10732
87,Replace deprecated ioutil with io and os,https://pkg.go.dev/io/ioutil is deprecated since Go 1.16.,Replace deprecated ioutil with io and os,link is deprecated since Go 1.16.
88,Merge commit '336622d5e7afd9334cd2de7150d4f16bdf7c24f9',,Merge commit '336622d5e7afd9334cd2de7150d4f16bdf7c24f9',
89,Squashed 'docs/' changes from 36dd5483f..6e32d0591,6e32d0591 Update quick-start.md (#1984) eddd25ff4 Mermaid: reflect latest docs specifications b2a23b6f5 Mermaid: switch to ESM import 43d83c131 Update index.md git-subtree-dir: docs git-subtree-split: 6e32d05910fb9d623ef26b647def10ea0e00cd15,Squashed 'docs/' changes from 36dd5483f..6e32d0591,6e32d0591 Update quick-start.md (#1984) eddd25ff4 Mermaid: reflect latest docs specifications b2a23b6f5 Mermaid: switch to ESM import 43d83c131 Update index.md git-subtree-dir: docs git-subtree-split: 6e32d05910fb9d623ef26b647def10ea0e00cd15
90,build(deps): bump github.com/tdewolff/parse/v2 from 2.6.4 to 2.6.5,Bumps github.com/tdewolff/parse/v2 from 2.6.4 to 2.6.5. - Release notes - Commits  updated-dependencies: - dependency-name: github.com/tdewolff/parse/v2   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/tdewolff/parse/v2 from 2.6.4 to 2.6.5,Bumps github.com/tdewolff/parse/v2 from 2.6.4 to 2.6.5. - Release notes - Commits updated-dependencies: - dependency-name: github.com/tdewolff/parse/v2   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
91,build(deps): bump github.com/mattn/go-isatty from 0.0.16 to 0.0.17,Bumps github.com/mattn/go-isatty from 0.0.16 to 0.0.17. - Release notes - Commits  updated-dependencies: - dependency-name: github.com/mattn/go-isatty   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/mattn/go-isatty from 0.0.16 to 0.0.17,Bumps github.com/mattn/go-isatty from 0.0.16 to 0.0.17. - Release notes - Commits updated-dependencies: - dependency-name: github.com/mattn/go-isatty   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
92,build(deps): bump golang.org/x/image,Bumps golang.org/x/image from 0.0.0-20211028202545-6944b10bf410 to 0.5.0. - Release notes - Commits  updated-dependencies: - dependency-name: golang.org/x/image   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,build(deps): bump golang.org/x/image,Bumps golang.org/x/image from 0.0.0-20211028202545-6944b10bf410 to 0.5.0. - Release notes - Commits updated-dependencies: - dependency-name: golang.org/x/image   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
93,Remove unused temp directory,,Remove unused temp directory,
94,exif: Return the proper exposure time value in some special cases,"Return value in float64 if exposure time is int or greater than 1, otherwise return in fraction. Fixes #10738",exif: Return the proper exposure time value in some special cases,"Return value in float64 if exposure time is int or greater than 1, otherwise return in fraction. Fixes #10738"
95,Add a page template func,Fixes #9339,Add a page template func,Fixes #9339
96,dartsass: Import CSS without extension at compile time,Applicable to Dart Sass only:  Sass imports with the .css extension indicate a plain CSS @import. Sass imports without the .css extension are imported at compile time.  Fixes #10592,dartsass: Import CSS without extension at compile time,Applicable to Dart Sass only: Sass imports with the .css extension indicate a plain CSS @import. Sass imports without the .css extension are imported at compile time. Fixes #10592
97,Split parse and render for Goldmark,"This also speeds up situations where you only need the fragments/toc and not the rendered content, e.g. Related with fragments type indexing: ```bash name            old time/op    new time/op    delta RelatedSite-10    12.3ms ± 2%    10.7ms ± 1%  -12.95%  (p=0.029 n=4+4) name            old alloc/op   new alloc/op   delta RelatedSite-10    38.6MB ± 0%    38.2MB ± 0%   -1.08%  (p=0.029 n=4+4) name            old allocs/op  new allocs/op  delta RelatedSite-10      117k ± 0%      115k ± 0%   -1.36%  (p=0.029 n=4+4) ``` Fixes #10750",Split parse and render for Goldmark,"This also speeds up situations where you only need the fragments/toc and not the rendered content, e.g. Related with fragments type indexing: module Fixes #10750"
98,related: Add config option cardinalityThreshold,Fixes #10744,related: Add config option cardinalityThreshold,Fixes #10744
99,docs: Another fix related docs example,,docs: Another fix related docs example,
100,docs: Fix related docs example,,docs: Fix related docs example,
101,build(deps): bump golang.org/x/net from 0.4.0 to 0.7.0,Bumps golang.org/x/net from 0.4.0 to 0.7.0. - Release notes - Commits  updated-dependencies: - dependency-name: golang.org/x/net   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,build(deps): bump golang.org/x/net from 0.4.0 to 0.7.0,Bumps golang.org/x/net from 0.4.0 to 0.7.0. - Release notes - Commits updated-dependencies: - dependency-name: golang.org/x/net   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
102,Fix shortcode error when closing without .Inner,Fixes #10672,Fix shortcode error when closing without .Inner,Fixes #10672
103,Throw an error when shortcode is expected to be closed,Fixes #10675,Throw an error when shortcode is expected to be closed,Fixes #10675
104,Add some shortcode testcases,Closes #10671,Add some shortcode testcases,Closes #10671
105,sass: Remove some unused leftover code,,sass: Remove some unused leftover code,
106,resources/sass: Remove debug statements,Closes #10470,resources/sass: Remove debug statements,Closes #10470
107,Squashed 'docs/' changes from 1214f6ffb..36dd5483f,36dd5483f Clarify placement of 404 template 6f0a5f3f0 Update urls.Parse.md c8070e578 Remove reference to Internet Explorer conditional comments (#1975) 3e3458f09 Describe default source map behavior for js.build (#1974) 08c9ed09a Simplify ordinal abbreviation example... (#1970) b5aa8d598 docs(markdownify): mention a context limitation (#1968) 596af47f5 Fixing typo in configuration.md doc (#1966) c47cadfcb Fix hardWraps config spelling (#1964) 5739a174e Add detail to tabWidth highlighting option 73a4bcd1f doc: Add hugo-lyra search engine (#1959) 6cc9ebdfd Update uniq function example (#1963) 686a65cf6 Update uniq.md 096f794d0 Update uniq.md 914ca0c38 remove version from SVG example (#1957) 58347d41f Update theme 7c806371f Fix 404 error for CloudCannon community learn docs (#1955) 58e42b03d Update theme fd0385ee2 Update theme 513b7a43a Update findRe.md 4d39137ef Update configuration.md b1c3b58a7 Update configuration.md f827cce8d Update configuration.md 3d72ed8fb netlify: Hugo 0.110.0 e6f969c87 Merge branch 'feat/config-rename' 4c0b5a0b5 dos: Regen CLI docs 05d9db705 docs: Regen docshelper f73bdb6e5 Merge commit 'ef6f101e75256c3bb88a6f1f3b5c1273bf8d7382' e83141f88 Format config 4cadf795e Rename config.toml -> hugo.toml c8aa8617f Move config/_default/config.toml -> config.toml 2943c031a Add fill HTTP Response info into .Data in resources.GetRemote git-subtree-dir: docs git-subtree-split: 36dd5483fb8efb6db4488bbaca5f6ac855f8ffea,Squashed 'docs/' changes from 1214f6ffb..36dd5483f,36dd5483f Clarify placement of 404 template 6f0a5f3f0 Update urls.Parse.md c8070e578 Remove reference to Internet Explorer conditional comments (#1975) 3e3458f09 Describe default source map behavior for js.build (#1974) 08c9ed09a Simplify ordinal abbreviation example... (#1970) b5aa8d598 docs(markdownify): mention a context limitation (#1968) 596af47f5 Fixing typo in configuration.md doc (#1966) c47cadfcb Fix hardWraps config spelling (#1964) 5739a174e Add detail to tabWidth highlighting option 73a4bcd1f doc: Add hugo-lyra search engine (#1959) 6cc9ebdfd Update uniq function example (#1963) 686a65cf6 Update uniq.md 096f794d0 Update uniq.md 914ca0c38 remove version from SVG example (#1957) 58347d41f Update theme 7c806371f Fix 404 error for CloudCannon community learn docs (#1955) 58e42b03d Update theme fd0385ee2 Update theme 513b7a43a Update findRe.md 4d39137ef Update configuration.md b1c3b58a7 Update configuration.md f827cce8d Update configuration.md 3d72ed8fb netlify: Hugo 0.110.0 e6f969c87 Merge branch 'feat/config-rename' 4c0b5a0b5 dos: Regen CLI docs 05d9db705 docs: Regen docshelper f73bdb6e5 Merge commit 'ef6f101e75256c3bb88a6f1f3b5c1273bf8d7382' e83141f88 Format config 4cadf795e Rename config.toml -> hugo.toml c8aa8617f Move config/_default/config.toml -> config.toml 2943c031a Add fill HTTP Response info into .Data in resources.GetRemote git-subtree-dir: docs git-subtree-split: 36dd5483fb8efb6db4488bbaca5f6ac855f8ffea
108,Merge commit 'cf591b7c0c598d34896709db6d28598da37e3ff6',,Merge commit 'cf591b7c0c598d34896709db6d28598da37e3ff6',
109,page: Move the cache double check right after the lock,,page: Move the cache double check right after the lock,
110,page: Add some concurrency to the building of the related page index,"But only in the case where we know that we will need to access the Page fragments/tableofcontents. In normal situations this will spread naturally across the CPU cores, but not in the situation where site.RegularPages.Related gets called as part of e.g. the single template. ```bash name            old time/op    new time/op    delta RelatedSite-10    18.0ms ± 2%    11.9ms ± 1%  -34.17%  (p=0.029 n=4+4) name            old alloc/op   new alloc/op   delta RelatedSite-10    38.6MB ± 0%    38.6MB ± 0%     ~     (p=0.114 n=4+4) name            old allocs/op  new allocs/op  delta RelatedSite-10      117k ± 0%      117k ± 0%   +0.23%  (p=0.029 n=4+4) ``` See #10711",page: Add some concurrency to the building of the related page index,"But only in the case where we know that we will need to access the Page fragments/tableofcontents. In normal situations this will spread naturally across the CPU cores, but not in the situation where site.RegularPages.Related gets called as part of e.g. the single template. module See #10711"
111,related: Adjust benchmark,,related: Adjust benchmark,
112,create: Fix typo in error message,,create: Fix typo in error message,
113,tocss: Simplify the hugo:vars type handling,"Instead of maintaing a list of all CSS units and functions this commit:  Uses 3 regexps to detect typed CSS values (e.g. 24px) + properly handle numeric Go types. These regexps may have some false positives -- e.g. strings that needs to be quoted. For that rare case, you can mark the string with e.g. ""32xxx"" | css.Quoted For the opposite case:  ""32"" | css.Unquoted  Updates #10632",tocss: Simplify the hugo:vars type handling,"Instead of maintaing a list of all CSS units and functions this commit: Uses 3 regexps to detect typed CSS values (e.g. 24px) + properly handle numeric Go types. These regexps may have some false positives -- e.g. strings that needs to be quoted. For that rare case, you can mark the string with e.g. ""32xxx"" | css.Quoted For the opposite case:  ""32"" | css.Unquoted Updates #10632"
114,resource_transformers/tocss: Fixed hugo:vars casting,Variables passed via the hugo:vars function where passed as type string. This caused problems when using the variables in sass functions because these expect a specific type. Now we check if the passed variables have to be quoted and therefore are of type string or if they should not be quoted and let the type interpretation up to the sass compiler. Fixes #10632,resource_transformers/tocss: Fixed hugo:vars casting,Variables passed via the hugo:vars function where passed as type string. This caused problems when using the variables in sass functions because these expect a specific type. Now we check if the passed variables have to be quoted and therefore are of type string or if they should not be quoted and let the type interpretation up to the sass compiler. Fixes #10632
115,Adjust tests for GO 1.20,Updates #10691,Adjust tests for GO 1.20,Updates #10691
116,tpl/internal: Sync Go template src to Go 1.20,Updates #10691,tpl/internal: Sync Go template src to Go 1.20,Updates #10691
117,build: Update to Go 1.20,Updates #10691,build: Update to Go 1.20,Updates #10691
118,Add page fragments support to Related,"The main topic of this commit is that you can now index fragments (content heading identifiers) when calling .Related. You can do this by:  Configure one or more indices with type fragments The name of those index configurations maps to an (optional) front matter slice with fragment references. This allows you to link page<->fragment and page<->page. This also will index all the fragments (heading identifiers) of the pages.  It's also possible to use type fragments indices in shortcode, e.g.: {{ $related := site.RegularPages.Related .Page }} But, and this is important, you need to include the shortcode using the {{< delimiter. Not doing so will create infinite loops and timeouts. This commit also:  Adds two new methods to Page: Fragments (can also be used to build ToC) and HeadingsFiltered (this is only used in Related Content with index type fragments and enableFilter set to true. Consolidates all .Related* methods into one, which takes either a Page or an options map as its only argument. Add context.Context to all of the content related Page API. Turns out it wasn't strictly needed for this particular feature, but it will soon become usefil, e.g. in #9339.  Closes #10711 Updates #9339 Updates #10725",Add page fragments support to Related,"The main topic of this commit is that you can now index fragments (content heading identifiers) when calling .Related. You can do this by: Configure one or more indices with type fragments The name of those index configurations maps to an (optional) front matter slice with fragment references. This allows you to link page<->fragment and page<->page. This also will index all the fragments (heading identifiers) of the pages. It's also possible to use type fragments indices in shortcode, e.g.: {{ $related := site.RegularPages.Related .Page }} But, and this is important, you need to include the shortcode using the {{< delimiter. Not doing so will create infinite loops and timeouts. This commit also: Adds two new methods to Page: Fragments (can also be used to build ToC) and HeadingsFiltered (this is only used in Related Content with index type fragments and enableFilter set to true. Consolidates all .Related* methods into one, which takes either a Page or an options map as its only argument. Add context.Context to all of the content related Page API. Turns out it wasn't strictly needed for this particular feature, but it will soon become usefil, e.g. in #9339. Closes #10711 Updates #9339 Updates #10725"
119,related: Adjust benchmark,To make it easier to compare.,related: Adjust benchmark,To make it easier to compare.
120,related: Add benchmark,,related: Add benchmark,
121,tpl/collections: Improve error message in Index,,tpl/collections: Improve error message in Index,
122,Make the HTML collector parsing more robust,Most notably better handling self-closing elements Closes #10698,Make the HTML collector parsing more robust,Most notably better handling self-closing elements Closes #10698
123,"Revert ""build(deps): bump github.com/getkin/kin-openapi from 0.110.0 to 0.114.0""",This reverts commit 87c78bd3e918f258bc1a4b0e8acdcec11b69bd35. There seem to be some breaking changes in the above that needs to be looked into.,"Revert ""build(deps): bump github.com/getkin/kin-openapi from 0.110.0 to 0.114.0""",This reverts commit 87c78bd3e918f258bc1a4b0e8acdcec11b69bd35. There seem to be some breaking changes in the above that needs to be looked into.
124,deps: Upgrade github.com/yuin/goldmark v1.5.3 => v1.5.4,Closes #10661,deps: Upgrade github.com/yuin/goldmark v1.5.3 => v1.5.4,Closes #10661
125,tpl/strings: Add strings.ContainsNonSpace,,tpl/strings: Add strings.ContainsNonSpace,
126,build(deps): bump github.com/getkin/kin-openapi from 0.110.0 to 0.114.0,Bumps github.com/getkin/kin-openapi from 0.110.0 to 0.114.0. - Release notes - Commits  updated-dependencies: - dependency-name: github.com/getkin/kin-openapi   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/getkin/kin-openapi from 0.110.0 to 0.114.0,Bumps github.com/getkin/kin-openapi from 0.110.0 to 0.114.0. - Release notes - Commits updated-dependencies: - dependency-name: github.com/getkin/kin-openapi   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
127,deps: Upgrade github.com/alecthomas/chroma v2.4.0 => v2.5.0,Fixes #9890 Fixes #10692,deps: Upgrade github.com/alecthomas/chroma v2.4.0 => v2.5.0,Fixes #9890 Fixes #10692
128,markup: Fix linenos codeblock hl option case regression,"This fixes a regression introduced in v0.93.0 where previously, a mixed-case key for lineNos would be successfully parsed. This change moves the configuration key lowercasing step into the configuration normalization stage, which is called whether the highlighting config is being parsed from a string or a map. Fixes #10682",markup: Fix linenos codeblock hl option case regression,"This fixes a regression introduced in v0.93.0 where previously, a mixed-case key for lineNos would be successfully parsed. This change moves the configuration key lowercasing step into the configuration normalization stage, which is called whether the highlighting config is being parsed from a string or a map. Fixes #10682"
