Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
41,Update history to reflect merge of #350 [ci skip],0.5015788,refactor: mutate site payload instead of duplicating it (#419),,0
42,Merge pull request #86 from miguelfrde/facebook-admins-meta,0.54901195,Add support for Facebook App metadata,,0
43,Remove unnecessary/confusing wording.,0.6505827,Properly escape smart quotes in titles and descriptions,,0
44,Structured Data Testing Tool is deprecated (#409),0.9999999,Structured Data Testing Tool is deprecated (#409),Merge pull request 418,1
45,change wording,0.55873084,Breaking changes,,0
46,Clarify documentation,0.63776916,Improved documentation formatting (props @yous),Merge pull request 343,0
47,Merge branch 'master' into clean-Gemfile,0.39188778,Set up Continuous Integration via GH Actions (#450),,0
48,Twitter Image and Title (#330),1.0,Twitter Image and Title (#330),Merge pull request 388,1
49,Be consistent with the quotes in output.,0.5700323,Do not escape smart quotes (#21),,0
50,chore(release): v.2.7.1 :gem:,0.56385136,chore(deps): bump rubocop-jekyll to v0.3 (#316),Merge pull request 417,0
51,Update for #228,0.5510592,Update url of schema website (#296),,0
52,properly escape quotes in titles and descriptions,0.87545365,Properly escape smart quotes in titles and descriptions,Merge pull request 414,1
53,Release: v2.6.1,0.6038399,Initial release,,0
54,Release :gem: 2.5.0,0.5238457,Initial release,Merge pull request 415,0
55,Merge branch 'master' into add-custom-paginator-message,0.47809723,Change pagination message with seo_paginator_message option (#324),,0
56,Update JSON-LD output to current usage for site logo and page image,0.7325282,Prepend site URL to JSON-LD image property (props @boturnbow),Merge pull request 409,1
57,Update history to reflect merge of #452 [ci skip],0.5341407,refactor: mutate site payload instead of duplicating it (#419),,0
58,Code deprecated note,0.5822923,Structured Data Testing Tool is deprecated (#409),Merge pull request 399,0
59,"Oops, that wasn't as backwards compatible as I thought.",0.34870183,Breaking changes,,0
60,move logic to ruby,0.5746261,"chore(ci): Add Ruby 2.6, drop Ruby 2.3 (#326)",Merge pull request 403,0
61,Update title separator. Closes #121,0.67650044,Use | for title separator (#162),,0
62,fix for including name when author is passed by reference,0.6330626,Add author meta (#103),Merge pull request 376,0
63,Merge pull request #206 from jekyll/guard-against-empty-strings,0.4909039,Fix for uninitiated constant Jekyll::SeoTag::VERSION error,,0
64,Merge pull request #126 from jekyll/pull/dont-mangle-text,0.50254107,Fix for uninitiated constant Jekyll::SeoTag::VERSION error,Merge pull request 385,0
65,Merge pull request #59 from jekyll/minify,0.57063144,New: Require Jekyll ~> 3,,0
66,Merge pull request #228 from jekyll/fix-for-invalid-url,0.5659932,Fix for uninitiated constant Jekyll::SeoTag::VERSION error,Merge pull request 382,0
67,Allow passing custom environments when making Liquid contexts for testing. Backwards-compatible with previous implementation.,0.5033,Update tests to work with Liquid 3 (#43),chore(dev): simplify require for version,0
68,"docs/usage - replace ""below"" with correct link (#280)",1.0,"docs/usage - replace ""below"" with correct link (#280)",,1
69,Update history to reflect merge of #399 [ci skip],0.49630824,refactor: mutate site payload instead of duplicating it (#419),,0
70,Update history to reflect merge of #320 [ci skip],0.5044013,refactor: mutate site payload instead of duplicating it (#419),Merge pull request 360,0
71,Add facebook admins meta tag to template and facebook spec,0.7169701,Add support for Facebook App metadata,,1
72,Merge pull request #132 from DirtyF/default-image,0.5473825,Add front matter default example for image (#132),Merge pull request 372,0
73,Added hyphen to underscore coersion,0.32206458,Loosen Jekyll dependency,,0
74,Mutate site payload instead of duplicating it (#419),0.9261526,refactor: mutate site payload instead of duplicating it (#419),Merge pull request 342,1
75,Support article:publisher without fb:app_id,0.52956414,Support for global author data (props @pathawks),,0
76,Profile with multiple Jekyll versions,0.7762536,Changed: Requires Jekyll 3.1.x,Merge pull request 356,1
77,Merge remote-tracking branch 'upstream/master' into add-locale-support,0.4542249,Add og:locale support #166,Update homepage,0
78,memoize site_description,0.53851944,Prefer site.tagline to site.description for page title (#356),update homepage link to: link,0
79,Don’t process the Liquid example in the advanced usage docs,0.5933557,Avoid deprecation warning when building docs (#243),,0
80,Test against Jekyll 4.x (#336),1.0,Test against Jekyll 4.x (#336),Merge pull request 367,1
81,Update history to reflect merge of #276 [ci skip],0.48823977,refactor: mutate site payload instead of duplicating it (#419),,0
82,Relax version constraint on Bundler (#325),1.0000002,Relax version constraint on Bundler (#325),Merge pull request 284,1
83,Merge pull request #20 from pathawks/minify-once,0.53159314,Ability to disable  tag (props @pathawks),,0
84,Merge pull request #63 from XhmikosR/quotes,0.4768566,Consistent spacing and use of quotes in metadata fields (props @XhmikosR),Merge pull request 324,0
85,Appease lord RuboCop,0.49879628,Test against latest Rubies (#242),,0
86,Merge pull request #65 from jekyll/pr/seo_page_title,0.5064966,Do not cache the drop payload for SeoTag (#306),,0
87,Lookup author in site.data.authors,0.6814995,Ensure site.data.authors is properly formatted before attempting to retrieve author meta #227,Merge pull request 359,0
88,Fixing Rubocop offenses,0.75366414,Correct RuboCop offenses in spec files (#319),,1
89,memoize all the things,0.35426158,Improved documentation formatting (props @yous),Merge pull request 358,0
90,add explicit test for site.data.authors[author] as a string,0.6092389,Allow author data as an object (#26),Update Google's structured-data docs URL to prevent redirect,0
91,Update Copyright notice,0.50584704,Ensure site.data.authors is properly formatted before attempting to retrieve author meta #227,,0
92,Mark 2.2.0,0.4777524,Target Ruby 2.3 and Rubocop 0.56.0 (#292),,0
93,Update history to reflect merge of #333 [ci skip],0.53309095,refactor: mutate site payload instead of duplicating it (#419),Merge pull request 351,0
94,Ensure a single leading @ for twitter usernames (#367),0.99999994,Ensure a single leading @ for twitter usernames (#367),,1
95,Added documentation,0.6434407,Improved documentation formatting (props @yous),Merge pull request 350,0
96,add rubocop,0.60371834,Bump RuboCop to v1.18.x (#452),Release: v2.6.1,0
97,Update History.markdown,0.5203384,Update url of schema website (#296),,0
98,strip null values from JSON-LD hash,0.9688307,Strip null values from JSON-LD hash (#249),,1
99,add unit tests for Jekyll::SeoTag,0.71464443,Test against Jekyll 4.x (#336),,1
100,Merge pull request #230 from serra/patch-1,0.4860626,Cache parsed template #231,,0
101,use ruby to generate json-ld,0.58419925,Strip null values from JSON-LD hash (#249),Merge pull request 336,0
102,Update history to reflect merge of #149 [ci skip],0.5126461,refactor: mutate site payload instead of duplicating it (#419),,0
103,Bump to 1.1.0,0.70196134,Bump RuboCop to v1.18.x (#452),Merge pull request 334,1
104,more description,0.45556027,Minor Enhancements,,0
105,Add author meta,0.9372183,Add author meta (#103),Merge pull request 306,1
106,add google site verification meta tag,0.8112785,Add support for verifying site's with Google webmaster tools,,1
107,Merge branch 'master' into copyright-notice,0.34511992,Ensure site.data.authors is properly formatted before attempting to retrieve author meta #227,Merge pull request 333,0
108,ensure to_h doesnt cause things to explode,0.4232274,Avoid deprecation warning when building docs (#243),,0
109,Adding /bin/ to mask local testing,0.53698236,test: fix locale specs that use the fallback locale (#360),Merge pull request 330,0
110,Merge pull request #172 from DirtyF/bump-dev-dependencies,0.66199136,Bump dev dependencies (#172),,0
111,Fix small test case blunder.,0.5010395,Fix tiny typo (#106),Merge pull request 328,0
112,Merge pull request #36 from benbalter/pr/default,0.42879528,Remove dynamic GitHub Pages logic from Gemfile #194,,0
113,output image as an imageObject if we have additional image properties,0.54603624,Add front matter default example for image (#132),,0
114,Simplify documentation. Change to snake_case. Use Path instead of adding URL.,0.5037767,Define path with dir #232,Merge pull request 326,0
115,Merge pull request #194 from jekyll/static-gemfile,0.57380843,Fix for uninitiated constant Jekyll::SeoTag::VERSION error,,0
116,Target Ruby 2.3 and Rubocop 0.56.0 (#292),1.0000001,Target Ruby 2.3 and Rubocop 0.56.0 (#292),,1
117,chore(deps): Ruby > 2.4 EOL,0.9460385,chore(deps): require Ruby > 2.4.0 EOL,Merge pull request 325,1
118,Include page number in title (#250),1.0000001,Include page number in title (#250),,1
119,Bump to 2.2.0,0.62168777,Bump RuboCop to v1.18.x (#452),,0
120,Use the latest version of Rubygems,0.7054734,Target Ruby 2.3 and Rubocop 0.56.0 (#292),,1
121,Update history to reflect merge of #255 [ci skip],0.5196944,refactor: mutate site payload instead of duplicating it (#419),"Default message can by overriten by ""paginator_message"" parameter in _config.yml",0
122,Merge branch 'master' into add-locale-support,0.50530356,Add og:locale support #166,,0
123,Merge pull request #324 from AlekseySpiridonov/add-custom-paginator-message,0.59741724,Change pagination message with seo_paginator_message option (#324),Merge pull request 320,0
124,Profile using an intermediate shell script,0.44024807,add example usage of social profiles (#139),,0
125,Update history to reflect merge of #385 [ci skip],0.53198653,refactor: mutate site payload instead of duplicating it (#419),Merge pull request 319,0
126,Update history to reflect merge of #289 [ci skip],0.51902485,Update url of schema website (#296),,0
127,Merge pull request #170 from DirtyF/rubocop-offenses,0.4997529,refactor: mutate site payload instead of duplicating it (#419),Merge pull request 316,0
128,"Incorporate feedback, add unit tests",0.6150166,Improved automated tests,,0
129,Update release date,0.6217723,Initial release,Merge pull request 302,0
130,Merge pull request #288 from set0gut1/fix-markdown,0.48414728,Do not cache the drop payload for SeoTag (#306),,0
131,comment site_author_hash,0.6557454,refactor: Memoize #author_hash in SeoTag::AuthorDrop (#342),Merge pull request 296,0
132,Bump to 1.3.3,0.6745874,Bump RuboCop to v1.18.x (#452),Release :gem: 2.5.0,0
133,add failing test for site.authors as an array,0.5013942,Guard against invalid or missing URLs #199,,0
134,Update history to reflect merge of #449 [ci skip],0.53504175,refactor: mutate site payload instead of duplicating it (#419),,0
135,fix gemfile to use github-pages version,0.6947569,Remove dynamic GitHub Pages logic from Gemfile #194,Merge pull request 292,0
136,add explicit test for all descriptions being nil,0.49906957,Guard against empty title or description strings #206,,0
137,Merge branch 'master' into google-site-verification,0.69212365,Add support for verifying site's with Google webmaster tools,Merge pull request 289,0
138,add rubygems badge,0.5559166,Lint Ruby code with rubocop-jekyll gem (#302),Fix markdown for a code snippet and some indents,0
139,Handle nil exception,0.43330067,Rectify error in Usage documentation (#328),,0
140,chore (ci): remove deprecated sudo: false in .travis.yml (#333),1.0,chore (ci): remove deprecated sudo: false in .travis.yml (#333),,1
141,Merge branch 'site-authors-array' of link into site-authors-array,0.43066528,refactor: mutate site payload instead of duplicating it (#419),,0
142,Convert tabs to spaces,0.4540758,Simplified whitespace-smushing regex,Merge pull request 225,0
143,Update Google's structured-data docs URL to prevent redirect,0.5765748,Rename Google webmaster tools to Google Search Console  (#403),,0
144,Fix issue #183 image.itemtype,0.7375368,Fix for image.path causing an invalid url error #228,Merge pull request 280,1
145,check author passed as a hash in json-ld,0.6183367,Strip null values from JSON-LD hash (#249),,0
146,Merge pull request #232 from jekyll/define-path-with-dir,0.53337276,Define path with dir #232,Merge pull request 250,0
147,remove Google+ from example snippet (#358),0.99999994,remove Google+ from example snippet (#358),Update logo field information,1
148,Memoize #author_hash in SeoTag::AuthorDrop (#342),0.9702296,refactor: Memoize #author_hash in SeoTag::AuthorDrop (#342),,1
149,Improve documentation on plugin usage (#399),1.0000002,Improve documentation on plugin usage (#399),,1
150,group advanced options in readme,0.3540312,Add support for Facebook App metadata,,0
151,Only process Liquid template once,0.57909334,Convert template logic to a Liquid Drop (significant performance improvement) (#184),Merge pull request 276,0
152,docs: fix typo (#449),0.7194118,Fix typo in source code comment (#449),Don’t process the Liquid example in the advanced usage docs,1
153,Merge pull request #72 from jekyll/pr/twitter_large_image,0.5374017,Add og:image:alt and twitter:image:alt (#438),,0
154,Update history to reflect merge of #342 [ci skip],0.51622283,refactor: mutate site payload instead of duplicating it (#419),Prevent {% seo %} Liquid parsing,0
155,Update history to reflect merge of #263 [ci skip],0.48646936,Update url of schema website (#296),,0
156,Update for 2.3.0,0.53242034,Update tests to work with Liquid 3 (#43),,0
157,Allow setting author.url (#453),0.99999994,Allow setting author.url (#453),Merge pull request 263,1
158,Merge pull request #249 from jekyll/strip-null-values,0.5192415,Fix for uninitiated constant Jekyll::SeoTag::VERSION error,Update Copyright notice,0
159,Merge branch 'master' into to_liquid,0.33896494,Changed: Use SmartyPants (rather than mardownify) to process titles,,0
160,Fix word casing,0.4319336,Fix typo in source code comment (#449),,0
161,Update docs. Add use case. Add test.,0.5305768,Update tests to work with Liquid 3 (#43),Merge pull request 260,0
162,Update history to reflect merge of #356 [ci skip],0.5059256,refactor: mutate site payload instead of duplicating it (#419),,0
163,Merge pull request #171 from DirtyF/clean-Gemfile,0.5049603,refactor: mutate site payload instead of duplicating it (#419),,0
164,Explicitly test both canonical URL cases,0.51678294,Use canonical_url specified in page if present #211,,0
165,Merge pull request #1 from aav7fl/testing,0.43784717,Rectify error in Usage documentation (#328),Merge pull request 255,0
166,typo in code comment,0.7437856,Fix typo in source code comment (#449),,1
167,Simplify conditional in SeoTag::Drop#date_modified (#343),0.95127434,refactor: simplify conditional in SeoTag::Drop#date_modified (#343),Inspired by link/ :smile:,1
168,break image logic into its own drop,0.53120375,Convert template logic to a Liquid Drop (significant performance improvement) (#184),Release 2.4.0,0
169,Merge pull request #352 from coliff/patch-1,0.46905777,Do not cache the drop payload for SeoTag (#306),,0
170,Merge pull request #197 from jekyll/guard-against-arrays,0.47606617,New: Require Jekyll ~> 3,"As requested by @benbalter I modified the description in the bulleted list associated with the logo field, thanks to the help",0
171,use pages deps in dev?,0.4393829,"Changed: Rel next/previous links now only appear on paginated pages (link, props @tfe)",Fix #251,0
172,convert JSON LD to a drop,0.6657546,Use jsonify to output url in JSON-LD for consistency,,0
173,failing test for nil image paths,0.6592673,Fix for image.path causing an invalid url error #228,Merge pull request 181,0
174,Do not escape characters,0.5788498,Don't mangle text with newlines #126,,0
175,Merge pull request #212 from jekyll/docs,0.59271485,Changed: Requires Jekyll 3.1.x,Merge pull request 242,0
176,Merge pull request #252 from jekyll/release-2.4.0,0.67726356,Changed: Requires Jekyll 3.1.x,,0
177,Merge pull request #231 from jekyll/cache-template,0.53015125,Cache parsed template #231,Merge pull request 243,0
178,Add test for image object with dimensions,0.5167265,Add front matter default example for image (#132),Strip null values from JSON-LD hash,0
179,style: align with latest jekyll-rubocop (#382),1.0,style: align with latest jekyll-rubocop (#382),,1
180,Bump to 1.0.0,0.69000685,Bump RuboCop to v1.18.x (#452),,0
181,Merge pull request #149 from jekyll/pr/exclude-spec,0.54724234,Changed: Requires Jekyll 3.1.x,Fix: Consistently use self-closing tags,0
182,Update history to reflect merge of #326 [ci skip],0.4985276,Update url of schema website (#296),,0
183,Update history to reflect merge of #358 [ci skip],0.51033795,refactor: mutate site payload instead of duplicating it (#419),Style: Rubocop auto-correct,0
184,"correct source and dest dir paths in spec helper, props @bogdanvlviv",0.5467969,Define path with dir #232,,0
185,Update history to reflect merge of #419 [ci skip],0.5302601,refactor: mutate site payload instead of duplicating it (#419),Pass the unified drop to the template rather than an ad-hoc payload,0
186,add facebook meta,0.7494762,Add support for Facebook App metadata,,1
187,"use title=false, not title: false",0.5781436,Guard against empty title or description strings #206,,0
188,resolve merge conflict,0.38970578,Development fixes,Add meta generator,0
189,guard against empty strings not being nil,0.5425546,Guard against empty title or description strings #206,,0
190,Merge pull request #49 from benbalter/rubocop,0.42670953,Relax version constraint on Bundler (#325),,0
191,Release :gem:  2.4.0,0.51587296,gems: is deprecated in current Jekyll version of github-pages #230,,0
192,use canonical_url specified in page if present,0.9246729,Use canonical_url specified in page if present #211,,1
193,specify timezone in tests,0.40849817,test: fix locale specs that use the fallback locale (#360),,0
194,Remove obsolete twitter:image test,0.6611226,Use og:image for twitter image (#174),,0
195,deps: bump rubocop-jekyll to 0.3.0 (#316),0.91212857,chore(deps): bump rubocop-jekyll to v0.3 (#316),,1
196,fix readme h1,0.39279693,Rectify error in Usage documentation (#328),,0
197,add datePublished to JSON-LD schema,0.6655053,Add SEO author and date modified to validate JSON-LD output (#151),Define path with dir,0
198,Merge pull request #189 from aav7fl/to_liquid,0.43395787,New: Consolidate JSON-LD output into a single block (props @pathawks),,0
199,Merge pull request #45 from benbalter/google-site-verification,0.601277,Add support for verifying site's with Google webmaster tools,,0
200,Update history to reflect merge of #454 [ci skip],0.5442499,refactor: mutate site payload instead of duplicating it (#419),,0
201,Release :gem: v2.6.0 (#334),0.54778117,gems: is deprecated in current Jekyll version of github-pages #230,Cache parsed template,0
202,chore(ci): test Jekyll v4.0 (#372),0.8981571,chore(ci): Jekyll v4.0 (#372),,1
203,Implement seo_author.name,0.67928904,refactor: Memoize #author_hash in SeoTag::AuthorDrop (#342),"Convert author, image, and JSON-LD to dedicated drops",0
204,Update history to reflect v2.1.0,0.46390864,Update url of schema website (#296),,0
205,Wite tests for implemented features.,0.6853538,Improved automated tests,,0
206,Exclude vendor from Rubocop,0.3951627,Correct RuboCop offenses in spec files (#319),,0
207,Support for image paths relative to the page's directory (#466),0.7040415,Add support for page images with absolute URLs (#76),gems: is deprecated in current Jekyll version of github-pages,1
208,add test for specifying image height and width,0.64080703,"Ability to support Facebook and Twitter specific images, set image height and width (#78)",Jekyll 3.5: Deprecation: The 'gems' configuration option has been renamed to 'plugins'. Please update your config file accordingly.,0
209,simplify tests,0.65390784,Improved automated tests,,0
210,Update history to reflect merge of #319 [ci skip],0.51328707,refactor: mutate site payload instead of duplicating it (#419),,0
211,update canoncial URL expectation,0.62276596,Use canonical_url specified in page if present #211,,0
212,Merge pull request #87 from tfe/use-prev-next-for-pagination,0.54674083,"Changed: Rel next/previous links now only appear on paginated pages (link, props @tfe)",,0
213,Merge pull request #14 from pathawks/strip_index,0.54337907,Ability to disable  tag (props @pathawks),,0
214,Update tests for new position of logo,0.4767848,"Style fixes (#170, #157, #149)",,0
215,Use SmartyPants,0.649665,Changed: Use SmartyPants (rather than mardownify) to process titles,,0
216,Bump to 2.0.0,0.6543176,Bump RuboCop to v1.18.x (#452),,0
217,Update history to reflect merge of #382 [ci skip],0.5102192,refactor: mutate site payload instead of duplicating it (#419),,0
218,Merge pull request #21 from benbalter/entities,0.3791464,Implement Facebook domain verification (#455),,0
219,Move this individual spec up with other individual ones.,0.49379337,Minor Enhancements,,0
220,Don't mangle text with newlines,0.9127499,Don't mangle text with newlines #126,Ensure site.data.authors is properly formatted before attempting to retrieve author meta,1
221,Improve README facebook options readability,0.5690108,Add support for Facebook App metadata,,0
222,silence Jekyll output,0.6394792,Test against latest version of Jekyll (#171),,0
223,Fix markdown for code snippets,0.5186467,Consistently use self-closing tags (#246),,0
224,simplify whitespace regex,0.9402497,Simplified whitespace-smushing regex,,1
225,Take advantage of Jekyll 3.3.0 URL filters,0.67093134,Use new URL filters (#123),,0
226,Allow to set type for author (#427),1.0,Allow to set type for author (#427),Fix for image.path causing an invalid url error,1
227,Merge pull request #160 from renshuki/metaname-author-unit-tests,0.50583386,Add webmaster_verifications for baidu (#263),,0
228,Update history to reflect merge of #417 [ci skip],0.5343413,refactor: mutate site payload instead of duplicating it (#419),,0
229,update failing tests for bad URLs,0.6995094,Guard against invalid or missing URLs #199,,0
230,add content to fixtures,0.5440663,Add meta generator (#236),,0
231,Add failing test for link,0.5127283,HTTPS link to link/ (#359),,0
232,Fix: Consistently use self-closing tags,0.9007938,Consistently use self-closing tags (#246),,1
233,refactor(template): use og:image for twitter,0.76091146,Use og:image for twitter image (#174),,1
234,s/if !/unless/,0.3273604,Test against Ruby 2.5 (#260),,0
235,add tests for JSON-LD drop,0.66598177,Use jsonify to output url in JSON-LD for consistency,Move docs to their own folder,0
236,prefix config key with 'seo_' to avoid conflicts,0.44633436,Use gems config key for Jekyll < 3.5.0 (#255),,0
237,move version to its own file for easier bumping,0.5675105,Gem version moved to its own file,,0
238,Added the twitter:description tag (#464),0.70973027,Twitter Image and Title (#330),,1
239,rubocop,0.64559036,Bump RuboCop to v1.18.x (#452),use canonical_url specified in page if present,0
240,Merge pull request #380 from jekyll/require_version,0.608335,Changed: Requires Jekyll 3.1.x,,0
241,Merge pull request #227 from jekyll/site-authors-array,0.5143331,Changed: Requires Jekyll 3.1.x,,0
242,Merge pull request #78 from jekyll/image-property-overload,0.48514917,Wraps logo image json data in a publisher property (#133),,0
243,Do not repeat Open Graph tags for Twitter,0.8781581,"Rely on open graph tags, rather than outputting duplicate Twitter-specific meta (#65)",,1
244,Make page.image url relative to site rather than absolute,0.86160076,"Make page.image url relative to site rather than absolute (#44, props @boturnbow)",,1
245,Merge pull request #47 from benbalter/jekyll-3-dev,0.512737,Changed: Requires Jekyll 3.1.x,,0
246,memoize title?,0.5816233,Guard against empty title or description strings #206,,0
247,Merge pull request #151 from aav7fl/master,0.48311543,refactor: mutate site payload instead of duplicating it (#419),,0
248,"Per Ben Balter, change usage to a rooted image url",0.5697745,Prepend site URL to JSON-LD image property (props @boturnbow),,0
249,remove bin dir,0.45300192,Remove Rake dependency (#180),,0
250,fix regex syntax,0.6892284,Simplified whitespace-smushing regex,,0
251,gems: is deprecated in current Jekyll version of github-pages,0.97302246,gems: is deprecated in current Jekyll version of github-pages #230,,1
252,document,0.5801649,Improved documentation formatting (props @yous),Guard against empty title or description strings,0
253,better json parsing,0.6118672,Use jsonify to output url in JSON-LD for consistency,,0
254,Add webmaster_verifications for baidu (#263),1.0,Add webmaster_verifications for baidu (#263),,1
255,Try testing on Ruby v2.3 and 2.4 (#181),0.90775335,Test against Ruby 2.5 (#260),,1
256,Merge pull request #192 from jekyll/author-by-reference,0.54649615,Changed: Requires Jekyll 3.1.x,,0
257,Appease RuboCop,0.66801536,Bump RuboCop to v1.18.x (#452),,0
258,whitespace,0.4891232,Remove extra whitespace in JSON-LD block,,0
259,Update README.md,0.46303052,Add author meta (#103),Guard against the author's Twitter handle being Nil when stripping @'s,0
260,Update history to reflect merge of #403 [ci skip],0.52579826,refactor: mutate site payload instead of duplicating it (#419),,0
261,Update for #232,0.5416658,Update url of schema website (#296),,0
262,HTTPS links (#350),0.9188071,HTTPS link to link/ (#359),,1
263,Do not cache the drop payload for SeoTag (#306),1.0,Do not cache the drop payload for SeoTag (#306),,1
264,Update history to reflect merge of #343 [ci skip],0.5103073,refactor: mutate site payload instead of duplicating it (#419),,0
265,fix readme formatting,0.46356502,Improved documentation formatting (props @yous),Guard against invalid or missing URLs,0
266,Check for existance of seo_page_title before outputting,0.9042718,Check for seo_page_title before outputting og:title,,1
267,og:title should not contain site.title,0.80468094,og:title no longer contains site.title (#11),,1
268,Fix markdown for a code snippet,0.509804,Consistently use self-closing tags (#246),,0
269,Added support for locale exposure as og:locale,0.7599443,Add og:locale support #166,,1
270,Merge pull request #253 from antoniotrento/patch-1,0.4829219,refactor: mutate site payload instead of duplicating it (#419),,0
271,guard against invalid or missing URLs,0.91757244,Guard against invalid or missing URLs #199,Guard against arrays in subhashes,1
272,Merge pull request #40 from CGarces/patch-1,0.5041337,Set up Continuous Integration via GH Actions (#450),,0
273,move docs to their own folder,0.48238838,Gem version moved to its own file,,0
274,Update docs for site logo and page image,0.63543475,"Make page.image url relative to site rather than absolute (#44, props @boturnbow)",,0
275,Merge pull request #51 from benbalter/better-specs,0.41496465,Relax version constraint on Bundler (#325),Remove dynamic logic from Gemfile,0
276,Bump to 1.3.0,0.6850648,Bump RuboCop to v1.18.x (#452),,0
277,Merge pull request #76 from jekyll/pr/absolute-image,0.49993283,Add support for page images with absolute URLs (#76),,0
278,Use site.name if site.title is not present,0.9212788,Use site.name if site.title is not present(#25),,1
279,add meta generator,0.91037714,Add meta generator (#236),,1
280,Fixing the documentation,0.6995224,Rectify error in Usage documentation (#328),Fix for including name when author is passed by reference,0
281,Merge branch 'master' into site-authors-array,0.43211016,refactor: mutate site payload instead of duplicating it (#419),,0
282,use addressible to determine absolute urls,0.5993242,use example.com for example URL (#351),Fixes #187 Invalid Date,0
283,Wraps logo image json data in a publisher property,0.9626373,Wraps logo image json data in a publisher property (#133),,1
