Index,Message,Description,Message Abstract,Description Abstract
123,Merge pull request #390 from storybookjs/modal-customization,allow modal styles to be customized,Merge pull request #390 from storybookjs/modal-customization,allow modal styles to be customized
124,allow modal styles to be customized,,allow modal styles to be customized,
125,Bump version to: 7.8.6 [skip ci],,Bump version to: 7.8.6 [skip ci],
126,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
127,Merge pull request #389 from storybookjs/toc-fixes,:first-child to first-of-type for ToC,Merge pull request #389 from storybookjs/toc-fixes,:first-child to first-of-type for ToC
128,update allTopLevelMenusAreOpen to ignore non-menu items,,update allTopLevelMenusAreOpen to ignore non-menu items,
129,:first-child to first-of-type for ToC,,:first-child to first-of-type for ToC,
130,Bump version to: 7.8.5 [skip ci],,Bump version to: 7.8.5 [skip ci],
131,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
132,Merge pull request #388 from storybookjs/update-remaining-icons,Update remaining icons,Merge pull request #388 from storybookjs/update-remaining-icons,Update remaining icons
133,Update remaining icons,,Update remaining icons,
134,Bump version to: 7.8.4 [skip ci],,Bump version to: 7.8.4 [skip ci],
135,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
136,Merge pull request #387 from storybookjs/update-editing-icons,Update a handful of icons,Merge pull request #387 from storybookjs/update-editing-icons,Update a handful of icons
137,Update organization loading state,,Update organization loading state,
138,Update a handful of icons,,Update a handful of icons,
139,Bump version to: 7.8.3 [skip ci],,Bump version to: 7.8.3 [skip ci],
140,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
141,Merge pull request #386 from storybookjs/add-redo-and-ff,Add Redo and FastForward images - also updated Browsers image,Merge pull request #386 from storybookjs/add-redo-and-ff,Add Redo and FastForward images - also updated Browsers image
142,Add Redo and FastForward images - also updated Browsers image,,Add Redo and FastForward images - also updated Browsers image,
143,Bump version to: 7.8.2 [skip ci],,Bump version to: 7.8.2 [skip ci],
144,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
145,Merge pull request #385 from zhyd1997/fix/remove-console-deprecated-warnings,Fix: remove console deprecated warnings,Merge pull request #385 from zhyd1997/fix/remove-console-deprecated-warnings,Fix: remove console deprecated warnings
146,fix: removed console deprecated warnings.,,fix: removed console deprecated warnings.,
147,fix: specified react/no-danger to disable eslint rule.,,fix: specified react/no-danger to disable eslint rule.,
148,Bump version to: 7.8.1 [skip ci],,Bump version to: 7.8.1 [skip ci],
149,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
150,Merge pull request #384 from storybookjs/cardinal-inverse-link,add inverse styling for link and selectable variants of the cardinal,Merge pull request #384 from storybookjs/cardinal-inverse-link,add inverse styling for link and selectable variants of the cardinal
151,add inverse styling for link and selectable variants of the cardinal,,add inverse styling for link and selectable variants of the cardinal,
152,Bump version to: 7.8.0 [skip ci],,Bump version to: 7.8.0 [skip ci],
153,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
154,Merge pull request #383 from storybookjs/cardinal-inverse,Add inverse status to cardinal,Merge pull request #383 from storybookjs/cardinal-inverse,Add inverse status to cardinal
155,Add inverse status to cardinal,,Add inverse status to cardinal,
156,Bump version to: 7.7.14 [skip ci],,Bump version to: 7.7.14 [skip ci],
157,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
158,Merge pull request #382 from storybookjs/add-os-icons,Added four Operating System icons and updated Measure,Merge pull request #382 from storybookjs/add-os-icons,Added four Operating System icons and updated Measure
159,"Updated windows, linux, ubuntu icons and added chrome",,"Updated windows, linux, ubuntu icons and added chrome",
160,Added four Operating System icons and updated Measure,,Added four Operating System icons and updated Measure,
161,Merge pull request #381 from storybookjs/button-types,Add inverse and noChrome inverse button types,Merge pull request #381 from storybookjs/button-types,Add inverse and noChrome inverse button types
162,Add inverse and noChrome inverse button types,,Add inverse and noChrome inverse button types,
163,Merge pull request #380 from storybookjs/button-types,export button types for reuse,Merge pull request #380 from storybookjs/button-types,export button types for reuse
164,export button types for reuse,,export button types for reuse,
165,Merge pull request #379 from storybookjs/tabs-padding,adjust link tabs padding,Merge pull request #379 from storybookjs/tabs-padding,adjust link tabs padding
166,adjust link tabs padding,,adjust link tabs padding,
167,Merge pull request #377 from storybookjs/misc-fixes,Add ChromaticInverted logo and export icontype type,Merge pull request #377 from storybookjs/misc-fixes,Add ChromaticInverted logo and export icontype type
168,Add ChromaticInverted logo and export icontype type,,Add ChromaticInverted logo and export icontype type,
169,Bump version to: 7.7.7 [skip ci],,Bump version to: 7.7.7 [skip ci],
170,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
171,Merge pull request #375 from storybookjs/icon-component-needs-keys,Format icon elements so react treats them as a the children of an svg,Merge pull request #375 from storybookjs/icon-component-needs-keys,Format icon elements so react treats them as a the children of an svg
172,use fragments instead of arrays,,use fragments instead of arrays,
173,"Revert ""Add key to each path within an icon""",This reverts commit 8be90762b1c517f3dd27449b8475885f9a845bcc.,"Revert ""Add key to each path within an icon""",This reverts commit 8be90762b1c517f3dd27449b8475885f9a845bcc.
174,Add key to each path within an icon,,Add key to each path within an icon,
175,Bump version to: 7.7.6 [skip ci],,Bump version to: 7.7.6 [skip ci],
176,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
177,Merge pull request #374 from storybookjs/update-cardinal-icon,Update cardinal icon,Merge pull request #374 from storybookjs/update-cardinal-icon,Update cardinal icon
178,Slightly less hacky - using margin instead of a nonbreaking space,,Slightly less hacky - using margin instead of a nonbreaking space,
179,Remove redundant line,,Remove redundant line,
180,Add story to cardinal that has an icon,,Add story to cardinal that has an icon,
181,Add width to Cardinal icon,,Add width to Cardinal icon,
182,Bump version to: 7.7.5 [skip ci],,Bump version to: 7.7.5 [skip ci],
183,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
184,Merge pull request #371 from storybookjs/update/form-icon-scale,Increase size of icons in standard form elements,Merge pull request #371 from storybookjs/update/form-icon-scale,Increase size of icons in standard form elements
185,Bump version to: 7.7.4 [skip ci],,Bump version to: 7.7.4 [skip ci],
186,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
187,Merge pull request #373 from storybookjs/fix-inv-logo,update storybook logo and fix SVGR export,Merge pull request #373 from storybookjs/fix-inv-logo,update storybook logo and fix SVGR export
188,update storybook logo and fix SVGR export,,update storybook logo and fix SVGR export,
189,Bump version to: 7.7.3 [skip ci],,Bump version to: 7.7.3 [skip ci],
190,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
191,Merge pull request #372 from storybookjs/update-logos,Update logos,Merge pull request #372 from storybookjs/update-logos,Update logos
192,Update size of icons in form elements,,Update size of icons in form elements,
193,fix linter,,fix linter,
194,update logos and line height for sub-heading small,,update logos and line height for sub-heading small,
195,Bump version to: 7.7.2 [skip ci],,Bump version to: 7.7.2 [skip ci],
196,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
197,Merge pull request #370 from storybookjs/update/trash-icon,Update trash icon,Merge pull request #370 from storybookjs/update/trash-icon,Update trash icon
198,Update trash icon to the correct icon,,Update trash icon to the correct icon,
199,Updated the trashcan icon,,Updated the trashcan icon,
200,Update trash icon,,Update trash icon,
201,Bump version to: 7.7.1 [skip ci],,Bump version to: 7.7.1 [skip ci],
202,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
203,Merge pull request #368 from storybookjs/update/button-icon-size,Make Icon size in Buttons smaller,Merge pull request #368 from storybookjs/update/button-icon-size,Make Icon size in Buttons smaller
204,Fix height of contains icon button variant,,Fix height of contains icon button variant,
205,Make SVG size in buttons smaller,,Make SVG size in buttons smaller,
206,Bump version to: 7.7.0 [skip ci],,Bump version to: 7.7.0 [skip ci],
207,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
208,Merge pull request #367 from storybookjs/update/some-icon-sizes,"Resized check, camera, and folder",Merge pull request #367 from storybookjs/update/some-icon-sizes,"Resized check, camera, and folder"
209,updated camera icon height,,updated camera icon height,
210,"Resized check, camera, and folder",,"Resized check, camera, and folder",
211,Bump version to: 7.6.1 [skip ci],,Bump version to: 7.6.1 [skip ci],
212,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
213,Merge pull request #365 from storybookjs/fix-checkbox-types,Checkbox: checkboxColor is not actually required,Merge pull request #365 from storybookjs/fix-checkbox-types,Checkbox: checkboxColor is not actually required
214,Bump version to: 7.6.0 [skip ci],,Bump version to: 7.6.0 [skip ci],
215,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
216,Merge pull request #366 from storybookjs/add/unpin-icon,Add unpin icon,Merge pull request #366 from storybookjs/add/unpin-icon,Add unpin icon
217,Add unpin icon,,Add unpin icon,
218,Checkbox: checkboxColor is not actually required,,Checkbox: checkboxColor is not actually required,
219,Bump version to: 7.5.0 [skip ci],,Bump version to: 7.5.0 [skip ci],
220,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
221,Merge pull request #364 from storybookjs/update/all-icons,Update every icon (and add a few new ones),Merge pull request #364 from storybookjs/update/all-icons,Update every icon (and add a few new ones)
222,Fixed Input icon position that broke an animation,,Fixed Input icon position that broke an animation,
223,Added GH icon,,Added GH icon,
224,export Icon props so that we can extend it in other repos,,export Icon props so that we can extend it in other repos,
225,Updated to simplify code and make changes based on suggestions,,Updated to simplify code and make changes based on suggestions,
226,Removed redundant Chevron component,,Removed redundant Chevron component,
227,Fixed Input icons and Clipboard icons - also made the clipboard tap area a bit bigger,,Fixed Input icons and Clipboard icons - also made the clipboard tap area a bit bigger,
228,Almost forgot the new PinAlt icon!,,Almost forgot the new PinAlt icon!,
229,Updated Link arrow size,,Updated Link arrow size,
230,Fixed a few visual bugs,,Fixed a few visual bugs,
231,NEW ICONS!,,NEW ICONS!,
232,Update Icon stories,,Update Icon stories,
233,Bump version to: 7.4.1 [skip ci],,Bump version to: 7.4.1 [skip ci],
234,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
235,Merge pull request #363 from storybookjs/export-images,export images and icons,Merge pull request #363 from storybookjs/export-images,export images and icons
236,Add Storybook icon to logos,,Add Storybook icon to logos,
237,update the storybook inverted logo,,update the storybook inverted logo,
238,export images and icons,,export images and icons,
239,Bump version to: 7.4.0 [skip ci],,Bump version to: 7.4.0 [skip ci],
240,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
241,Merge pull request #362 from storybookjs/update-styles,Add typography styles and a couple of missing colors to shared styles,Merge pull request #362 from storybookjs/update-styles,Add typography styles and a couple of missing colors to shared styles
242,Add typography styles and a couple of missing colors to shared styles,,Add typography styles and a couple of missing colors to shared styles,
243,Bump version to: 7.3.9 [skip ci],,Bump version to: 7.3.9 [skip ci],
244,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
245,Merge pull request #361 from storybookjs/sb-upgrade,upgrade to storybook 6.5,Merge pull request #361 from storybookjs/sb-upgrade,upgrade to storybook 6.5
246,upgrade to storybook 6.5,,upgrade to storybook 6.5,
247,Bump version to: 7.3.8 [skip ci],,Bump version to: 7.3.8 [skip ci],
248,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
249,Merge pull request #359 from storybookjs/andrew/ap-603-strange-focusactive-state-visual-bug,Only change the look of a link when it is hovered over or tabbed to,Merge pull request #359 from storybookjs/andrew/ap-603-strange-focusactive-state-visual-bug,Only change the look of a link when it is hovered over or tabbed to
250,Fix typos in styling,,Fix typos in styling,
251,Don't override color of variants when in focus,,Don't override color of variants when in focus,
252,Change focus selectors to focus-visible,,Change focus selectors to focus-visible,
253,Bump version to: 7.3.7 [skip ci],,Bump version to: 7.3.7 [skip ci],
254,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
255,Merge pull request #358 from storybookjs/remove-sourcemaps,,Merge pull request #358 from storybookjs/remove-sourcemaps,
256,Don't compile story files and remove emotion sourcemaps,,Don't compile story files and remove emotion sourcemaps,
257,Bump version to: 7.3.6 [skip ci],,Bump version to: 7.3.6 [skip ci],
258,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
259,Merge pull request #357 from storybookjs/soc2,Add Soc2 image to illustrations,Merge pull request #357 from storybookjs/soc2,Add Soc2 image to illustrations
260,Add Soc2 images,,Add Soc2 images,
261,Bump version to: 7.3.5 [skip ci],,Bump version to: 7.3.5 [skip ci],
262,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
263,Merge pull request #356 from storybookjs/loosen-theming-dep,,Merge pull request #356 from storybookjs/loosen-theming-dep,
264,Update to a looser version of @storybook/theming,,Update to a looser version of @storybook/theming,
265,Bump version to: 7.3.4 [skip ci],,Bump version to: 7.3.4 [skip ci],
266,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
267,Merge pull request #347 from storybookjs/emotion11,Migration to Emotion 11,Merge pull request #347 from storybookjs/emotion11,Migration to Emotion 11
268,Merge branch 'master' into emotion11,,Merge branch 'master' into emotion11,
269,Bump the theming package,,Bump the theming package,
270,Update packages,,Update packages,
271,Use @emotion/babel-plugin@^11,,Use @emotion/babel-plugin@^11,
272,Use @storybook/theming from the registry,,Use @storybook/theming from the registry,
273,Bump version to: 7.3.3 [skip ci],,Bump version to: 7.3.3 [skip ci],
274,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
275,Merge pull request #351 from storybookjs/fix-error-message-suppression,FormErrorState: make suppressErrorMessages optional with default,Merge pull request #351 from storybookjs/fix-error-message-suppression,FormErrorState: make suppressErrorMessages optional with default
276,FormErrorState: make suppressErrorMessages optional with default,,FormErrorState: make suppressErrorMessages optional with default,
277,Bump version to: 7.3.2 [skip ci],,Bump version to: 7.3.2 [skip ci],
278,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
279,Merge pull request #349 from storybookjs/form-error-state-hide,FormErrorState: Allow outside control of error messages,Merge pull request #349 from storybookjs/form-error-state-hide,FormErrorState: Allow outside control of error messages
280,FormErrorState: Allow outside control of error messages,,FormErrorState: Allow outside control of error messages,
281,Try the theming package based on Emotion 11,,Try the theming package based on Emotion 11,
282,Bump version to: 7.3.1 [skip ci],,Bump version to: 7.3.1 [skip ci],
283,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
284,Merge pull request #343 from storybookjs/update-cta,Refine styling to be more compact in mobile view,Merge pull request #343 from storybookjs/update-cta,Refine styling to be more compact in mobile view
285,Minor spacing tweaks,,Minor spacing tweaks,
286,Refine styling to be more compact in mobile view,,Refine styling to be more compact in mobile view,
287,Bump version to: 7.3.0 [skip ci],,Bump version to: 7.3.0 [skip ci],
288,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
289,Merge pull request #338 from storybookjs/storybook-logo-icon,Storybook logo icon,Merge pull request #338 from storybookjs/storybook-logo-icon,Storybook logo icon
290,Remove white background on Eye image,,Remove white background on Eye image,
291,Alpha-sort icon paths,,Alpha-sort icon paths,
292,Add Storybook icon,,Add Storybook icon,
293,Bump version to: 7.2.7 [skip ci],,Bump version to: 7.2.7 [skip ci],
294,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
295,Merge pull request #336 from storybookjs/add/unlink-icon,Add unlink icon,Merge pull request #336 from storybookjs/add/unlink-icon,Add unlink icon
296,Add unlink icon,,Add unlink icon,
297,Bump version to: 7.2.6 [skip ci],,Bump version to: 7.2.6 [skip ci],
298,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
299,Merge pull request #335 from storybookjs/select-refinement,Ensure tertiary Selects are displayed as inline-block instead of blocks,Merge pull request #335 from storybookjs/select-refinement,Ensure tertiary Selects are displayed as inline-block instead of blocks
300,Fix bug where icon disappears when focused,,Fix bug where icon disappears when focused,
301,Refine stories,,Refine stories,
302,Switch inline-block to inline-flex to remove omit whitespace from adding spacing,,Switch inline-block to inline-flex to remove omit whitespace from adding spacing,
303,Ensure tertiary Selects are displayed as inline-block instead of blocks,,Ensure tertiary Selects are displayed as inline-block instead of blocks,
304,Bump version to: 7.2.5 [skip ci],,Bump version to: 7.2.5 [skip ci],
305,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
306,Merge pull request #334 from storybookjs/spinner-color,Update Spinner colors to default to blue instead of pink,Merge pull request #334 from storybookjs/spinner-color,Update Spinner colors to default to blue instead of pink
307,Fix spinner story,,Fix spinner story,
308,Update Spinner colors to default to blue instead of pink,,Update Spinner colors to default to blue instead of pink,
309,Bump version to: 7.2.4 [skip ci],,Bump version to: 7.2.4 [skip ci],
310,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
311,Merge pull request #333 from storybookjs/select-focus-color,Select integration fixes,Merge pull request #333 from storybookjs/select-focus-color,Select integration fixes
312,Add stackLevel styling && fix focus states && refine,,Add stackLevel styling && fix focus states && refine,
313,Fix arrow spacing,,Fix arrow spacing,
314,Fix Emotion warning about string interpolation,,Fix Emotion warning about string interpolation,
315,Bump version to: 7.2.3 [skip ci],,Bump version to: 7.2.3 [skip ci],
316,Update CHANGELOG.md [skip ci],,Update CHANGELOG.md [skip ci],
317,Merge pull request #331 from storybookjs/select-focus-color,Improve Select styling and fix Safari bug,Merge pull request #331 from storybookjs/select-focus-color,Improve Select styling and fix Safari bug
