Index,Release Note
11,"0.8.1 (April 08, 2022)
FEATURES:
IMPROVEMENTS:
BUG FIXES:

server: Fix runner database by setting proper runner bucket for initialization. Sever upgrades to 0.8.0 would previously fail before this fix. [link]
"
12,"0.8.0 (April 07, 2022)
FEATURES:

Targetable Runners with Labels: Waypoint now supports runner profiles that target specific on-demand runners by labels.
Projects and/or Apps can be configured to use a specific runner profile, identified by name.
The runner profile will target all operations to a specific on-demand runner by ID, or labels on the runner. [link]
cli: Introduce a new CLI command for job management and inspection
module. [link]
core, cli: Support setting variables to module and obfuscate those values in outputs [link]
plugin/nomad: Nomad jobspec canary promotion releaser [link]

IMPROVEMENTS:

cli: Add module command [link]
cli: Add a way for module to set the Waypoint server platform [link]
cli: Display count of instance connections in deployment status reports [link]
cli: Introduce a module flag to attempt to force cancel a job [link]
cli: Print operation sequence ids and pushed artifact id [link]
cli: module shows runner labels [link]
cli: module deprecates the module flag in favor of the module flag instead. [link]
cli: module command set now supports target runner labels [link]
core: runners automatically reconnect on startup if the server is unavailable
or becomes unavailable during the startup process [link]
core: runners can have labels, which are used for targeting and metadata [link]
core: runners can tolerate a server outage during job execution and will
wait for the server to come back online [link]
plugin/aws-ecr: Output module from Docker image input [link]
plugin/ecs: Add module aws-ecs parameter
to support deploying Docker images built by the Apple M1 chip on ECS [link]
plugin/aws-lambda: Default lambda architecture to Docker/ECR image architecture [link]
plugin/docker: Output module from Docker builder [link]
plugin/k8s: don't error if previous deployment is not found during cleanup [link]
plugin/nomad: Resource manager for Nomad jobspec [link]

BUG FIXES:

ceb: Fix connecting to servers with TLS verification [link]
cli: Fix panic in module CLI [link]
cli: Fix panic when attempting to reinstall autocomplete [link]
cli: Fix the -set-default flag on module [link]
core: Ensure remote runners have dynamic config sources overrides for
evaluating defaults for job variables. [link]
core: Fix panic when running module remotely outside of project directory. [link]
core: Fix panic where on-demand runner config was nil before starting task [link]
plugin/alb: Handle DuplicateListener errors from aws-alb releaser [link]
plugin/aws-alb: Use Route53 zone id when destroying a resource record [link]
plugin/docker: Add Docker auth support for builder and platform, and add config options for
docker-pull auth and registry auth [link]
plugin/k8s: clean up pending pods from cancelled jobs [link]
plugin/k8s: fix issue when destroying multiple deployments [link]
plugin/nomad: Fix Nomad job namespace when using ODRs [link]
server: Fix project poll job singleton id to only include application on project
poll jobs if exist. Otherwise, only include the workspace and project. [link]
ui: Fix missing links to resources [link]
ui: fix missing link on release detail page [link]
"
13,"0.7.2 (February 24, 2022)
FEATURES:

Targetable Runners: Allow apps and projects to target specific runner profiles.
Allow runner profiles to target specific remote runners. [link]
Introduce executing Trigger URL configurations via HTTP. Users can
start a trigger via HTTP and stream the job event stream output directly over
http. [link]

IMPROVEMENTS:

plugin/docker: Add parameter to disable the build cache [link]

BUG FIXES:

cli: Fix panic on nil value for project [link]
cli: Replace panic with message when attempting to module without a module flag while outside a project directory [link]
cli: requires -app flag if module is set [link]
server: Cache Horizon hostname URL lookup when listing deployments in the
module. Now we look up the deployment URL once, and craft
the deployment URLs based on the original hostname lookup. [link]
ui: fixed issue with focus jumping back to the skip link on automatic refresh [link]
"
14,"0.7.1 (January 25, 2022)
IMPROVEMENTS:

ui: Automatically select the appropriate workspace [link]

BUG FIXES:

build: Add arm64 ceb to released build [link]
plugin/nomad: Fix Nomad job namespace when using ODRs [link]
ui: Ensure logs update correctly when switching between deployments [link]
ui: Limit number of deployments requested [link]
ui: Update empty logs message [link]
"
15,"0.7.0 (January 13, 2022)
FEATURES:

Source variable values from remote systems: The default value for input variables
can now use the module function to source data from Vault, Consul,
Terraform Cloud, and more. This is a pluggable system. [link]
Workspace and Label-scoped Configuration: Build, registry, deploy, and
release configurations can now be changed depending on the current workspace
or label sets. This can be used to alter configurations between environments
(staging, production, etc.) or metadata (region, etc.). [link]
core: Introduce RunTriggers to Waypoint Server and CLI. Triggers can be configured
ahead of time to execute lifecycle operations on demand through the Waypoint API.
Currently, only the gRPC API is supported, but in the future an HTTP endpoint
will be added to be used within CI. [link]
ui/auth: users can now authenticate through the UI using an OIDC provider [link]
ui: Add Exec Terminal to the web UI [link]
ui: Added a tab with an overview of the resources provisioned by operations [link]
ui: Added timeline component to artifact details pages [link]
ui: Update UI of builds and releases tab [link]
ui: add workspace switcher to app pages [link]
ui: reformatted app overview page and header of artifact details page [link]

IMPROVEMENTS:

cli: Add alias for -app and -workspace flags [link]
cli: Add new module command [link]
cli: Deprecate -remote flag for operations, replace with -local flag [link]
cli: Enhance warning for project flag mismatches when project parsed from config [link]
cli: Report where each operation runs (locally vs remotely) [link]
cli: Warn if about to perform a remote operation with a dirty local git state [link]
install/nomad: Ensure static runner has started during install by validating its
running status for a few seconds once it is in a ""running"" state. [link]
plugin/docker: inject module Waypoint entrypoints for arm images [link]
plugin/ecs: Implement the destruction of AWS resources created when deploying a workspace [link]
plugin/pack: detect non-Intel Docker server and show a warning [link]
serverinstall/ecs: Add permissions to the ECS runner IAM policy to allow the removal of security groups and de-registration of task [link]
serverinstall: Set Nomad's ODR profile name to ""nomad"" [link]
ui: Improved UX of screen readers' transition between pages [link]
ui: Updated list items UI on deployments tab [link]
ui: Updated the deployments tab UI/UX [link]
ui: upgraded icons to flight icons library [link]

BREAKING CHANGES:

core: module has been renamed to module. The existing function
name continues to work but is deprecated and may be removed in a future version. [link]
plugin/docker: module-based Dockerless builds are no longer supported.
Dockerless builds are still fully supported via Kaniko and on-demand
runners that shipped in Waypoint 0.6. Static runners without access to
a Docker daemon can no longer build images. [link]

BUG FIXES:

cli: Added check for empty deployUrl in output for release switch case [link]
cli: Fix issue where users could not disable project polling from the CLI [link]
core: fix issue where runners would fail but not shut down [link]
ui: Fix edge case issue where users would not be redirected to the authentication screen if no api token was set [link]
ui: Logs & Exec Terminals resize smoothly [link]
"
16,"0.6.3 (December 10, 2021)
SECURITY UPDATE:
* Update Go build version to 1.16.12 per link"
17,"0.6.2 (November 4, 2021)
FEATURES:

plugin/nomad: Introduce Nomad On-Demand Runner support for Waypoint server. Launch
tasks to build containers in short lived runners. [link]

IMPROVEMENTS:

cli/login: Allow login from-kubernetes command to work with non-default namespace installations [link]
serverinstall/nomad: Update install helper to always setup a Consul service
with a backend and ui service tag. [link]

BUG FIXES:

cli: Use values from filter flags when listing deployments and releases [link]
cli: module and module no longer display destroyed deployments [link]
core: Fix a panic where a custom Waypoint plugin would panic if the plugin
did not properly implement a Registry component with AccessInfoFunc() [link]
serverinstall/k8s: Clean up rbac resources on uninstall, and do not error when existing rbac resources are detected during server upgrade. [link]
ui: avoid loading all status reports [link]
ui: improve docker reference parsing [link]
"
18,"0.6.1 (October 21, 2021)
BUG FIXES:

cli: Fix module to set runner profiles by name [link]
cli: Fix displaying config variables set with pre-0.6.0 Waypoint [link]
cli: Fix panic in logs and exec commands [link]
cli: Fix issue where sending ctrl-c to the CLI could block all subsiquent operations on the app/project/workspace for two minutes [link]
serverinstall/ecs: Fix potential panic in some ECS On-Demand Runner releases [link]
serverinstall/ecs: Update ODR role permissions to enable status reports [link]
"
19,"0.6.0 (October 14, 2021)
FEATURES:

cli: Add new commands module and module to view and list
workspaces. [link]
cli: Allow module cmd to support pass-through flags to module [link]
config: Specify configuration (env vars and files) for runners while executing
operations related to a specific to that project or application. [link]
config: Specify configuration that is scoped to deployments in certain workspaces
or label sets. [link]
config: module variable for accessing the label set of an operation [link]
config: New functions module and module for working with
label selectors [link]
core/server: Allow exporting of grpc server traces and stats by introducing OpenCensus and DataDog telemetry for Waypoint Server by request [link]
core: Runner configuration can now write to files [link]
core: Runner configuration can use dynamic configuration sources [link]
platform/nomad: Add persistent data volumes to nomad deploy [link]
plugin/docker: Add ability to build images with kaniko inside an ondemand runner [link]
plugin/helm: A new plugin ""helm"" can deploy using Helm charts. [link]
plugin/k8s: Report events on failed pods when a deployment fails [link]
plugin/k8s: Allows users to add sidecar containers to apps using the k8s plugin config. [link]
plugin/pack: Add ability to build images with kaniko inside an ondemand runner [link]
runner: Add ability to build images without needing a containarization API [link]
runner: Adds ondemand runners, single job runner processes launched via the task API [link]
ui: Allow config variables to be managed in the browser UI [link]
ui: Deployment resources [link]
ui: Release resources [link]
ui: Overview section added + Docker container information displayed [link]

IMPROVEMENTS:

cli/serverinstall/k8s: Add new cluster role and binding to allow nodeport services to work [link]
cli/serverinstall/k8s: Fix a problem where deployments would be marked as ""Degraded"", but were actually fine. [link]
cli: Add new context subcommand ""set"" to set the workspace value for the current
context. [link]
cli: Remove unused arg and use sequence ID for CLI message in module [link]
cli: Return help on malformed command [link]
cli: Update base commands to default to all apps within the project if project has more than one application [link]
cli: Use default log level of debug instead of trace on server install [link]
cli: module can now create a non-TLS HTTP listener. This listener
redirects to HTTPS unless X-Forwarded-Proto is https. [link]
cli: module subcommand defaults server port to 9701 if it isn't set [link]
config: module no longer requires module to be installed [link]
config: Input variables (module) can now use an module key to specify
alternate environment variable names to source variable values from [link]
core: Automatically remotely init projects with a Git data source [link]
core: HTTP requests from Kubernetes probes are logged at a trace level rather than info [link]
core: Easier to understand error messages when using incompatible plugins [link]
core: Server with custom TLS certificates will automatically reload and rotate
the TLS certificates when they change on disk [link]
plugin/docker: Add support for multi-stage Dockerfile builds [link]
plugin/k8s: Add new ability to release by creating an ingress resource to route
traffic to a service backend from an ingress controller. [link]
plugin/k8s: Introduce a new config option module, which creates a horizontal
pod autoscaler for each deployment. [link]
plugin/k8s: Introduce a new config option module and module for defining
resource limits and requests for a pod in a deployment. [link]
plugin/k8s: Use sequence number in k8s deployment name for improved traceability to waypoint deployments. [link]
ui: Display project remote initialization state [link]
ui: Gitops users not using Git polling can run ""Up"" from the browser [link]
ui: Improve design of status row on Build/Deployment/Release detail pages [link]
ui: Improve tab styles for dark mode [link]
ui: Toggle checkboxes are nicely styled in dark mode [link]
ui: Improve the input field for server-side HCL file on the settings page [link]
ui: The rendering of the Application and Operation Logs has been greatly improved [link]

BUG FIXES:

cli: Fix a panic in module when no successful release is available [link]
cli: Fix logic on when a rocket indicator shows in module [link]
config: Fix dynamic config vars targeting files. [link]
entrypoint: Fix issue injecting waypoint-entrypoint multiple times [link]
plugin/docker: Resolve image identifiers properly [link]
plugin/docker: Support SSH hosts for entrypoint injection [link]
plugin/k8: Setup Kubernetes services for different workspaces properly [link]
server: Adds API validation to ensure server doesn't panic when given an empty
request body [link]
server: Validate GetDeployment request has a valid request body to avoid a server
panic. [link]
ui: Fixed config variable duplication when renaming [link]
ui: Notification messages display nicely when containing long words such as URLs [link]
"
20,"0.5.2 (September 09, 2021)
FEATURES:

cli: Add a new command for inspecting project information, module. [link]

IMPROVEMENTS:

cli/status: Include a way to refresh project application statuses for deployments and releases with a '-refresh' flag before showing the status view [link]
cli: Add functionality to list releases with module command [link]
core: App status polling will always queue status reports refresh jobs for latest deployment and release if present [link]
plugin/aws-ecs: Allow configuration of ALB subnets independently of service subnets [link]
plugin/aws-ecs: Allow public ip assignment for tasks to be disabled [link]
plugin/aws-ecs: Deployments delete their resources on failure. [link]
plugin/aws-ecs: Error messages contain additional context [link]
plugin/aws-ecs: Improve security of ECS tasks by restricting ingress to the ALB [link]
plugin/aws-ecs: More complete list of resources displayed in module logs [link]
plugin/aws-ecs: Support for status reports, enabling module for ECS deployments [link]
plugin/aws: Add ability to pass IAM policy ARNs for attaching to task role [link]

BUG FIXES:

internal/config: Fix parsing of complex HCL types in module [link]
plugin/aws-ecs: Fix panic when specifying a sidecar without a health check [link]
plugin/nomad: Only use non-empty job.StatusDescription for HealthMessage [link]
server/singleprocess: Stop returning error when polling an app with no deployment or release [link]
ui: Fix leaky project repository settings being reused when creating a new project [link]
"
21,"0.5.1 (August 19, 2021)
IMPROVEMENTS:
cli/status: Display '(unknown)' when the time a status report was generated is not known [GH-2047]
cli/uninstall: Remove hard requirement on platform flag, attempt to read server platform from server context. Platform flag overrides anything set in a server platform context [GH-2052]
BUG FIXES:
plugin/aws/alb: Always set the generated time for a status report [GH-2048]
plugin/aws/ecs: Fix destroy non-latest deployments in ECS [GH-2054]
ui: Prevent deletion of git/input variable settings when saving the other [GH-2057]"
22,"0.5.0 (August 12, 2021)
FEATURES:

Status Reports: Waypoint now has multiple improvements to support status
checks for deployed resources. See module for more.
Input variables: Waypoint now allows users to parameterize the waypoint.hcl
file through an input variable system. [link]
OIDC Authentication and User Accounts: Waypoint now has a user account system
and can be configured to sign up and log in users using any OIDC provider
such as Google, GitLab, etc. [link]
cli: can login with a token using the new module command [link]
cli: new ""waypoint user"" CLI for user management [link]
core: platform plugins may now advertise deployment-specific URLs [link]
ui: Show deployment URL if available [link]
ui: added button on individual artifact (deployments + releases) page for on demand health checks [link]

IMPROVEMENTS:

Status reports: server: Continuously generate a status report for an application after the initial
deployment or release for projects backed by a git data source [link]
cli: Adds a module flag to module [link]
core: git poller setting to optionally ignore changes outside of the configured project path [link]
entrypoint: Can disable module only by setting the
module environment variable to a truthy value. [link]
plugin/aws/alb: Update ALB Releaser to use new SDK Resource Manager [link]
plugin/aws/ecs: Add ability to specify security group IDs [link]
plugin/docker: Enables image build for specified platform [link]
plugin/google: Add non-blocking alert if unable to delete revision [link]
plugin/google: Implement DestroyWorkspace to cleanup all created resources [link]
plugin/google: Update Google Cloud platform to use SDK Resource Manager [link]
plugin/google: Update error message to be more helpful [link]
plugin/k8s: Include deployment and release resources in module output. [link]
plugin/k8s: Update K8s Releaser to use SDK Resource Manager [link]
plugin/k8s: Updates release status report to check k8s service status [link]
plugin/nomad: Add consul service optional flags [link]
plugin/nomad: Update Nomad platform to use SDK Resource Manager [link]
ui: Add ability to add input variables in the project settings UI [link]
ui: Add dynamic page titles [link]
ui: Add git commit SHAs to operations in the browser UI [link]
ui: Update authentication page with new supported module command. [link]

BUG FIXES:

plugin/aws-alb: Fix issue destroying when Target Group still in use [link]
plugin/docker: Fix docker buildkit build failures [link]
plugin/nomad: Fix case where nomad error would be ignored during a status check [link]
plugin/k8s: Fix module configurability [link]
serverinstall/ecs: Handle errors when resources are already destroyed [link]
ui: Display and read/write base64 strings correctly in SSH and Hcl inputs [link]
"
23,"0.4.2 (July 22, 2021)
FEATURES:

plugin: Allow debugging of plugins with tools like delve [link]

IMPROVEMENTS:

serverinstall/k8s: Add information to cli output for upgrade path [link]
ui: Incorporate pushed artifacts into build display [link]

BUG FIXES:

plugin/aws/ecs: Validate memory and cpu values [link]
plugin/nomad: Fix broken -nomad-runner-memory and -nomad-server-memory flags [link]
serverinstall/ecs: Validate memory and cpu values [link]
"
