Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
17.1.1,0.53391016,  1.8.0 or above (#711),,0
fix: allow packaging twice simultaneously (#1439),0.7837515,fix: allow packaging twice simultaneously by @MarshallOfSound in link,,1
17.1.0,0.5548233,  1.8.0 or above (#711),,0
feat: add new afterFinalizePackageTargets hook (#1437),0.8618296,feat: add new afterFinalizePackageTargets hook by @MarshallOfSound in link,feat: add new afterFinalizeTargetMatrix hook chore: rename to target calculation hook chore: update NEWS,1
"feat: New lifecycle hooks: afterAsar, afterComplete, afterCopyExtraResources, beforeAsar, beforeCopy, beforeCopyExtraResources (#1297)",0.96904683,"feat: New lifecycle hooks: afterAsar, afterComplete, afterCopyExtraResources, beforeAsar, beforeCopy, beforeCopyExtraResources by @erikian in link","(feat) implements the following lifecycle hooks: afterAsar, afterComplete, afterCopyExtraResources, beforeAsar, beforeCopy, beforeCopyExtraResources fix: minor style issues fixed test: new hooks added to test/hooks.js fix: restored accidentally removed test for afterExtract hook in test/hooks.js fix: removed failing tests for conditional hooks chore: clean up TODO, add tests for new hooks Co-authored-by: Erik Moura erik@nullbug.dev Co-authored-by: Keeley Hammond khammond@slack-corp.com",1
refactor: migrate from electron-notarize to @electron/notarize (#1433),0.8876239,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in link,,1
17.0.0,0.44631115,  1.8.0 or above (#711),,0
docs: update NEWS.md for v17.0.0,0.6511571,"Add NEWS.md, a human-readable list of changes in each version (since 5.2.0) (#263)",,0
refactor: migrate from asar to @electron/asar (#1431),0.80759895,Replaced asar with @electron/asar. The configuration options are unchanged. This migration is purely cosmetic. (#1431),,1
feat!: upgrade electron-osx-sign to @electron/osx-sign (#1428),0.84766906,Upgrade to electron-osx-sign 0.4.x (#384),BREAKING CHANGE: This changes the accepted options for the osxSign option.,1
fix: remove ElectronAsarIntegrity when asar is disabled (#1281),0.62044096,Replaced asar with @electron/asar. The configuration options are unchanged. This migration is purely cosmetic. (#1431),fix: remove ElectronAsarIntegrity when asar is disabled docs: update NEWS chore: fix tests Update NEWS.md,0
"chore: Revert ""chore: bump typedoc from 0.19.2 to 0.23.14 (#1416)"" (#1420)",0.42905778,Bump got to 2.0.0 (#1397),This reverts commit 18749c78f1215767b604f28de31769aa23d3fab2.,0
"fix(types): add ""universal"" as a valid arch (#1407)",0.61783373,Deprecated target arch APIs (#915),,0
chore: bump typedoc from 0.19.2 to 0.23.14 (#1416),0.4683115,Bump got to 2.0.0 (#1397),Bumps typedoc from 0.19.2 to 0.23.14. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: typedoc   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
16.0.0,0.5367756,  1.8.0 or above (#711),,0
docs: Update NEWS.md,0.6581049,"Add NEWS.md, a human-readable list of changes in each version (since 5.2.0) (#263)",,0
fix: properly import info logger (#1405),0.9127711,Properly import info logger (#1405),,1
feat!: upgrade Node.js to 14 LTS (#1399),0.6149069,Dropped support for running on Node < 4.0. (#319),,0
build: bump got to 2.0.0 (#1397),0.8609703,Bump got to 2.0.0 (#1397),,1
15.5.2,0.604752,  1.8.0 or above (#711),,0
docs: update NEWS.md,0.6581049,"Add NEWS.md, a human-readable list of changes in each version (since 5.2.0) (#263)",,0
chore: remove node 10 job (#1403),0.42920578,Node < 10 support (#1122),,0
"revert: ""feat!: upgrade Node.js to 14 LTS (#1393)"" (#1398)",0.57580876,[CLI] Minimum Node version is enforced (#454),"Revert ""feat!: upgrade Node.js to 14 LTS (#1393)"" This reverts commit c6b4c78210f589291188213a8c6e968b98e7c82e. build: yargs to 20.2.9, xcode 12.5.1",0
fix: ignore node_gyp_bins if it exists (#1391),0.775191,Ignore node_gyp_bins directory if it exists,,1
chore: bump fs-extra from 9.1.0 to 10.1.0 (#1358),0.75496554,Upgrade fs-extra to ^8.1.0 (#993),Bumps fs-extra from 9.1.0 to 10.1.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: fs-extra   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
chore(deps): bump yargs-parser from 20.2.9 to 21.1.1 (#1395),0.5780702,Switch from minimist to yargs-parser (#732),Bumps yargs-parser from 20.2.9 to 21.1.1. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: yargs-parser   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
feat!: upgrade Node.js to 14 LTS (#1393),0.61626333,Dropped support for running on Node < 4.0. (#319),,0
docs: update SUPPORT.md,0.57750833,API documentation moved from readme.md to docs/api.md (#296),Fixes #1374,0
fix: package should not log info on --quiet flag (#1361),0.8948953,Package should not log info on --quiet flag,,1
chore: bump sinon from 13.0.2 to 14.0.0 (#1364),0.47485295,Bump got to 2.0.0 (#1397),Bumps sinon from 13.0.2 to 14.0.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: sinon   dependency-type: direct:development   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
15.5.1,0.61808294,  1.8.0 or above (#711),,0
fix: build universal packages sequentially and allow hooks to return error in TS (#1359),0.5470453,"Refactor to use Promises internally. This has the side effect of somewhat parallelizing building two or more targets at once and/or two or more functions for a given hook, via Promise.all (#753)",,0
15.5.0,0.6075861,  1.8.0 or above (#711),,0
feat: integrate @electron/universal (#1346),0.40503186,  electron-osx-sign (#286),feat: integrate @electron/universal chore: fix platform typo spec: add universal generation tests spec: fix tests fix: add universal to supported list for mas spec: fix tests spec: fix tests docs: update usage Update README.md Update usage.txt Co-authored-by: Erick Zhao erick@hotmail.ca,0
chore: bump actions/checkout from 2 to 3 (#1341),0.3840016,Bump got to 2.0.0 (#1397),Bumps actions/checkout from 2 to 3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/checkout   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
chore: bump sinon from 12.0.1 to 13.0.1 (#1329),0.4839832,Bump got to 2.0.0 (#1397),Bumps sinon from 12.0.1 to 13.0.1. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: sinon   dependency-type: direct:development   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
chore: update discord URL,0.29667675,Add download parameter (#320),,0
chore: bump sinon from 11.1.2 to 12.0.1 (#1300),0.4624864,Bump got to 2.0.0 (#1397),Bumps sinon from 11.1.2 to 12.0.1. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: sinon   dependency-type: direct:development   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
chore: bump actions/setup-node from 2.4.0 to 2.4.1 (#1287),0.53686845,Dropped support for running on Node < 4.0. (#319),Bumps actions/setup-node from 2.4.0 to 2.4.1. - Release notes - Commits updated-dependencies: - dependency-name: actions/setup-node   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
15.4.0,0.6235803,  1.8.0 or above (#711),,0
feat(mac): automatically insert ElectronAsarIntegrity into Info.plist (#1279),0.9284673,Automatically insert ElectronAsarIntegrity into Info.plist files (#1279),,1
fix(mac): compatibility with electron-notarize@^1.1.0 (#1278),0.86338997,Compatibility with electron-notarize@^1.1.0 (#1278),fix: update TypeScript definitions for electron-notarize@1.1.0 chore: use import/typescript for .d.ts files chore: upgrade to electron-notarize@^1.1.1 chore(mac): remove usage of notarize arg validation & leave it to the module refactor(mac): allow overwriting appBundleId if tool is notarytool,1
chore: bump actions/setup-node from 2.3.2 to 2.4.0 (#1270),0.53876376,Dropped support for running on Node < 4.0. (#319),Bumps actions/setup-node from 2.3.2 to 2.4.0. - Release notes - Commits updated-dependencies: - dependency-name: actions/setup-node   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Merge pull request #1269 from electron/dependabot/github_actions/actions/setup-node-2.3.2,0.62395614,Support the new electron package name (#435),chore: bump actions/setup-node from 2.3.1 to 2.3.2,0
chore: bump actions/setup-node from 2.3.1 to 2.3.2,0.5016795,Bump got to 2.0.0 (#1397),Bumps actions/setup-node from 2.3.1 to 2.3.2. - Release notes - Commits updated-dependencies: - dependency-name: actions/setup-node   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
chore: bump actions/setup-node from 2.3.0 to 2.3.1 (#1268),0.4991399,Bump got to 2.0.0 (#1397),Bumps actions/setup-node from 2.3.0 to 2.3.1. - Release notes - Commits updated-dependencies: - dependency-name: actions/setup-node   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
feat: allow extension of helper app plists with extendHelperInfo (#1233),0.787496,extendHelperInfo option to allow extending helper app Info.plist files (#1233),,1
chore: bump actions/setup-node from 2.2.0 to 2.3.0 (#1265),0.50034547,Bump got to 2.0.0 (#1397),Bumps actions/setup-node from 2.2.0 to 2.3.0. - Release notes - Commits updated-dependencies: - dependency-name: actions/setup-node   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
docs(issue-template): fix invite link to discord server (#1264),0.36466566,API documentation moved from readme.md to docs/api.md (#296),"discord.gg redirects to the ds landing page, this should be discord.gg/electron as written in the other places",0
15.3.0,0.608965,  1.8.0 or above (#711),,0
docs: replace asar guide link,0.47171518,Replaced asar with @electron/asar. The configuration options are unchanged. This migration is purely cosmetic. (#1431),"The link no longer exists, so replace with the text from the guide.",0
chore: bump actions/setup-node from 1 to 2.2.0 (#1263),0.5034752,Bump got to 2.0.0 (#1397),Bumps actions/setup-node from 1 to 2.2.0. - Release notes - Commits updated-dependencies: - dependency-name: actions/setup-node   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
docs: don't recommend installing globally,0.44025347,  depending on package managers (#819),,0
chore: update GitHub Actions via Dependabot,0.35786936,"The GitHub repository has been moved into an organization,",,0
docs: update base redirect,0.33627328,derefSymlinks option (#410),,0
chore: replace references to the default branch (#1262),0.37569177,overwrite: true when no platform/arch is specified (#794),,0
docs: advertise the Discord server (#1261),0.35158655,  NodeJS team (#747),"docs: remove dependabot badge, it only works with -preview right now",0
feat: upgrade to rcedit@^3.0.1 (#1260),0.72321945,"rcedit module updated to 1.0.0, which fixes some bugs (#804)",,1
docs(readme): update grammar (#1227),0.4412418,Switch from minimist to yargs-parser (#732),,0
feat: add bundled app validation to ensure that package.json and main entry point exist (#1257),0.8878586,Bundled app validation to ensure that both package.json and the main entry point exist (#1257),,1
chore: bump sinon from 10.0.1 to 11.0.0 (#1243),0.49101585,Bump got to 2.0.0 (#1397),Bumps sinon from 10.0.1 to 11.0.0. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
build(deps-dev): bump sinon from 10.0.1 to 11.0.0 (#1243),0.471762,"If you are upgrading from ≤ 5.2.1 and building for a darwin target, you may experience problems. See #323 for details.",Bumps sinon from 10.0.1 to 11.0.0. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
chore: upgrade to GitHub-native Dependabot (#1238),0.4887041,"The GitHub repository has been moved into an organization,",Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
chore(deps-dev): bump eslint-plugin-ava from 11.0.0 to 12.0.0 (#1231),0.470174,A warning is emitted when an Electron module is a production dependency (#819),Bumps eslint-plugin-ava from 11.0.0 to 12.0.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
Merge pull request #1235 from electron/dependabot/npm_and_yarn/eslint-plugin-promise-5.1.0,0.56894463,Support the new electron package name (#435),chore(deps-dev): bump eslint-plugin-promise from 4.3.1 to 5.1.0,0
chore(deps-dev): bump eslint-plugin-promise from 4.3.1 to 5.1.0,0.47321823,A warning is emitted when an Electron module is a production dependency (#819),Bumps eslint-plugin-promise from 4.3.1 to 5.1.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
Merge pull request #1234 from electron/dependabot/npm_and_yarn/sinon-10.0.1,0.58295965,Support the new electron package name (#435),chore(deps-dev): bump sinon from 9.2.4 to 10.0.1,0
chore(deps-dev): bump sinon from 9.2.4 to 10.0.1,0.45167744,Upgrade to electron-osx-sign 0.4.x (#384),Bumps sinon from 9.2.4 to 10.0.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
docs: link to process.resourcesPath with extraResource (#1224),0.6268894,The extraResource option works on all target platforms (#637),,0
"revert: ""chore(deps-dev): bump typedoc from 0.19.2 to 0.20.20"" (#1218)",0.4399676,Dropped support for running on Node < 4.0. (#319),,0
Merge pull request #1216 from electron/dependabot/npm_and_yarn/typedoc-0.20.20,0.6145677,Support the new electron package name (#435),chore(deps-dev): bump typedoc from 0.19.2 to 0.20.20,0
chore(deps-dev): bump typedoc from 0.19.2 to 0.20.20,0.4087599,Dropped support for running on Node < 4.0. (#319),Bumps typedoc from 0.19.2 to 0.20.20. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
15.2.0,0.5848024,  1.8.0 or above (#711),,0
chore(deps-dev): bump tsd from 0.13.1 to 0.14.0 (#1193),0.4397636,A warning is emitted when an Electron module is a production dependency (#819),Bumps tsd from 0.13.1 to 0.14.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
chore(deps-dev): remove unused eslint-plugin-standard (#1192),0.4840415,A warning is emitted when an Electron module is a production dependency (#819),Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com Co-authored-by: Mark Lee electronjs@lazymalevolence.com,0
fix(targets): allow checking official builds against prerelease versions (#1191),0.8877724,Allow checking official builds against prerelease versions (#1191),,1
chore(deps): bump electron-osx-sign from 0.4.17 to 0.5.0 (#1189),0.7950051,Upgrade to electron-osx-sign 0.4.x (#384),Bumps electron-osx-sign from 0.4.17 to 0.5.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,1
docs: add link to plugins from HookFunction,0.41792464,feat: add new afterFinalizePackageTargets hook by @MarshallOfSound in link,,0
chore(deps-dev): bump eslint-config-standard from 15.0.1 to 16.0.0 (#1188),0.46263143,A warning is emitted when an Electron module is a production dependency (#819),chore(deps-dev): bump eslint-config-standard from 15.0.1 to 16.0.0 Bumps eslint-config-standard from 15.0.1 to 16.0.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com refactor: suppress lint warnings Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com Co-authored-by: Mark Lee electronjs@lazymalevolence.com,0
chore(deps-dev): bump eslint-config-standard from 14.1.1 to 15.0.0 (#1186),0.4554785,A warning is emitted when an Electron module is a production dependency (#819),Bumps eslint-config-standard from 14.1.1 to 15.0.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
ci: skip CircleCI for automatic commits to gh-pages (#1187),0.3810438,The default .git ignore only ignores that directory (#344),,0
fix(copy-filter): add package manager lockfiles to default ignore (#1182),0.73432136,Add package manager lockfiles to default ignore list (#1182),Co-authored-by: Eddy Brown eddybrown@me.com Co-authored-by: Mark Lee malept@users.noreply.github.com,1
chore(deps): bump yargs-parser from 19.0.4 to 20.0.0 (#1178),0.5649365,Switch from minimist to yargs-parser (#732),Bumps yargs-parser from 19.0.4 to 20.0.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
"build(deps-dev): upgrade @typescript-eslint/{eslint-plugin,parser} to ^4.0.1",0.56365925,TypeScript definition (#1131),,0
chore(deps-dev): bump typedoc from 0.18.0 to 0.19.0 (#1175),0.45202705,Dropped support for running on Node < 4.0. (#319),Bumps typedoc from 0.18.0 to 0.19.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
chore(deps-dev): bump eslint-plugin-ava from 10.5.0 to 11.0.0 (#1172),0.46653816,Upgrade to electron-osx-sign 0.4.x (#384),chore(deps-dev): bump eslint-plugin-ava from 10.5.0 to 11.0.0 Bumps eslint-plugin-ava from 10.5.0 to 11.0.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com test: fix lint warnings Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com Co-authored-by: Mark Lee electronjs@lazymalevolence.com,0
chore(deps-dev): bump typescript from 3.9.7 to 4.0.2 (#1173),0.54483086,TypeScript definition (#1131),Bumps typescript from 3.9.7 to 4.0.2. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
15.1.0,0.6033497,  1.8.0 or above (#711),,0
chore(deps-dev): bump typedoc from 0.17.8 to 0.18.0 (#1169),0.4228519,A warning is emitted when an Electron module is a production dependency (#819),Bumps typedoc from 0.17.8 to 0.18.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
chore(deps): bump yargs-parser from 18.1.3 to 19.0.1 (#1170),0.57631695,Switch from minimist to yargs-parser (#732),Bumps yargs-parser from 18.1.3 to 19.0.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
test: fix allPlatformArchCombosCount given new win32/arm64 combo (#1171),0.46982884,Support for official win32/arm64 builds (#1053),,0
feat: add darwin/arm64 and mas/arm64 as official platform/arch combinations (#1168),0.9329107,add darwin/arm64 and mas/arm64 as official platform/arch combinations (#1168),,1
fix(typescript): ensure OsxNotarizeOptions definition contains credentials (#1167),0.9635645,TypeScript: ensure OsxNotarizeOptions definition contains credentials (#1167),,1
build(deps-dev): upgrade ava to ^3.10.1,0.53550565,"If you are upgrading from ≤ 5.2.1 and building for a darwin target, you may experience problems. See #323 for details.","3.10.0 contained a regression, see link",0
