Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
fix(deps): upgrade octokit/types to v7.1.1 (#1724),0.94592637,deps: upgrade octokit/types to v7.1.1 (#1724) (be45120),,1
docs(deployment): Update Heroku branch name (#1701),0.4227413,"Fix link to ""Create the GitHub App"" (#786) @chadfawcett","Update deployment.md Heroku default deployment branch is now named ""main"" not ""master""",0
fix: remove update-notifier (#1706),0.6871321,"remove update-notifier (#1706) (05297fb), closes /github.com/probot/probot/issues/1102#issuecomment-570598406","it's better to catch outdated dependencies before deployment, with tools such as dependabot, instead of only finding about it when you're about to run the application the motivation for having update-notifier isn't strong as per link and it pulls in needless dependencies as showcased in link, therefore it's better to remove it",0
build(deps-dev): bump got from 11.8.2 to 11.8.5,0.50805515,package: bump @octokit/app (#910) (ecae3fc),Bumps got from 11.8.2 to 11.8.5. - Release notes - Commits updated-dependencies: - dependency-name: got   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
build(deps-dev): bump semantic-release from 17.4.7 to 19.0.3,0.6383215,package: attempt to fix version replacements using semantic-release-plugin-update-version-in-files (7f90d96),Bumps semantic-release from 17.4.7 to 19.0.3. - Release notes - Commits updated-dependencies: - dependency-name: semantic-release   dependency-type: direct:development ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
build(deps): bump semver-regex from 3.1.3 to 3.1.4,0.5076447,package: update deepmerge to version 4.1.0 (422f7da),Bumps semver-regex from 3.1.3 to 3.1.4. - Release notes - Commits updated-dependencies: - dependency-name: semver-regex   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
fix: logging of first octokit instance is not set (#1676) - thanks @kammerjaeger @markjm,0.9768799,logging of first octokit instance is not set (#1676) - thanks @kammerjaeger @markjm (646b6a9),,1
fix(deps): bump eventsource from 1.1.0 to 2.0.2,0.9590679,deps: bump eventsource from 1.1.0 to 2.0.2 (7fd06d6),Bumps eventsource from 1.1.0 to 2.0.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: eventsource   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
docs: fix localhost link protocol (#1691),0.5271871,"See the development docs for more information. If you still want to use localtunnel, you can install it manually and run lt --port 3000.",,0
docs: added an example of an aws deployment without the serverless framework (#1683),0.6408206,Fix sample code for serverless deployment (#807) @kentaro-m,Signed-off-by: Tomer Figenblat tomer.figenblat@gmail.com,0
docs: wrong log call in onError method (#1681),0.57046556,Logging: an object with extra information must be passed as first argument. Passing it as last argument is no longer supported.,,0
build(deps): bump minimist from 1.2.5 to 1.2.6,0.53293526,deps: bump eventsource from 1.1.0 to 2.0.2 (7fd06d6),Bumps minimist from 1.2.5 to 1.2.6. - Release notes - Commits updated-dependencies: - dependency-name: minimist   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
fix: Replaced hbs with express-handlebars (#1659),0.9157591,Replaced hbs with express-handlebars (#1659) (420f886),Addresses link/,1
build(deps): bump url-parse from 1.5.7 to 1.5.10,0.4494796,Update versions for a few dependencies:,Bumps url-parse from 1.5.7 to 1.5.10. - Release notes - Commits updated-dependencies: - dependency-name: url-parse   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
build(deps): bump node-fetch from 2.6.1 to 2.6.7,0.5674055,Update the node-github client to version 12.0.3 (#340),Bumps node-fetch from 2.6.1 to 2.6.7. - Release notes - Commits updated-dependencies: - dependency-name: node-fetch   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
build(deps): bump url-parse from 1.5.3 to 1.5.7,0.48129627,Update versions for a few dependencies:,Bumps url-parse from 1.5.3 to 1.5.7. - Release notes - Commits updated-dependencies: - dependency-name: url-parse   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
docs: fix 404 links for classes and rel links (#1649),0.45506555,"Fix link to ""probot-metadata"" extension (#787) @chadfawcett",Co-authored-by: Aaron Dewes aaron.dewes@protonmail.com,0
docs(webhooks): onAny code sample fix (#1648),0.76697963,add onAny and onError methods from @octokit/webhooks (#1480) (9a24f9d),,1
fix(security): bump minimal version of hbs (#1638),0.8312396,security: bump minimal version of hbs (#1638) (dd9f5ae),,1
build(package): bump package and package-lock (#1636),0.6081927,package: bump @octokit/app dependency (#944) (05af801),,0
docs(development): fix ProbotOctokit usage example (#1637),0.7117783,* Theprobotpackage no longer exportsOctokit. UseProbotOctokitorProbotOctokitCore` instead.,,1
feat: customize account name for manifest creation flow using GH_ORG environment variable (#1606),0.9716038,customize account name for manifest creation flow using GH_ORG environment variable (#1606) (992b480),,1
fix(types): export ApplicationFunction (#1631),0.88007444,types: export ApplicationFunction (#1631) (073f087),Related to: link,1
fix: log json in production (#1598),0.9191215,log json in production (#1598) (bb068d9),Co-authored-by: Gregor Martynus 39992+gr2m@users.noreply.github.com,1
refactor: remove fallback to .owner.name when .owner.login is not set. .owner.login is always set (#1623),0.4211257,"  owner,",,0
"fix(typescript): add types for context.{repo,issue,pullRequest} (#1622)",0.96343935,"typescript: add types for context.{repo,issue,pullRequest} (#1622) (638a3b2)",,1
docs(logging): typo (#1601),0.59556884,Logging: an object with extra information must be passed as first argument. Passing it as last argument is no longer supported.,,0
build(deps): bump semver-regex from 3.1.2 to 3.1.3,0.5024263,"package: update semver to version 6.0.0 (fd63724), closes #897",Bumps semver-regex from 3.1.2 to 3.1.3. - Release notes - Commits updated-dependencies: - dependency-name: semver-regex   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
build(deps): bump tmpl from 1.0.4 to 1.0.5,0.4714296,update hbs dependency to ^4.0.4 (#973) (de79aab),Bumps tmpl from 1.0.4 to 1.0.5. - Release notes - Commits updated-dependencies: - dependency-name: tmpl   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
build(test.yml): set node-version to 16,0.5072726,require Node 10.21+,,0
build(release.yml): set node-version to 16,0.5442171,require Node 10.21+,,0
build(docs.yml): set node-version to 16,0.5735866,require Node 10.21+,,0
build(deps): bump url-parse from 1.5.1 to 1.5.3,0.47893882,Update versions for a few dependencies:,Bumps url-parse from 1.5.1 to 1.5.3. - Release notes - Commits updated-dependencies: - dependency-name: url-parse   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
fix: update ioredis to non-vulnerable version (#1589),0.91889703,update ioredis to non-vulnerable version (#1589) (f02c549),the previously used version of ioredis was vulnerable to a prototype pollution attack: link,1
docs: add webhooksPath option for createNodeMiddleware (#1588),0.6514029,removes the webhookPath option on new Probot({}) for the webhooks middleware,,0
docs: Minor fixes (#1582),0.65541494,"Some docs updates #669 @bkeepers, #671 @augustogoulart ",,0
docs: fix broken image link in development doc (#1578),0.52722824,"Fix link to ""Create the GitHub App"" (#786) @chadfawcett",,0
ci(docs): do not update docs when tags are created (#1575),0.44955912,trigger release to update docs on probot.github.com (4c88da9),close #1327,0
docs: Correct wrong link to Developing an App page (#1572),0.69276845,"Fix link to ""Create the GitHub App"" (#786) @chadfawcett",Co-authored-by: Aaron Dewes aaron.dewes@web.de,0
ci(workflow): add 'npm' cache for actions/setup-node in .github/workflows (#1566),0.46883756,Update the node-github client to version 12.0.3 (#340),,0
docs: fix port variable in Probot server configuration documentation (#1567),0.70018697,"probot.server property removed. Build your own server instead using import { Server } from ""probot""",Something else: the link at the bottom of link/ to edit the documentation also does not work.,1
feat(website): 11ty 🚀 (#1516),0.75306785,website: 11ty 🚀 (#1516) (7a43e9e),,1
feat: update @octokit/webhooks to v9 (#1559),0.92966485,update @octokit/webhooks to v9 (#1559) (4b3ae0e),BREAKING CHANGE: remove '*' event BREAKING CHANGE: app.webhooks.middleware has been removed in @octokit/webhooks v9 BREAKING CHANGE: removes the webhookPath option on new Probot({}) for the webhooks middleware Co-authored-by: wolfy1339 webmaster@wolfy1339.com,1
docs(development): Need to restart once before receiving (#1442),0.52381986,add restart message (#1353) (a03c610),Co-authored-by: Gregor Martynus 39992+gr2m@users.noreply.github.com,0
build(deps): bump normalize-url from 4.5.0 to 4.5.1,0.47058672,deps: bump eventsource from 1.1.0 to 2.0.2 (7fd06d6),Bumps normalize-url from 4.5.0 to 4.5.1. - Release notes - Commits updated-dependencies: - dependency-name: normalize-url   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
build(deps): bump trim-newlines from 3.0.0 to 3.0.1,0.46097827,remove redundant string in deprecation warning (#1336) (e0760b0),Bumps trim-newlines from 3.0.0 to 3.0.1. - Release notes - Commits updated-dependencies: - dependency-name: trim-newlines   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
fix: support setting baseUrl on Octokit constructor instead of Probot constructor (#1552),0.95727706,support setting baseUrl on Octokit constructor instead of Probot constructor (#1552) (453ddd2),,1
feat(logger): custom message key (#1546),0.8916647,logger: custom message key (#1546) (01c2006),,1
"fix: skip smee setup by setting NO_SMEE_SETUP to ""true""  (#1544)",0.7977673,"skip smee setup by setting NO_SMEE_SETUP to ""true""  (#1544) (acd47a6)",,1
build(deps): bump ws from 7.4.5 to 7.4.6,0.58056736,update hbs dependency to ^4.0.4 (#973) (de79aab),Bumps ws from 7.4.5 to 7.4.6. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
fix(setup): do not enter setup mode if HOST environment variable is set (#1538),0.9713813,setup: do not enter setup mode if HOST environment variable is set (#1538) (4d70d69),,1
docs: fix missing backtick (#1523),0.44241345,remove unnecessary escaping in private key error message  (#862) (9dd9a15),Add missing backtick in redis code example,0
"feat: deprecate usage of the ""*"" event name (#1518)",0.92152226,"deprecate usage of the ""*"" event name (#1518) (474b773)",,1
fix(run): await server.load() (#1517),0.87272793,run: await server.load() (#1517) (8cc1590),,1
fix: Update to Contributor Covenant v2 (#1515),0.84433174,Update to Contributor Covenant v2 (#1515) (72b0531),,1
"fix: add workaround for ""appId option is required"" when in setup mode (#1513)",0.9722904,"add workaround for ""appId option is required"" when in setup mode (#1513) (e11b91e)",,1
fix: bump @octokit/plugin-rest-endpoint-methods to v5 (#1511),0.9529753,bump @octokit/plugin-rest-endpoint-methods to v5 (#1511) (9342caf),,1
feat: Add dark mode to builtin pages (#1509),0.8561949,Add dark mode to builtin pages (#1509) (ce96884),,1
docs(deployment): netlify functions (#1507),0.38505095,"Some docs updates #669 @bkeepers, #671 @augustogoulart ",,0
fix: update design of probot landing page (#1508),0.9267699,update design of probot landing page (#1508) (0e37427),,1
Remove grave accents (module punctuation in header texts are breaking anchor links. The anchor links are being rendered with a,0.36296237,"  nock(""link"")","code prefix and suffix by ""probot/probot.github.io"", Eg. #use-coderuncode. I've removed the ` punctuations from the header texts to fix this.",0
build(package): fix description,0.5035423,package: debugging version replacements as part of automated release process ... so sorry for the noise UGH (7753758),,0
docs: update sentence to include the word use (#1500),0.35433608,quotation marks in setup description (#1175) (2fdb253),"add the word ""use"" to the sentence in the section ""use probot""",0
build(deps): bump y18n from 4.0.0 to 4.0.1 (#1495),0.54419166,update hbs dependency to ^4.0.4 (#973) (de79aab),Bumps y18n from 4.0.0 to 4.0.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
docs(deployment): GitHub Actions example repo link (#1484),0.4904541,Support GitHub Enterprise Server in GitHub App Manifest flow implementation (#902) (66a3b14),,0
build(package): simplify repository fields,0.44273964,🕵️‍♀️ Throw informative error if payload is missing repository when calling context.repo() (#508),created using @octoherd and link,0
docs: new example for AWS Lambda (#1479),0.37879974,@octokit/rest v16.29.0. Besides new methods also plenty of new Typescript definitions (61be0fd),,0
feat: add onAny and onError methods from @octokit/webhooks (#1480),0.94745207,add onAny and onError methods from @octokit/webhooks (#1480) (9a24f9d),Co-authored-by: Gregor Martynus 39992+gr2m@users.noreply.github.com,1
"docs(deployment): remove obsolete ""serverless"" section (#1478)",0.71249723,Fix sample code for serverless deployment (#807) @kentaro-m,"The serverless section had a broken link since the specific serverless page was removed here. Furthermore, it feels redundant to keep this section now that we have a section about serverless functions in this deployment page. Update deployment.md Co-authored-by: Gregor Martynus 39992+gr2m@users.noreply.github.com",1
docs: update next links,0.41535026,"  nock(""link"")",,0
docs: update for serverless/function milestone and new v11 APIs (#1467),0.5429585,@octokit/rest v16.29.0. Besides new methods also plenty of new Typescript definitions (61be0fd),,0
fix(deps): pin version of @octokit/webhooks (#1472),0.89841187,deps: pin version of @octokit/webhooks (#1472) (cd14dd4),"The new types introduced in @octokit/webhooks@7.22.0, are incompatible with the current codebase. This will prevent users from getting anything newer than the pinned version in order to avoid type errors for end-users",1
fix: clarify error message in case of invalid app authentication (#1465) thanks @eXpire163,0.94287205,clarify error message in case of invalid app authentication (#1465) thanks @eXpire163 (5f1831b),,1
fix(TypeScript): fix description of context.pullRequest method (#1461),0.9871934,TypeScript: fix description of context.pullRequest method (#1461) (a5779ff),,1
fix: correctly import (transpiled) app function for run and receive (#1457) thanks @ZauberNerd,0.96023256,correctly import (transpiled) app function for run and receive (#1457) thanks @ZauberNerd (2275698),,1
fix(typescript): remove options.webhookProxy from Probot constructor (#1459),0.96517265,typescript: remove options.webhookProxy from Probot constructor (#1459) (01bb678),,1
docs: remove probot-messages extension (#1455),0.74039644,"remove update-notifier (#1706) (05297fb), closes /github.com/probot/probot/issues/1102#issuecomment-570598406",,1
build(deps): bump node-notifier from 8.0.0 to 8.0.1 (#1449),0.593544,configure update-notifier (804f62b),Bumps node-notifier from 8.0.0 to 8.0.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
fix: import app functions transpiled from TypeScript (#1448),0.9389062,import app functions transpiled from TypeScript (#1448) (3356845),,1
feat: probot v11,0.65831685,/probot homepage (#279) (5d29945),BREAKING CHANGE: TBD,0
"feat: un-deprecate (app) => {}. Deprecate ({ app, getRouter }) => {} in favor of (app, { getRouter }) => {} (#1441)",0.8537649,"un-deprecate (app) => {}. Deprecate ({ app, getRouter }) => {} in favor of (app, { getRouter }) => {} (#1441) (42b043e), closes /github.com/probot/probot/issues/1286#issuecomment-744094299",see discussion at link,1
docs(webhooks): typo in usage example (#1445) thanks @homeles,0.65540516,Update simulating-webhooks.md (#796) @mayank23 ,,0
build(deps): bump highlight.js from 10.3.1 to 10.4.1 (#1429),0.49991992,update hbs dependency to ^4.0.4 (#973) (de79aab),Bumps highlight.js from 10.3.1 to 10.4.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
docs: log stubbing (#1355),0.5254285,Logging: an object with extra information must be passed as first argument. Passing it as last argument is no longer supported.,resolves #1273,0
"refactor: webhooks.on(""*"") is now webhooks.onAny() (#1401)",0.9255877,"stop using .webhooks.on(""*"", handler) in favor of `.webhooks.onAny(handler) (ab6fcb1)",,1
fix: load app function only once when using createNodeMiddleware (#1432),0.96845573,load app function only once when using createNodeMiddleware (#1432) (60b702b),,1
fix: `createProbot() without options,0.9266161,`createProbot() without options (8c01e90),,1
"feat: createProbot(), createNodeMiddleware(app, { probot }). Deprecates getOptions, createNodeMiddleware(app, { Probot }) (#1431)",0.96017337,"createProbot(), createNodeMiddleware(app, { probot }). Deprecates getOptions, createNodeMiddleware(app, { Probot }) (#1431) (50a26fa)",,1
test: remove test/fixtures/test-private-key.pem from gitignore,0.47813073,An error will now be raised if there are several .pem files in your app directory. Set PRIVATE_KEY_PATH to specify which one you want to use. (#441),,0
docs(Serverless deployment): add node middleware,0.5229993,Fix sample code for serverless deployment (#807) @kentaro-m,,0
feat: createNodeMiddleware,0.7438003,createNodeMiddleware (63066a3),,1
"feat: getOptions({ env, defaults, overrides })",0.8603153,"getOptions({ env, defaults, overrides }) (c97d990)",,1
feat: deprecate probot.load(),0.9254017,deprecate probot.load() (03b290a),,1
feat: deprecate probot.start() / probot.stop() / probot.setup(),0.8911395,deprecate probot.start() / probot.stop() / probot.setup() (adcc9a7),,1
docs(testing): remove unused id option from code example,0.42506433,"add workaround for ""appId option is required"" when in setup mode (#1513) (e11b91e)",,0
feat: new Probot({ appId }). Deprecates new Probot({ id }),0.7983028,Deprecates new Probot({ id }) (a94fdca),,1
"feat: Probot.version, Probot.defaults()",0.9032728,"Probot.version, Probot.defaults() (2ff5d21)",,1
test: move server tests into test/server.test.ts,0.49162373,"Rewriting some tests in TypeScript (#614, #625, #629, #656, #660) @kentaro-m, @yawningphantom, @karol-majewski",,0
"feat: run(appFn, { env })",0.79999924,"run(appFn, { env }) (bde0b13)",,1
test: rewrite server tests to test new Server class,0.47321445,"Rewriting some tests: #676 @gupsho, #664 @AditShah",,0
"fix(server): log error requests as [METHOD] /[PATH] [STATUS] - [NUM]ms, e.g POST / 500 - 123ms",0.94575715,"server: log error requests as [METHOD] /[PATH] [STATUS] - [NUM]ms, e.g POST / 500 - 123ms (9d767e1)",,1
feat: use new Server class when using probot run binary,0.913145,use new Server class when using probot run binary (8a3599d),,1
test: rename test/index.ts to test/probot.ts,0.5799831,"const { ProbotOctokit, ProbotOctokitCore } = require('probot')",,0
test(run): move tests to test/run.test.js,0.41350156,"Rewriting some tests in TypeScript (#614, #625, #629, #656, #660) @kentaro-m, @yawningphantom, @karol-majewski",,0
test: import types,0.5302187,chore(tests): convert serializers test to TypeScript (#695) @macklinu,,0
refactor: cleanup,0.39207983,BREAKING CHANGES,,0
build: typescript 4.1,0.7327784,"typescript: TypeScript issues TS2305,TS2707,TS7006 (41ee70c), closes #1387",,1
docs(README): remove pull reminders badge,0.74188817,Add pull reminders badge to README (#814) @abinoda,,1
fix: app.route() with (app) => {} app function (#1430),0.8750759,"app.route() has been removed. Use the getRouter() argument from the app function instead: ({ app, getRouter }) => { ... }",,1
fix: remove GHE_HOST deprecation message when using probot run cli (#1423),0.96166456,"remove GHE_HOST deprecation message when using probot run cli (#1423) (0ec5f23), closes #1422",fixes #1422,1
"fix: set default log level correctly to ""info""",0.9153279,"set default log level correctly to ""info"" (49153b8)",,1
feat: new Probot({ baseUrl }). Deprecates GHE_HOST / GHE_PROTOCOL when using with the Probot constructor,0.97212136,new Probot({ baseUrl }). Deprecates GHE_HOST / GHE_PROTOCOL when using with the Probot constructor (7abbef7),,1
docs: context.github is now context.octokit,0.91442025,context.github has been removed. Use context.octokit instead,,1
refactor: move GHE_HOST check into bin/probot,0.75146735,"remove GHE_HOST deprecation message when using probot run cli (#1423) (0ec5f23), closes #1422",,1
"feat: deprecate REDIS_URL environment variable when using with the Probot constructor. Use new Probot({ redisConfig: ""redis://..."" }) instead",0.9929176,"deprecate REDIS_URL environment variable when using with the Probot constructor. Use new Probot({ redisConfig: ""redis://..."" }) instead (1dbd999)",,1
"feat: deprecate LOG_FORMAT, LOG_LEVEL_IN_STRING, SENTRY_DSN environment variables when using Probot constructor. Pass a custom log instance instead:",0.9892526,"deprecate LOG_FORMAT, LOG_LEVEL_IN_STRING, SENTRY_DSN environment variables when using Probot constructor. Pass a custom log instance instead: (514c764)",module,1
refactor: getLog(level) -> getLog({ level }),0.51605976,new Probot({ logLevel }). Deprecates LOG_LEVEL when using Probot constructor (7c46218),,0
feat: new Probot({ logLevel }). Deprecates LOG_LEVEL when using Probot constructor,0.96255815,new Probot({ logLevel }). Deprecates LOG_LEVEL when using Probot constructor (7c46218),,1
refactor: move Probot code to src/probot.ts,0.6654261,Adding typescript option to create-probot-app command (#630) @mousavian,,0
"feat: import { run } from ""probot"". Deprecates Probot.run()",0.90331054,"import { run } from ""probot"". Deprecates Probot.run() (f35b58a)",,1
refactor: move probot commands into src/bin/ folder,0.6477597,"Probot.run() has been removed. Use import { run} from ""probot"" instead",,0
test: remove unused nock import,0.39857867,remove unused dependencies (#1151) (a3fc918),,0
refactor: remove obsolete TODO from deprecated Application class,0.48217693,all previously deprecated methods have been removed,,0
feat: deprecate INSTALLATION_TOKEN_TTL,0.85518754,deprecate INSTALLATION_TOKEN_TTL (dfc59fc),,1
build(deps-dev): bump semantic-release from 17.2.1 to 17.2.3,0.6159567,package: attempt to fix version replacements using semantic-release-plugin-update-version-in-files (7f90d96),Bumps semantic-release from 17.2.1 to 17.2.3. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
feat: use @probot/get-private-key (#1414),0.8211198,"use @probot/get-private-key (#1414) (47d9f3a), closes #1309",part of #1309,1
feat: context.octokit. Deprecates context.github (#1413),0.95916843,context.octokit. Deprecates context.github (#1413) (0527b98),,1
fix(deps): update @octokit/core to latest (#1412),0.9452361,deps: update @octokit/core to latest (#1412) (9351df4),,1
docs(hello-world): app is now a Probot instance,0.7543006,new Probot({ id }) has been removed. Use new Probot({ appId }) instead,,1
"feat: deprecate { Application } export. Use { Probot } instead, it has the same APIs now. (#1408)",0.9848585,"deprecate { Application } export. Use { Probot } instead, it has the same APIs now. (#1408) (0e52e05)",,1
feat: probot.on() / probot.receive() / probot.auth() (#1407),0.9224044,probot.on() / probot.receive() / probot.auth() (#1407) (1812cfe),,1
"feat: getRouter argument for app function (({ app, getRouter }) => {}) (#1406)",0.8826226,"getRouter argument for app function (({ app, getRouter }) => {}) (#1406) (de3adc1)",,1
feat: (app) => {} is now ({ app }) => {} (#1405),0.834221,(app) => {} is now ({ app }) => {} (#1405) (4bfae5a),deprecates (app) => {},1
"fix: stop using .webhooks.on(""*"", handler) in favor of `.webhooks.onAny(handler)",0.9757607,"stop using .webhooks.on(""*"", handler) in favor of `.webhooks.onAny(handler) (ab6fcb1)",,1
test: probot.load() accepts array of app functions,0.7411818,probot.load(appFn) no longer accepts appFn to be a path string. Pass the actual function instead.,,1
"refactor: remove support for undocumented/untested ""plugins"" array in package.json",0.4608199,"package: remove ""prepare"" step (9b79924)",,0
refactor: remove private probot.apps property,0.6287852,new Probot({ id }) has been removed. Use new Probot({ appId }) instead,,0
fix: correct payload type by omitting context keys (#1389),0.9173291,correct payload type by omitting context keys (#1389) (2b30518),,1
feat: use octokit-auth-probot (#1392),0.8434448,use octokit-auth-probot (#1392) (8ba3a8e),,1
docs(webhooks): update links to GitHub docs (#1393),0.680426,Update your GitHub App to deliver webhooks to the webhook proxy URL.,,0
"fix: use webhooks.onError() instead of deprecated webhooks.on(""error"", ...) (#1390)",0.98461974,"use webhooks.onError() instead of deprecated webhooks.on(""error"", ...) (#1390) (a5b36b3)",,1
"fix(typescript): TypeScript issues TS2305,TS2707,TS7006",0.9402394,"typescript: TypeScript issues TS2305,TS2707,TS7006 (41ee70c), closes #1387",fixes #1387,1
refactor: use WebhookEvents export instead of an internal one. (#1381),0.6131584,Add overloads for all Webhook events (#858) (e367c81),,0
fix(types): set correct type for context passed to event handler (#1378),0.91603345,"types: set correct type for context passed to event handler (#1378) (05abeef), closes #r501871740",follow up to link,1
fix(typescript): adapt for latest @octokit/webhooks (#1374),0.9583081,typescript: adapt for latest @octokit/webhooks (#1374) (630d78e),Co-authored-by: Ankeet Maini ankeet.maini@gmail.com,1
fix: do not overwrite options.throttle passed to `{Octokit: ProbotOctokit.defaults(options)} (#1373),0.97516656,do not overwrite options.throttle passed to {Octokit: ProbotOctokit.defaults(options)} (#1373) (9483546),,1
feat: deprecate new Application({ throttleOptions }) (#1365),0.9526268,deprecate new Application({ throttleOptions }) (#1365) (f537204),,1
