Index,Release Note,Release Note Abstract
11,"Changed

Add signal option to horizon:purge (e.g. SIGKILL) by @crishoj in https://github.com/laravel/horizon/pull/1226
","Changed
Add signal option to horizon:purge (e.g. SIGKILL) by @crishoj in link"
12,"Fixed

Ensure Autoscaler never reduces processes to less than 1 by @LasseRafn in https://github.com/laravel/horizon/pull/1221
","Fixed
Ensure Autoscaler never reduces processes to less than 1 by @LasseRafn in link"
13,"Changed

Add missing anchor title for clarity by @stevebauman in https://github.com/laravel/horizon/pull/1212

Fixed

Set default value for job $payload['pushedAt'] when retrying by @stevebauman in https://github.com/laravel/horizon/pull/1211
","Changed
Add missing anchor title for clarity by @stevebauman in link
Fixed
Set default value for job $payload['pushedAt'] when retrying by @stevebauman in link"
14,"Fixed

Allow deleting of Tags which contain forward slashes (Fixes #1093) by @sgotre in https://github.com/laravel/horizon/pull/1196
Unnecessary param to refreshStatsPeriodically by @peterlupu in https://github.com/laravel/horizon/pull/1198
","Fixed
Allow deleting of Tags which contain forward slashes (Fixes #1093) by @sgotre in link
Unnecessary param to refreshStatsPeriodically by @peterlupu in link"
15,"Changed

Add exit codes to status command by @mbardelmeijer in https://github.com/laravel/horizon/pull/1191
","Changed
Add exit codes to status command by @mbardelmeijer in link"
16,"Changed

Failed job list: Modify job retry tooltip label to include status of last job retry by @Jevz in https://github.com/laravel/horizon/pull/1182
","Changed
Failed job list: Modify job retry tooltip label to include status of last job retry by @Jevz in link"
17,"Added

Ability to ignore long waits for queue by @jasonmccreary in https://github.com/laravel/horizon/pull/1172
","Added
Ability to ignore long waits for queue by @jasonmccreary in link"
18,"Fixed

Fallback array for retried_by by @driesvints in https://github.com/laravel/horizon/pull/1166
","Fixed
Fallback array for retried_by by @driesvints in link"
19,"Changed

When register, keep the original Redis options, only overwrite prefix by @nthsky in https://github.com/laravel/horizon/pull/1161
","Changed
When register, keep the original Redis options, only overwrite prefix by @nthsky in link"
20,"Changed

Predis v2 support by @driesvints in https://github.com/laravel/horizon/commit/71291b2dc8172f46a8a503aee97b80d9a4139cdf
","Changed
Predis v2 support by @driesvints in link"
21,"Fixed

Checking the ""viewHorizon"" gate first by @marcialpaulg in https://github.com/laravel/horizon/pull/1148
","Fixed
Checking the ""viewHorizon"" gate first by @marcialpaulg in link"
22,"Fixed

Revert ""Make horizon work with strict content-security-policy"" by @driesvints in https://github.com/laravel/horizon/pull/1141
","Fixed
Revert ""Make horizon work with strict content-security-policy"" by @driesvints in link"
23,"Changed

Make horizon work with strict content-security-policy by @Grldk in https://github.com/laravel/horizon/pull/1138

Fixed

Fix for table headers in the Monitoring tab to match the data that is presented to the user by @dylan7778 in https://github.com/laravel/horizon/pull/1137
","Changed
Make horizon work with strict content-security-policy by @Grldk in link
Fixed
Fix for table headers in the Monitoring tab to match the data that is presented to the user by @dylan7778 in link"
24,"Changed

change chart.js intersect mode to false by @swist666 in https://github.com/laravel/horizon/pull/1133
","Changed
change chart.js intersect mode to false by @swist666 in link"
25,"Fixed

Forget job timer in case of exception or failed job by @Namoshek in https://github.com/laravel/horizon/pull/1127
","Fixed
Forget job timer in case of exception or failed job by @Namoshek in link"
26,"Fixed

Clear stopwatch once job is deleted by @taylorotwell in https://github.com/laravel/horizon/commit/69486d5e4fad8b6ee02c97ed0bea39ef241df956
","Fixed
Clear stopwatch once job is deleted by @taylorotwell in link"
27,"Changed

Add some more defaults to supervisor (#1122)
added display=swap to google font (#1121)
","Changed
Add some more defaults to supervisor (#1122)
added display=swap to google font (#1121)"
28,"Added

Add exception context on failed jobs (#1115)
","Added
Add exception context on failed jobs (#1115)"
29,"Changed

Laravel 9 Support (#1112)
","Changed
Laravel 9 Support (#1112)"
30,"Changed

Resolve issue with php strict type by @farmani in https://github.com/laravel/horizon/pull/1110
","Changed
Resolve issue with php strict type by @farmani in link"
31,"Fixed

Add some PHP 8.1 fixes (#1100)﻿
","Fixed
Add some PHP 8.1 fixes (#1100)﻿"
32,"Changed

Reduce bundle size (#1091)
Hide Retry failed jobs button if no jobs failed (#1097)

Fixed

Prevent pool to receive more than available processes on scaling (#1096)﻿
","Changed
Reduce bundle size (#1091)
Hide Retry failed jobs button if no jobs failed (#1097)
Fixed
Prevent pool to receive more than available processes on scaling (#1096)﻿"
33,"Changed

Use callAfterResolving to register QueueManager (#1089)﻿
","Changed
Use callAfterResolving to register QueueManager (#1089)﻿"
34,"Changed

Alphabetically sort jobs/queues for metrics (#1083)
Update page title when switching between Pending and Completed views (#1084)﻿
","Changed
Alphabetically sort jobs/queues for metrics (#1083)
Update page title when switching between Pending and Completed views (#1084)﻿"
35,"Changed

Added pushed at to failedJobs (#0)

Fixed

Check if failedJob.reserved_at is set before making time calculation (#1067)﻿
","Changed
Added pushed at to failedJobs (#0)
Fixed
Check if failedJob.reserved_at is set before making time calculation (#1067)﻿"
36,"Changed

Improve completed jobs UI (#1064)﻿
","Changed
Improve completed jobs UI (#1064)﻿"
37,"Changed

Show paused supervisors on dashboard (#1052)﻿
","Changed
Show paused supervisors on dashboard (#1052)﻿"
38,"Changed

Unified asset publishing (#1045)﻿
","Changed
Unified asset publishing (#1045)﻿"
39,"Changed

Use env. to set config domain and path (#1030)﻿
","Changed
Use env. to set config domain and path (#1030)﻿"
40,"Fixed

Revert app layout PR (#1026)﻿
","Fixed
Revert app layout PR (#1026)﻿"
41,"Changed

Move contents of #horizon to separate component (#1022)﻿
","Changed
Move contents of #horizon to separate component (#1022)﻿"
42,"Fixed

Fix encoding (ef0c45a, 9e3748e)
﻿
","Fixed
Fix encoding (ef0c45a, 9e3748e)
﻿"
43,"Fixed

Update syntax highlighting (#1002)
Fix status for large batches (58b71c1)﻿
","Fixed
Update syntax highlighting (#1002)
Fix status for large batches (58b71c1)﻿"
44,"Changed

Add Supervisor Rest Option (#992)﻿
","Changed
Add Supervisor Rest Option (#992)﻿"
45,"Changed

Move booting of services (#990)
Clarify button purpose (#991)﻿
","Changed
Move booting of services (#990)
Clarify button purpose (#991)﻿"
46,"Changed

Throw exception when minProcesses is set to zero (#988, 831a5a8)

Fixed

Fix checking parent id (#989)﻿
","Changed
Throw exception when minProcesses is set to zero (#988, 831a5a8)
Fixed
Fix checking parent id (#989)﻿"
47,"Fixed

Add --rest flag to WorkCommand (fcb9843)﻿
","Fixed
Add --rest flag to WorkCommand (fcb9843)﻿"
48,"Added

Show workload also per queue when balancing is disabled (#966, b4e8c6a﻿
","Added
Show workload also per queue when balancing is disabled (#966, b4e8c6a﻿"
49,"Fixed

Add fallback font (#964)﻿
","Fixed
Add fallback font (#964)﻿"
50,"Fixed

Bump minimum Laravel version (#954)﻿
","Fixed
Bump minimum Laravel version (#954)﻿"
51,"Fixed

Set lastPushed when executing the delayed enqueue closure (#951)﻿
","Fixed
Set lastPushed when executing the delayed enqueue closure (#951)﻿"
52,"Changed

Considering queue config parameter 'after_commit' (#948) 
﻿
","Changed
Considering queue config parameter 'after_commit' (#948) 
﻿"
53,"Fixed

Fix missing tag check in payload (#945)﻿
","Fixed
Fix missing tag check in payload (#945)﻿"
54,"Changed

Use enqueueUsing when pushing delayed jobs (#939)
﻿
","Changed
Use enqueueUsing when pushing delayed jobs (#939)
﻿"
55,"Added

Metrics snapshot config proposal and fix for race condition (#936, 59221e9)﻿
","Added
Metrics snapshot config proposal and fix for race condition (#936, 59221e9)﻿"
56,"Added

Ability to see which masters are paused and only show paused if everything is paused (#929, f9b5aea)

Changed

Accept array format for exponential backoff (#926)﻿
","Added
Ability to see which masters are paused and only show paused if everything is paused (#929, f9b5aea)
Changed
Accept array format for exponential backoff (#926)﻿"
57,"Added

Add commands to pause and continue supervisors (#914)
Support PHP 8 (#917)

Changed

Improve wording of error message (#918)

Fixed

Fix balance false display on dashboard (88c84ac)﻿
","Added
Add commands to pause and continue supervisors (#914)
Support PHP 8 (#917)
Changed
Improve wording of error message (#918)
Fixed
Fix balance false display on dashboard (88c84ac)﻿"
58,"Added

Add maintenance notice on dashboard (#911)

Fixed

Fix delayed until on pending jobs screen (#907)
Add missing force option to horizon:clear (#909)
Fix misleading memory limit config (#908)
Fix completed jobs count (#910)﻿
","Added
Add maintenance notice on dashboard (#911)
Fixed
Fix delayed until on pending jobs screen (#907)
Add missing force option to horizon:clear (#909)
Fix misleading memory limit config (#908)
Fix completed jobs count (#910)﻿"
59,"Changed

Add secs to y-axis ticks' for clarity (#903)﻿
","Changed
Add secs to y-axis ticks' for clarity (#903)﻿"
60,"Added

Add horizon:forget command to delete a failed job (#896)

Fixed

Fix check deleting failed job is actually failed (#894)﻿
","Added
Add horizon:forget command to delete a failed job (#896)
Fixed
Fix check deleting failed job is actually failed (#894)﻿"
61,"Added

Add ability to see if a failed job is retried and/or a retry (573e6a8)
Add Horizon command to clear queue (#892, 05e3a1c)

Fixed

Rename variable to match route (4822955)﻿
","Added
Add ability to see if a failed job is retried and/or a retry (573e6a8)
Add Horizon command to clear queue (#892, 05e3a1c)
Fixed
Rename variable to match route (4822955)﻿"
62,"Added

Add support for setting workers name (#840)
Support batches (#844)
Support worker max-time and max-jobs (#860)
Implement default environment (#869)
Make autoscaling rate configurable (#874, 9af71de)

Changed

Switch from Chronos to Carbon (#826)
Rename timeoutAt to retryUntil & delay to backoff (6d00eb9)
Bump minimum PHP version to PHP 7.3 (ca9ddda)
Merge tags from payload (#843)

Fixed

Check if parent is still running (#881)
","Added
Add support for setting workers name (#840)
Support batches (#844)
Support worker max-time and max-jobs (#860)
Implement default environment (#869)
Make autoscaling rate configurable (#874, 9af71de)
Changed
Switch from Chronos to Carbon (#826)
Rename timeoutAt to retryUntil & delay to backoff (6d00eb9)
Bump minimum PHP version to PHP 7.3 (ca9ddda)
Merge tags from payload (#843)
Fixed
Check if parent is still running (#881)"
63,"Fixed

Add try/catch for failed-jobs (#880)
","Fixed
Add try/catch for failed-jobs (#880)"
64,"Changed

Unhide horizon command  (#878)

Fixed

Try catch serialization error (57903ed)
","Changed
Unhide horizon command  (#878)
Fixed
Try catch serialization error (57903ed)"
65,"Fixed

Trigger MasterSupervisorDeployed event (#839)
","Fixed
Trigger MasterSupervisorDeployed event (#839)"
66,"Fixed

Fix pending jobs count (#832)
","Fixed
Fix pending jobs count (#832)"
67,"Fixed

Revert ""Prevent horizon:purge from killing too many processes"" (#831)
","Fixed
Revert ""Prevent horizon:purge from killing too many processes"" (#831)"
68,"Changed

Chronos 2.0 (#824)

Fixed

Fix Layout issues (#821)
Prevent horizon:purge from killing too many processes (#820)
","Changed
Chronos 2.0 (#824)
Fixed
Fix Layout issues (#821)
Prevent horizon:purge from killing too many processes (#820)"
69,"Fixed

Revert dark mode breaking change (fdfbd5b)
","Fixed
Revert dark mode breaking change (fdfbd5b)"
70,"Added

Support ramsey/uuid v4 (#807)

Fixed

Fix for job rows on monitoring tags screen (#814, 066ada5)
","Added
Support ramsey/uuid v4 (#807)
Fixed
Fix for job rows on monitoring tags screen (#814, 066ada5)"
71,"Added

Add metrics options and dark mode config (#795)

Fixed

Align design with Pending/Completed jobs screen (#802)
","Added
Add metrics options and dark mode config (#795)
Fixed
Align design with Pending/Completed jobs screen (#802)"
72,"Changed

Show warning when manifest is outdated (#783)
","Changed
Show warning when manifest is outdated (#783)"
73,"Fixed

Add margin to retries table and make exceptions stacktrace responsive (ff625c5)
","Fixed
Add margin to retries table and make exceptions stacktrace responsive (ff625c5)"
74,"Added

Add 'view details' to tag-jobs screen (#775)
Add separate screen for completed jobs (#767)

Changed

Bumped minimum dependencies to Laravel 7.0 (#710)
Changed default Redis prefix (#643)
Suggest predis instead of requiring it (#531)
","Added
Add 'view details' to tag-jobs screen (#775)
Add separate screen for completed jobs (#767)
Changed
Bumped minimum dependencies to Laravel 7.0 (#710)
Changed default Redis prefix (#643)
Suggest predis instead of requiring it (#531)"
75,"Fixed

Use provided timezone for delay due (aa69357)
","Fixed
Use provided timezone for delay due (aa69357)"
76,"Fixed

Use 'default' connection as a default redis connection (#765)
","Fixed
Use 'default' connection as a default redis connection (#765)"
77,"Added

Ability to see if a job is delayed (#755)
Allow trimming of completed jobs (#720)
","Added
Ability to see if a job is delayed (#755)
Allow trimming of completed jobs (#720)"
78,"Fixed

Fix wrong value for failedJobs periods (#757)
","Fixed
Fix wrong value for failedJobs periods (#757)"
79,"Added

Ability to view job details in recent jobs overview (#751)
Another way for tags displaying & collapsible panels (#754)
","Added
Ability to view job details in recent jobs overview (#751)
Another way for tags displaying & collapsible panels (#754)"
80,"Added

Allow Horizon to be used on a subdomain without a subfolder (#749)
","Added
Allow Horizon to be used on a subdomain without a subfolder (#749)"
81,"Fixed

Revert filtering by tag (#741)
","Fixed
Revert filtering by tag (#741)"
82,"Changed

Reset the retryUntil value (#736)
","Changed
Reset the retryUntil value (#736)"
83,"Fixed

Fix php 7.4 tagged model typed props (#732, 025f953)

Removed

Remove unused functions (#722)
","Fixed
Fix php 7.4 tagged model typed props (#732, 025f953)
Removed
Remove unused functions (#722)"
84,"Fixed

Scale to the maxProcesses if timeToClearAll is zero (#718)
Handle js phpunserialize not working with closures (9c3a75a)
","Fixed
Scale to the maxProcesses if timeToClearAll is zero (#718)
Handle js phpunserialize not working with closures (9c3a75a)"
85,"Changed

Set default 'tries' to 1 (#704)
","Changed
Set default 'tries' to 1 (#704)"
86,"Fixed

Prevent 'memory exhausted' when deleting monitored tag (#690, 1532f9c)
Set same ttl for tags as same as recent jobs (#692)
","Fixed
Prevent 'memory exhausted' when deleting monitored tag (#690, 1532f9c)
Set same ttl for tags as same as recent jobs (#692)"
87,"Fixed

Fix pagination for recent jobs (#678)
","Fixed
Fix pagination for recent jobs (#678)"
88,"Added

Filter recent jobs by tag (#665)
","Added
Filter recent jobs by tag (#665)"
89,"Fixed

Fix worker command binding (3b53310)
","Fixed
Fix worker command binding (3b53310)"
90,"Fixed

Fix autobalancer (#651)
","Fixed
Fix autobalancer (#651)"
91,"Added

Allow custom dashboard failed jobs metric period (#644)
","Added
Allow custom dashboard failed jobs metric period (#644)"
92,"Fixed

Forcing Vue to use the X-Requested-With header, set to XMLHttpRequest (#642)
","Fixed
Forcing Vue to use the X-Requested-With header, set to XMLHttpRequest (#642)"
93,"Changed

Updated version constraints for Laravel 6.0 (b547cb2)
","Changed
Updated version constraints for Laravel 6.0 (b547cb2)"
94,"Fixed

Correct dashboard ""Failed Jobs Past 7 Days"" metric (#633)
","Fixed
Correct dashboard ""Failed Jobs Past 7 Days"" metric (#633)"
95,"Fixed

Adjust auto scaling to always use the max processes (#627)
","Fixed
Adjust auto scaling to always use the max processes (#627)"
96,"Fixed

Custom MasterSupervisor name breaks dashboard (#619)
","Fixed
Custom MasterSupervisor name breaks dashboard (#619)"
97,"Fixed

Reverted ""Display worker CPU and memory utilization in supervisor list"" (#616, #614)
","Fixed
Reverted ""Display worker CPU and memory utilization in supervisor list"" (#616, #614)"
98,"Changed

Add app name to dashboard (#605)

Fixed

Properly format numeric values (#606)
","Changed
Add app name to dashboard (#605)
Fixed
Properly format numeric values (#606)"
99,"Fixed

Compiled assets (1dcbb96)
","Fixed
Compiled assets (1dcbb96)"
100,"Added

Display worker CPU and memory utilization in supervisor list (#589)

Fixed

Fix for missing first failed job when searching (#593)
Switch to browser timezone (8ee690a, c7a4739)
","Added
Display worker CPU and memory utilization in supervisor list (#589)
Fixed
Fix for missing first failed job when searching (#593)
Switch to browser timezone (8ee690a, c7a4739)"
101,"Fixed

Fix false jobs causing front-end not to display them (#582)
","Fixed
Fix false jobs causing front-end not to display them (#582)"
102,"Fixed

Fix failed jobs retrying (7d28272)
","Fixed
Fix failed jobs retrying (7d28272)"
103,"Added

Add support for Supervisor ""nice"" option (#551, 8d0034b, #556)
","Added
Add support for Supervisor ""nice"" option (#551, 8d0034b, #556)"
104,"Fixed

Add ability to configure route domain setting (#550)
","Fixed
Add ability to configure route domain setting (#550)"
105,"Fixed

Fix URL for retrying jobs (#547)
","Fixed
Fix URL for retrying jobs (#547)"
106,"Added

Adding horizon:status command (#545)
","Added
Adding horizon:status command (#545)"
107,"Fixed

Fix recent jobs screen (1ab5749)
","Fixed
Fix recent jobs screen (1ab5749)"
108,"Fixed

Compile assets (57814a0)
","Fixed
Compile assets (57814a0)"
109,"Fixed

Fix no failing jobs problem (#532)
Make Year of readableTimestamp more readable (#535)
Horizon::night() move to boot()(#537)

Removed

Remove unnecessary register method (7134324)
","Fixed
Fix no failing jobs problem (#532)
Make Year of readableTimestamp more readable (#535)
Horizon::night() move to boot()(#537)
Removed
Remove unnecessary register method (7134324)"
110,"Added

New UI (#522)
Set the Horizon environment via command option (#523)

Changed

Require latest symfony/debug version (72cc3a7)
Require symfony/process (f2a214c)
Require ext-json (5a54d27)

Fixed

Fix deprecated process calls (#515)
Add missing createPayloadArray arg (#516)

Removed

Removed support for Laravel 5.5 & 5.6 (8a92e09)
","Added
New UI (#522)
Set the Horizon environment via command option (#523)
Changed
Require latest symfony/debug version (72cc3a7)
Require symfony/process (f2a214c)
Require ext-json (5a54d27)
Fixed
Fix deprecated process calls (#515)
Add missing createPayloadArray arg (#516)
Removed
Removed support for Laravel 5.5 & 5.6 (8a92e09)"
111,"Fixed

Fix breaking change with createPayload method on RedisQueue (b79bb27)
","Fixed
Fix breaking change with createPayload method on RedisQueue (b79bb27)"
112,"Changed

Adjust configuration for 5.8 default configuration (f1f830e)
","Changed
Adjust configuration for 5.8 default configuration (f1f830e)"
113,"Added

Laravel 5.8 support (292bbc1)

Fixed

Fix Failed Jobs page showing no results when failed jobs do exist (#511)
","Added
Laravel 5.8 support (292bbc1)
Fixed
Fix Failed Jobs page showing no results when failed jobs do exist (#511)"
114,"Added

Let user choose custom env (#483)

Changed

Expire monitored jobs (#484)
Updated axios to v0.18 (#491)
Updated laravel-mix to v4.0 (#490)
Updated vue-router to v3.0 (#493)
Optimized Horizon SVG logo (#489)

Fixed

Fix findFailed method (#478)
Fix storing floats in Redis (#477)
Fix incorrect processes count (#481)
Fix jobs per minute over estimation (#502)
Prevent horizontal scrolling in Dashboard supervisors section (#506)
","Added
Let user choose custom env (#483)
Changed
Expire monitored jobs (#484)
Updated axios to v0.18 (#491)
Updated laravel-mix to v4.0 (#490)
Updated vue-router to v3.0 (#493)
Optimized Horizon SVG logo (#489)
Fixed
Fix findFailed method (#478)
Fix storing floats in Redis (#477)
Fix incorrect processes count (#481)
Fix jobs per minute over estimation (#502)
Prevent horizontal scrolling in Dashboard supervisors section (#506)"
115,"Changed

Updated overview stats labels on the dashboard (#461)
Use router-link for recent failed jobs (#466)

Fixed

Check for existence of stats before calling toLocaleString (#469)
","Changed
Updated overview stats labels on the dashboard (#461)
Use router-link for recent failed jobs (#466)
Fixed
Check for existence of stats before calling toLocaleString (#469)"
116,"Fixed

Update outdated compiled assets (2a420af)
","Fixed
Update outdated compiled assets (2a420af)"
117,"Added

Added memory usage to the config (#463)

Changed

Format numbers on the stats dashboard for better readability (#462)

Fixed

Fixed invalid doctype declaration (#448)
","Added
Added memory usage to the config (#463)
Changed
Format numbers on the stats dashboard for better readability (#462)
Fixed
Fixed invalid doctype declaration (#448)"
118,"Added

Added horizon:install command  (#422)
Added middleware to the config (#432)

Changed

Added new application level HorizonServiceProvider and authorization method for consistency with Nova and Telescope (#422)
","Added
Added horizon:install command  (#422)
Added middleware to the config (#432)
Changed
Added new application level HorizonServiceProvider and authorization method for consistency with Nova and Telescope (#422)"
119,,
