Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
ci(e2e): turn on remote caching for e2e tests (#5302),0.55593383,chore(ci): use remote cache for JS tests by @tknickman in https://github.com/vercel/turborepo/pull/1808,"This should get us one step closer to running all our tests in a single job and allow turbo caching to save us time, rather than skipping with github ignore patterns",0
chore(turborepo): Use cargo-groups (#5272),0.68377733,typo: cargo-nexttest -> cargo-nextest (#3008) by @ahabhgk in https://github.com/vercel/turbo/pull/3008,"Description Use cargo-groups to group turborepo and turbopack crates in the workspace. Also rearranged the test.yml workflow so that we have explicit turborepo/turbopack clippy jobs so we're not running clippy on everything all the time, and renamed a couple workflows accordingly. Testing Instructions    Give a quick description of steps to test your changes.   Co-authored-by: --global ",0
ci(examples): enable gatsby example test in CI (#4999),0.51925063,ci: test publish dry run by @arlyon,"Now that CI runs node 18, we can enable this test and see it pass.",0
chore(ci): use node 18 (#5301),0.6194545,chore(ci): update release branch dep (#3486) by @tknickman,,0
update dependencies to sync with next.js (#5303),0.7171685,update next.js to 13.1.7-canary.2 (#3595) by @sokra,Description Preparation to release to next.js,1
chore(docs): Update to docs build to node 18 (#5030),0.7369675,chore(docs): update 1.7 OG image (#3295) by @tknickman,,1
docs(examples): update examples and docs to use node 18 (#5300),0.5327144,Update docs on default outputs (#2713) by @mehulkar,,0
feat(turborepo): Report more details when go-turbo exits (#5287),0.8825034,feat(turborepo): Report more details when go-turbo exits by @gsoltis in https://github.com/vercel/turbo/pull/5287,Description  adds a little extra reporting on unix systems when go-turbo does not return an exit code  Testing Instructions Co-authored-by: Greg Soltis ,1
chore: release npm packages,0.5790067,Removed support for NPM and PNPM (although we can add these back later), @vercel/devlow-bench@0.1.3,0
fix turbo.json for publish script (#5293),0.7481757,fix(use correct serialization logic for turbo.json) (#3580) by @chris-olszewski,,1
rename build script to fit to publish script (#5292),0.48936588,Fix name of command in blog post (#3315) by @anthonyshew,,0
add tool to benchmark developer workflow performance (#5291),0.4695215,chore: Split up turbopack and turborepo workflows (#3523) by @NicholasLYang,Description adds @vercel/devlow-bench package which can run a benchmark file,0
release(turborepo): 1.10.4-canary.2 (#5286),0.8714442,release(turborepo): 1.10.4-canary.2 by @github-actions in https://github.com/vercel/turbo/pull/5286,Co-authored-by: Turbobot turbobot@vercel.com,1
feat(lockfiles): add rust implementation for yarn1 (#5255),0.8468808,feat(lockfiles): add rust implementation for yarn1 by @chris-olszewski in https://github.com/vercel/turbo/pull/5255,Co-authored-by: Alexander Lyon arlyon@me.com Co-authored-by: Chris Olszewski ,1
feat(turborepo): Run outline pt 2 (#5203),0.76350677,feat(turborepo): Run outline pt 2 by @NicholasLYang in https://github.com/vercel/turbo/pull/5203,Description Refactors out task_graph and package_graph as top level modules. Also adds more global hash boilerplate. Testing Instructions    Give a quick description of steps to test your changes.  Co-authored-by: --global ,1
Synthesize --only (#5285),0.63339263,Synthesize --only by @gsoltis in https://github.com/vercel/turbo/pull/5285,Co-authored-by: Greg Soltis ,0
fix(spaces): read logs correctly when invoked from subdirectory (#5284),0.69289666,fix(spaces): read logs correctly when invoked from subdirectory by @mehulkar in https://github.com/vercel/turbo/pull/5284,"When running turbo <task> from a sub directory, the logFile is not sufficient to actual read the logs, because it is a relative path. We need to anchor it from the root of the repo.",0
release(turborepo): 1.10.4-canary.1 (#5283),0.8699159,release(turborepo): 1.10.4-canary.2 by @github-actions in https://github.com/vercel/turbo/pull/5286,Co-authored-by: Turbobot turbobot@vercel.com,1
fix(turborepo): avoid globbing directories due to ancestor truncation (#5273),0.9185285,fix(turborepo): avoid globbing directories due to ancestor truncation by @gsoltis in https://github.com/vercel/turbo/pull/5273,Co-authored-by: Greg Soltis  Co-authored-by: Chris Olszewski chris.olszewski@vercel.com Co-authored-by: Nicholas Yang nicholas.yang@vercel.com,1
fix: Organise next.config.js redirect objects (#5198),0.7875358,add full next.js config (#3343) by @ForsakenHarmony,"Organise next.config.js redirect objects Description Organise next.config.js redirect objects to maintain consistent key order. ts {   source: ...,   destination, ...,   permanent: ..., }",1
docs: Link to Vercel from the Nav context menu (#4573),0.4193291,Fix internal link in docs by @mehulkar in https://github.com/vercel/turbo/pull/2465,Co-authored-by: Mehul Kar mehul.kar@vercel.com,0
release(turborepo): 1.10.4-canary.0 (#5278),0.8766749,release(turborepo): 1.10.4-canary.0 by @github-actions in https://github.com/vercel/turbo/pull/5278,Co-authored-by: Turbobot turbobot@vercel.com,1
chore(turborepo): Move SCM to use vendored wax crate (#5277),0.83410585,chore(turborepo): Move SCM to use vendored wax crate by @NicholasLYang in https://github.com/vercel/turbo/pull/5277,"Description We should have everything use the vendored wax crate to avoid confusing issues. Also a prerequisite for #5272 because when we build all the turborepo crates, crates/turborepo-wax included, cargo gets confused about whether we mean the vendored wax crate or the upstream wax crate. Testing Instructions    Give a quick description of steps to test your changes.  Co-authored-by: --global ",1
fix(packages): update filter for JS tests (#5276),0.6028104,test(integration): update next.js to latest (#3055) by @kwonoj,,0
fix(turborepo): Fix path match for parent dir in subtree match case (#5275),0.9228726,fix(turborepo): Fix path match for parent dir in subtree match case by @gsoltis in https://github.com/vercel/turbo/pull/5275,Co-authored-by: Greg Soltis ,1
fix(turborepo): Tighten build globs (#5274),0.9101584,fix(turborepo): Tighten build globs by @gsoltis in https://github.com/vercel/turbo/pull/5274,Co-authored-by: Greg Soltis ,1
"feat(eslint-plugin-turbo): Support dotEnv, passthroughEnv, and wildcards (#5052)",0.6927284,Make ESLint envVar aware. (#2850) by @nathanhammond in https://github.com/vercel/turbo/pull/2850,Co-authored-by: Nathan Hammond  Co-authored-by: tknickman tom.knickman@vercel.com Co-authored-by: tknickman ,0
"Revert ""Using cargo-groups to group turborepo and turbopack crates. Also moved scm to vendored wax""",0.6318312,chore(turborepo): Move SCM to use vendored wax crate by @NicholasLYang in https://github.com/vercel/turbo/pull/5277,This reverts commit 1051b476c4a26a8617edecb6cd43a9b33334a05c.,0
Using cargo-groups to group turborepo and turbopack crates. Also moved scm to vendored wax,0.71311903,chore(turborepo): Move SCM to use vendored wax crate by @NicholasLYang in https://github.com/vercel/turbo/pull/5277,,1
feat(ci): conditionally set jest verbosity (#5271),0.8551055,feat(ci): conditionally set jest verbosity by @tknickman in https://github.com/vercel/turbo/pull/5271,,1
Update .gitignore (#5269),0.55772674,Logs are now output to .turbo directory instead of turbo directory. This moves the directory out of the middle of your package's source code. Update your .gitignore accordingly.,,0
update test runner (#5264),0.50959677,Add build script and update instructions to test locally (#3300) by @mehulkar,Description new next.js CI depends on these changes. It's running as root which requires no_sandbox Also updates the chromiumoxide dependency Testing Instructions    Give a quick description of steps to test your changes.,0
feat(turborepo): port git-based hashing with inputs (#5251),0.9423467,feat(turborepo): port git-based hashing with inputs by @gsoltis in https://github.com/vercel/turbo/pull/5251,Co-authored-by: Greg Soltis  Co-authored-by: Chris Olszewski chris.olszewski@vercel.com,1
feat(examples): update basic name on docs (#5224),0.69392264,feat(examples): update basic name on docs by @tknickman in https://github.com/vercel/turbo/pull/5224,,0
release(turborepo): 1.10.3 (#5262),0.82777536,release(turborepo): 1.10.3-canary.0 by @github-actions in https://github.com/vercel/turbo/pull/5250,Co-authored-by: Turbobot turbobot@vercel.com Co-authored-by: Greg Soltis ,1
fix(gen): fix ts config interference (#5263),0.7460785,fix(gen): fix ts config interference by @tknickman in https://github.com/vercel/turbo/pull/5263,,1
"Docs: prior to run testcases, add guides to install dependencies for testcases. (#3090)",0.73387575,"Docs: prior to run testcases, add guides to install dependencies for testcases. by @92hackers in https://github.com/vercel/turbo/pull/3090",,1
Fix(Docs): Turbo customization docs broken link (#4883),0.81455445,Fix internal link in docs by @mehulkar in https://github.com/vercel/turbo/pull/2465,,1
feat(turborepo): Port Global Hash Env Var (#5166),0.772717,Hash env vars by @jaredpalmer in https://github.com/vercel/turborepo/pull/495,Description Ports env.go to Rust and connects it to the global hash code. Testing Instructions I added global_hash_test.go and connected the env_test.go tests to the Rust code.  Co-authored-by: --global  Co-authored-by: Mehul Kar mehul.kar@vercel.com,1
fix: Clippy warnings (#5246),0.69519866,move clippy to separate action and remove cache (#3311) by @ForsakenHarmony,Description We have a lot of clippy warnings. Applied cargo clippy --fix and manually fixed some other warnings Testing Instructions    Give a quick description of steps to test your changes.  Co-authored-by: --global ,0
ci(examples): make every examples test a workspace (#5011),0.56650186,"ci(workflow): upload integration test resuls from main branch, next.j… …s release (#3502) by @kwonoj","This commit parallelizes examples tests with turbo instead of Github Actions to:  reduce the number of Github Workflow runs  triggered when an example changes. This should be faster and easier to read in a PR (2 checks instead of 16).  more turbo dogfooding   All examples tests will still run when any of the examples change, because each example itself is not a workspace, so we cannot wire up individual dependencies.    turbo.json configures inputs for caching, but we still using the Github Actions config to to limit these runs to changes in examples/ and examples-tests/**. We could opt out of this and rely on turbo's caching in the future.   The pnpm-gatsby test was not part of the matrix before. Moving to this setup revealed that it does not pass in CI (because of mismatched node version). This test has been filtered out for now. ",0
sec-228: ignore example repos (#5252),0.5065708,fix: Skip over repo root package for package inferrence (#3503) by @chris-olszewski,,0
fix(swc_plugin): use shared runtime (#5239),0.7922127,Update swc_core to v0.59.11 (#3484) by @kdy1,"Description closes WEB-1122. wasix internally initializes runtime by default, avoid it and let it use shared runtime instead.",1
feat(turborepo): Port Manual hashing (#5237),0.8595716,feat(turborepo): Port Manual hashing by @gsoltis in https://github.com/vercel/turbo/pull/5237,Co-authored-by: Greg Soltis ,1
release(turborepo): 1.10.3-canary.0 (#5250),0.87035304,release(turborepo): 1.10.3-canary.0 by @github-actions in https://github.com/vercel/turbo/pull/5250,Co-authored-by: Turbobot turbobot@vercel.com,1
ci(workflow): upload benchmark results to datadog (#5215),0.62539935,ci(workflow): format integration test results (#3534) by @kwonoj,"Description Initial support for uploading benchmark results into datadog. It currently iterates over the raw benchmark data, and uploda mean and std_dev's point_estimate. As noted in the comment random 400 returned by datadog, which needs some investigations. For now accept those flaky as it won't block CI.",0
ci(examples): update examples tests to diff full output  (#5242),0.6861745,ci(actions): adjust test summary format (#3588) by @kwonoj,This will help debug examples tests when they fail.  Switch env vars to CLI flags so they don't leak through   to the turbo invocations in the actual test and change the output that   we are not asserting against. Enable corepack inside the test and then disable it again at the ened   of the test.,0
ci: use latest published version of turbo in CI instead of latest canary (#5238),0.8210312,feat(create-turbo): use canary if pre-release (#3225) by @tknickman in https://github.com/vercel/turbo/pull/3225,,1
docs: document that multiple --filters are unions (#5247),0.80760956,docs: document that multiple --filters are unions by @mehulkar in https://github.com/vercel/turbo/pull/5247,Co-authored-by: Greg Soltis greg.soltis@vercel.com,1
ci(examples): Skip npm install when setting up git for examples tests (#5240),0.8343107,ci(examples): Skip npm install when setting up git for examples tests by @mehulkar in https://github.com/vercel/turbo/pull/5240,"The extra npm install step creates a package-lock.json which causes turborepo to detect the wrong package manager, which ends up changing behavior.",1
feat(run summary): Add whether turbo detected monorepo or not (#5241),0.8877014,feat(run summary): Add whether turbo detected monorepo or not by @mehulkar in https://github.com/vercel/turbo/pull/5241,,1
fix next-swc CI check (#5236),0.6444026,fix(cli): ci detection (#3605) by @tknickman,"Description    ✍️ Write a short summary of your work.   If necessary, include relevant screenshots.  Testing Instructions    Give a quick description of steps to test your changes.",0
Error handling fixes for turbopack-node and the HMR runtime (#5189),0.702554,Fix error message documentation by @mehulkar in https://github.com/vercel/turbo/pull/4094,Description  errors during module init are no longer ignored non-Errors thrown inside node.js now display correctly  Bonus: - you can now debug the spawned node.js processes without recompiling via TURBOPACK_DEBUG_JS=operation,1
feat(turborepo): implement package.json discovery (#5225),0.9280075,feat(turborepo): implement package.json discovery by @gsoltis in https://github.com/vercel/turbo/pull/5225,Co-authored-by: Greg Soltis  Co-authored-by: Alexander Lyon arlyon@me.com Co-authored-by: Chris Olszewski chris.olszewski@vercel.com,1
add more tp-test exclusions to fix windows CI (a bit) (#5214),0.6002671,fix(cli): ci detection (#3605) by @tknickman,now we just have some node-file-trace tests timing out,0
fix(ffi): fix Rust dangling pointer (#5230),0.791682,fix(ffi): fix Rust dangling pointer  by @chris-olszewski in https://github.com/vercel/turbo/pull/5230,"Description Fixes #5202 The underlying issue is how protobuf encodes a message with a single optional field. If that single field is missing the message gets encoded as a zero length string of bytes. This presents a problem with our usage of Vec::as_mut_ptr which: ""Returns a dangling raw pointer valid for zero sized reads if the vector didn’t allocate."" This caused us to send a buffer of length 0, but a dangling data pointer instead of a null pointer. This wasn't a consistent failure as Go only checks the validity of all the pointer in the stack under certain conditions. Specifically when growing/shrinking the stack and needing to adjust pointers in a frame. Testing Instructions Added unit tests that deal with zero length buffers: - Rust side ensure that if a protobuf message is zero length we return a buffer with length 0 and the data pointer is the null pointer - Go side the ensures that a buffer with 0 length and a null data pointer gets converted to an empty byte slice  Co-authored-by: Chris Olszewski ",1
release(turborepo): 1.10.2 (#5229),0.83198404,release(turborepo): 1.10.3-canary.0 by @github-actions in https://github.com/vercel/turbo/pull/5250,Co-authored-by: Turbobot turbobot@vercel.com,1
Fix PrefixedRouterContentSourceVc's debug_assertion (#5227),0.5254215,Fix data requests for dynamic routes (#3435) by @alexkirsz,"Description ContentSource paths do not begin with a /, and the prefix should match that. 🤦 Testing Instructions    Give a quick description of steps to test your changes.",0
Add ability for Rewrites to overwrite request headers (#5139),0.45442265,feat: add authorization header in preflight request by @promer94 in https://github.com/vercel/turborepo/pull/1086,"Description Adds a request_headers override to RewriteVc, allowing middleware to modify the request headers for further lookups. Testing Instructions https://github.com/vercel/next.js/pull/50567 Re: WEB-1121",0
Make PrefixedRouterContentSourceVc::new public (#5226),0.47732183,Update non-monorepo with App Router. by @anthonyshew in https://github.com/vercel/turbo/pull/4842,Description It needs to be public for next-dev to instantiate it. 🤦  Testing Instructions    Give a quick description of steps to test your changes.,0
fix(docs): add back commit from bad merge (#5223),0.5096342,add necessary permissions to commit step again (#3258) by @sokra,,0
Prepare RouterContentSource for basePath (#5218),0.5571559,Fix data requests for dynamic routes (#3435) by @alexkirsz,"Description This is part 2 of WEB-993 basePath support. A few of our next-specific content sources will need to be scoped under the basePath (like _next/image and __nextjs_original-stack-frame). These are currently served with a RouterContentSource, but it didn't have support for arbitrary prefixes. We could have changed the subpath for these sources to include the basePath, but that would require reading the next_config.base_path() in the source method, and it would invalidate our entire call graph whenever the next.config.js changed. Not a good choice. Testing Instructions    Give a quick description of steps to test your changes.",0
release(turborepo): 1.10.2-canary.3 (#5222),0.8772478,release(turborepo): 1.10.3-canary.0 by @github-actions in https://github.com/vercel/turbo/pull/5250,Co-authored-by: Turbobot turbobot@vercel.com,1
"improve error reporting, omit timeout while debugging (#5221)",0.5318058,Improved error handling and error messages,Description  I need more than 60s to debug a problem. print nicer error messages when JSON is invalid,0
fix(turbo): remove npx version check for gen (#5216),0.88253856,fix(turbo): remove npx version check for gen by @tknickman in https://github.com/vercel/turbo/pull/5216,,1
fix clippy CI (#5213),0.6874506,fix clippy ci diff (#3066) by @ForsakenHarmony in https://github.com/vercel/turbo/pull/3066,Description Counting the number of warnings broke because the output format probably changed (?),0
Update references to docs in code comments and help output (#5179),0.56964445,Update references to docs in code comments and help output by @mehulkar in https://github.com/vercel/turbo/pull/5179,,0
Prepare StaticAssetsContentSourceVc for basePath (#5210),0.41430682,Install AsyncLocalStorage for appDir rendering (#3374) by @jridgewell,"Description This is part 1 of WEB-993 basePath support. The static assets (things served in the /public directory) can only serve requests that include the basePath, so we'll need to pass that in. In order to not completely invalidate the source function (and all the things that depend on cells created there, ie everything) every time the user edits the next.config.js, we'll need to accept a StringVc. This sets us up without breaking backwards compat, making this multi-PR adventure a little easier. Testing Instructions    Give a quick description of steps to test your changes.",0
release(turborepo): 1.10.2-canary.2 (#5212),0.8794625,release(turborepo): 1.10.2-canary.3 by @github-actions in https://github.com/vercel/turbo/pull/5222,Co-authored-by: Turbobot turbobot@vercel.com,1
feat(turbopack-image): enable a few more image formats (#5211),0.6598836,feat(create-turbo): use latest turbo by default by @tknickman in https://github.com/vercel/turbo/pull/5155,Description Part of WEB-1146.,0
fix(turborepo): Repo config case normalization (#5209),0.88489616,fix(turborepo): Repo config case normalization by @NicholasLYang in https://github.com/vercel/turbo/pull/5209,Co-authored-by: --global ,1
Add timeSaved value into dry run output (#5171),0.7081294,Add timeSaved value into dry run output by @mehulkar in https://github.com/vercel/turbo/pull/5171,,1
fix(gen): swap to which for windows (#5208),0.6477371,fix(gen): swap to which for windows by @tknickman in https://github.com/vercel/turbo/pull/5208,,0
feat(blog): add turbo gen gif to blog (#5204),0.51543486,Add vimeo to showcase by @jaredpalmer in https://github.com/vercel/turborepo/pull/1987,,0
Add codemod for glob syntax issues. (#5184),0.67444724,Note that path globs must be relative (#3536) by @gsoltis,"Description We discovered a few classes of glob that are soon-to-be invalid with the tightening on the syntax from wax. This codemod handles the most common cases. Out of 720 unique globs encountered, only about 10 of them were invalid, and of those there were 3 general classes of syntax problem which are being addressed here, along with 3 just completely invalid ones. This codemod should as a result fix around 80% of the syntax issues. Testing Instructions cd packages/turbo-codemod pnpm test clean-globs  Co-authored-by: Chris Olszewski  Co-authored-by: Chris Olszewski chris.olszewski@vercel.com",0
chore(ci): CODEOWNERS updates (#5206),0.6876172,chore(ci): update release branch dep (#3486) by @tknickman,,0
fix(turbopack-image): fix build error (#5207),0.7588682,fix: Remove corepack upgrade step from corepack build target by @chris-olszewski in https://github.com/vercel/turborepo/pull/1668,Description enabling webp never actually able to build.,1
feat(turborepo): Remove anyhow from package manager detection (#5196),0.90486103,feat(turborepo): Remove anyhow from package manager detection by @gsoltis in https://github.com/vercel/turbo/pull/5196,Co-authored-by: Greg Soltis  Co-authored-by: Nicholas Yang nicholas.yang@vercel.com,1
feat(lockfiles): add support pnpm lockfile version 6.1 (#5195),0.9250082,feat: add support for pnpm v6 lockfiles (#3352) by @chris-olszewski,Description Adds parse support for the new lockfile version added in https://github.com/pnpm/pnpm/pull/6557 fixing #5117 The behavioral change is pretty small for us. The new information was added to allow for pnpm install --frozen-lockfile to produce an identical lockfile even if the .npmrc that was present during the lockfile's creation is no longer present. This does lead to a better UX for prune users as they will no longer need to copy .npmrc in their Dockerfile. Testing Instructions Existing unit tests pass and added new fixture with the settings field that correctly parses.  Co-authored-by: Chris Olszewski ,1
"Parallel ignores concurrency and dependencies, we don't need to validate (#5191)",0.78944296,"Parallel ignores concurrency and dependencies, we don't need to validate by @gsoltis in https://github.com/vercel/turbo/pull/5191",Co-authored-by: Greg Soltis ,1
refactor: Do not duplicate SWC transforms in the final binary (#5200),0.52609456,Apply the next/dynamic SWC transform  (#3184) by @alexkirsz,"Description This PR modifies generic instantiation to use &dyn Comments instead of SwcComments, to reduce binary size along with https://github.com/swc-project/swc/pull/7489. Testing Instructions I'll post the binary size once https://github.com/swc-project/swc/pull/7489 is merged.   Previous binary size: 133.4MiB New binary size: 132.4MiB   Closes WEB-1148",0
chore: Enable share-generics (#5121),0.4371245,chore(deps): update dependency postcss to v8.4.17 by @renovate in https://github.com/vercel/turborepo/pull/2144,Description This PR enables -Zshare-generics to reduce the binary size. This single option reduces binary size from 153.1MiB to 132.9MiB Testing Instructions Let's look at the benchmark actions.  Closes WEB-1144,0
docs: Move deprecated options for run command to bottom (#5180),0.6723019,docs: Move deprecated options for run command to bottom by @mehulkar in https://github.com/vercel/turbo/pull/5180,,0
Update log message when cache restoration is skipped (#5127),0.8057432,Update log message when cache restoration is skipped by @mehulkar in https://github.com/vercel/turbo/pull/5127,,1
feat(turborepo): Remove as_absolute_path() in favor of Deref (#5194),0.9077575,feat(turborepo): Remove as_absolute_path() in favor of Deref by @gsoltis in https://github.com/vercel/turbo/pull/5194,Co-authored-by: Greg Soltis ,1
feat(blog): generators > code generators (#5192),0.58701754,feat(docs): 1.7 blog post (#3264) by @tknickman,,0
feat(blog): add blog post for 1.10 (#5175),0.5878515,feat(docs): 1.7 blog post (#3264) by @tknickman,,0
release(turborepo): 1.10.2-canary.1 (#5190),0.8802916,release(turborepo): 1.10.3-canary.0 by @github-actions in https://github.com/vercel/turbo/pull/5250,Co-authored-by: Turbobot turbobot@vercel.com,1
chore(cli): add note about changing run summary (#5186),0.7558816,chore(cli): add note about changing run summary by @tknickman in https://github.com/vercel/turbo/pull/5186,,1
"fix(turborepo): Restructure reading from stderr, fix parsing of ls-tree (#5181)",0.91826916,"fix(turborepo): Restructure reading from stderr, fix parsing of ls-tree by @gsoltis in https://github.com/vercel/turbo/pull/5181",Co-authored-by: Greg Soltis  Co-authored-by: Nicholas Yang nicholas.yang@vercel.com Co-authored-by: Chris Olszewski chris.olszewski@vercel.com,1
ci(workflow): limit datadog upload more strictly (#5178),0.52709305,ci(workflow): fix integration job log detection (#3481) by @kwonoj,"Description    ✍️ Write a short summary of your work.   If necessary, include relevant screenshots.  Testing Instructions    Give a quick description of steps to test your changes.",0
docs: add --out-dir reference for prune command (#5173),0.8366684,docs: add --out-dir reference for prune command by @mehulkar in https://github.com/vercel/turbo/pull/5173,,1
chore: organize integration tests (#5116),0.6107288,Move Go Integration tests into main test Github workflow (#3429) by @mehulkar,Some aesthetic changes to make it easier to find tests and helpers.,0
Run prettier in individual workspaces (#3925),0.5283498,Fix prettier for examples (#3508) by @alexkirsz,"This adds a lint:prettier task in each workspace so that we can get the benefits of a granular cache and when running prettier, we don't have to run it across the entire monorepo (notably the benchmark/ workspace which is very slow to run prettier on, and rarely changes -- an ideal candidate for a cache hit)",0
chore: specify rust crates as inputs to building turborepo (#4664),0.92872643,chore: specify rust crates as inputs to building turborepo by @mehulkar in https://github.com/vercel/turbo/pull/4664,,1
feat(turbopack-image): enable gif support (#5174),0.65158194,Removed check for binary as it doesn't do anything (#3030) by @NicholasLYang in https://github.com/vercel/turbo/pull/3030,Description minor featature to enable gif support.,0
docs: add separate pages for each CLI command (#5172),0.4402049,      // You can now also specify outputs on a per-task basis. Logs will also be automatically,,0
make HMR re-execute modules that self invalidate (#5161),0.36898607,"  based on the root lockfile. The old behavior would explode the cache whenever the root lockfile changed. With this new behavior,","Description This can happen when a module that previously exported a React component no longer does, the next react refresh integration will then call module.hot.invalidate() fixes the acceptance/ReactRefreshRequire.test.ts next.js integration test",0
Merge the glob walk / globbing integration branch into main (#5168),0.54115134,"Adopt doublestar, disable traversing symlinks in globwalk by @gsoltis in https://github.com/vercel/turborepo/pull/1275",,0
Merge timesaved and cache status data structures (#5135),0.8229282,Merge timesaved and cache status data structures by @mehulkar in https://github.com/vercel/turbo/pull/5135," Instead of Local/Remote booleans, use a Source field. This ensure that we are more truthful about where the cache was restored from, rather than which cache happened to win the race condition. Adds timeSaved value from the same cache source where restoration happened from.",1
Update existing-monorepo.mdx (#5149),0.7147679,Update existing-monorepo.mdx by @shemayas in https://github.com/vercel/turborepo/pull/1858,Update existing-monorepo.mdx Description fix indentation in turbo.json example Co-authored-by: Chris Olszewski chris.olszewski@vercel.com,1
feat(create-turbo): use latest turbo by default (#5155),0.91052234,feat(create-turbo): use latest turbo by default by @tknickman in https://github.com/vercel/turbo/pull/5155,,1
release(turborepo): 1.10.2-canary.0 (#5170),0.8851736,release(turborepo): 1.10.3-canary.0 by @github-actions in https://github.com/vercel/turbo/pull/5250,Co-authored-by: Turbobot turbobot@vercel.com,1
"feat(turborepo): Wait for a pid file, then a sock file (#5158)",0.9205911,"feat(turborepo): Wait for a pid file, then a sock file by @gsoltis in https://github.com/vercel/turbo/pull/5158",Co-authored-by: Greg Soltis ,1
feat(bindings): expose filesystemcache feature (#5162),0.4584195,feat(docs): add remote cache counter (#3271) by @tknickman,Description Exposing swc's filesystemcache for the plugin to use in next-swc.,0
chore(turborepo): Port piece of kill_live_server test for version mismatch (#5153),0.8857266,chore(turborepo): Port piece of kill_live_server test for version mismatch by @gsoltis in https://github.com/vercel/turbo/pull/5153,Co-authored-by: Greg Soltis ,1
